Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430431,J586207,548.24,REDACTED PERSONAL DATA,572037,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430434,J586207,922.4,REDACTED PERSONAL DATA,572211,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430436,J586207,875.08,REDACTED PERSONAL DATA,398185,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430437,J586207,527.96,REDACTED PERSONAL DATA,572225,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430438,J586207,400,REDACTED PERSONAL DATA,572288,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430439,J586207,1179.44,REDACTED PERSONAL DATA,572337,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430440,J586207,432,REDACTED PERSONAL DATA,572339,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430441,J586207,255.12,REDACTED PERSONAL DATA,572340,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430444,J586207,564,REDACTED PERSONAL DATA,572484,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430446,J586207,660,REDACTED PERSONAL DATA,572702,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430447,J586207,4206.96,REDACTED PERSONAL DATA,398956,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430448,J586207,757.16,REDACTED PERSONAL DATA,572800,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430449,J586207,528.76,REDACTED PERSONAL DATA,573062,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430450,J586207,409.56,REDACTED PERSONAL DATA,573070,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430451,J586207,1270.52,REDACTED PERSONAL DATA,573082,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430452,J586207,313.72,REDACTED PERSONAL DATA,573119,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430454,J586207,375.88,REDACTED PERSONAL DATA,573130,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430457,J586207,400,REDACTED PERSONAL DATA,573161,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430459,J586207,692.72,REDACTED PERSONAL DATA,573231,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430460,J586207,988.6,REDACTED PERSONAL DATA,573241,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430462,J586207,530.16,REDACTED PERSONAL DATA,573443,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430463,J586207,407.04,REDACTED PERSONAL DATA,573455,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430467,J586207,327.8,REDACTED PERSONAL DATA,573480,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430468,J586207,1028.00,REDACTED PERSONAL DATA,573484,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430469,J586207,705.2,REDACTED PERSONAL DATA,400071,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430470,J586207,253.32,REDACTED PERSONAL DATA,573485,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430471,J586207,474.68,REDACTED PERSONAL DATA,573486,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430474,J586207,740.16,REDACTED PERSONAL DATA,574320,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430476,J586207,2009.44,REDACTED PERSONAL DATA,574322,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430477,J586207,604.32,REDACTED PERSONAL DATA,574338,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430478,J586207,265.16,REDACTED PERSONAL DATA,574342,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430480,J586207,902.44,REDACTED PERSONAL DATA,400267,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430481,J586207,400,REDACTED PERSONAL DATA,574379,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430483,J586207,957.16,REDACTED PERSONAL DATA,574426,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430486,J586207,397.36,REDACTED PERSONAL DATA,574520,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430488,J586207,633.4,REDACTED PERSONAL DATA,574526,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430491,J586207,572.84,REDACTED PERSONAL DATA,400277,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430492,J586207,431.8,REDACTED PERSONAL DATA,574531,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430493,J586207,420,REDACTED PERSONAL DATA,574533,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430494,J586207,658.24,REDACTED PERSONAL DATA,574536,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430495,J586207,1757.72,REDACTED PERSONAL DATA,574538,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430497,J586207,1640.12,REDACTED PERSONAL DATA,574545,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430499,J586207,650.48,REDACTED PERSONAL DATA,574551,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430500,J586207,420,REDACTED PERSONAL DATA,574554,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430501,J586207,704.52,REDACTED PERSONAL DATA,574558,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430502,J586207,1189.68,REDACTED PERSONAL DATA,401462,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430503,J586207,675.52,REDACTED PERSONAL DATA,574560,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430505,J586207,450.72,REDACTED PERSONAL DATA,574582,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430506,J586207,896,REDACTED PERSONAL DATA,574583,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430507,J586207,1212.32,REDACTED PERSONAL DATA,574584,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430508,J586207,2215.60,REDACTED PERSONAL DATA,574585,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-03-25,3430508,J586207,2075.40,REDACTED PERSONAL DATA,574585,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430511,J586207,690.4,REDACTED PERSONAL DATA,574593,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430512,J586207,1274.00,REDACTED PERSONAL DATA,574605,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430513,J586207,741.84,REDACTED PERSONAL DATA,401609,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430514,J586207,864,REDACTED PERSONAL DATA,574610,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430515,J586207,357.84,REDACTED PERSONAL DATA,574613,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430518,J586207,330,REDACTED PERSONAL DATA,574916,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430520,J586207,1593.16,REDACTED PERSONAL DATA,574941,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430521,J586207,273.88,REDACTED PERSONAL DATA,575123,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430522,J586207,391.36,REDACTED PERSONAL DATA,575124,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430524,J586207,928.32,REDACTED PERSONAL DATA,401795,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430529,J586207,789.36,REDACTED PERSONAL DATA,575175,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430530,J586207,459.48,REDACTED PERSONAL DATA,575178,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430532,J586207,280,REDACTED PERSONAL DATA,575230,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430533,J586207,1141.96,REDACTED PERSONAL DATA,575233,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430535,J586207,542.88,REDACTED PERSONAL DATA,401879,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430536,J586207,550,REDACTED PERSONAL DATA,575246,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430537,J586207,705.84,REDACTED PERSONAL DATA,575250,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430538,J586207,802.12,REDACTED PERSONAL DATA,575286,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430541,J586207,758.76,REDACTED PERSONAL DATA,575315,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430542,J586207,397.56,REDACTED PERSONAL DATA,575353,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430543,J586207,1650.32,REDACTED PERSONAL DATA,575356,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430544,J586207,1579.60,REDACTED PERSONAL DATA,575359,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430545,J586207,322.2,REDACTED PERSONAL DATA,575379,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430546,J586207,814.84,REDACTED PERSONAL DATA,403381,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430548,J586207,510.72,REDACTED PERSONAL DATA,575383,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430549,J586207,964,REDACTED PERSONAL DATA,575429,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430550,J586207,935.96,REDACTED PERSONAL DATA,575431,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430551,J586207,873.12,REDACTED PERSONAL DATA,575434,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430552,J586207,395.84,REDACTED PERSONAL DATA,575465,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430553,J586207,2406.12,REDACTED PERSONAL DATA,575482,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430554,J586207,522.12,REDACTED PERSONAL DATA,575500,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430555,J586207,307.52,REDACTED PERSONAL DATA,575507,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430556,J586207,384,REDACTED PERSONAL DATA,575536,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430557,J586207,1062.04,REDACTED PERSONAL DATA,405136,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430558,J586207,460.56,REDACTED PERSONAL DATA,575540,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430559,J586207,881.68,REDACTED PERSONAL DATA,575547,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430560,J586207,993.84,REDACTED PERSONAL DATA,575552,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430561,J586207,1245.44,UNITED RESPONSE,575573,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430561,J586207,1410.40,UNITED RESPONSE,575573,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430565,J586207,501.48,REDACTED PERSONAL DATA,575645,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430566,J586207,451,REDACTED PERSONAL DATA,575650,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430569,J586207,3232.60,REDACTED PERSONAL DATA,575662,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430570,J586207,473.36,REDACTED PERSONAL DATA,575697,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430571,J586207,545.8,REDACTED PERSONAL DATA,575716,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430573,J586207,805.84,REDACTED PERSONAL DATA,575862,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430574,J586207,338.88,REDACTED PERSONAL DATA,575872,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430577,J586207,3928.36,REDACTED PERSONAL DATA,576000,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430579,J586207,1098.32,REDACTED PERSONAL DATA,406208,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430580,J586207,562.4,REDACTED PERSONAL DATA,576040,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430581,J586207,651.28,REDACTED PERSONAL DATA,576049,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430583,J586207,1037.96,REDACTED PERSONAL DATA,576115,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430584,J586207,547.76,REDACTED PERSONAL DATA,576117,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430585,J586207,2062.57,MY CHOICE LOCAL,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430585,J586207,3053.76,MY CHOICE LOCAL,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2013-03-25,3430585,J586207,1237.96,MY CHOICE LOCAL,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430587,J586207,644.84,REDACTED PERSONAL DATA,576145,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430588,J586207,554.44,REDACTED PERSONAL DATA,576146,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430589,J586207,448,REDACTED PERSONAL DATA,576358,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430590,J586207,467.6,REDACTED PERSONAL DATA,406914,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430591,J586207,501.8,REDACTED PERSONAL DATA,576370,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430592,J586207,1507.44,REDACTED PERSONAL DATA,576378,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430593,J586207,505.04,REDACTED PERSONAL DATA,576382,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430595,J586207,1534.28,REDACTED PERSONAL DATA,576504,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430598,J586207,672.48,REDACTED PERSONAL DATA,576667,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430600,J586207,331.4,REDACTED PERSONAL DATA,576670,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430601,J586207,682.6,REDACTED PERSONAL DATA,407480,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430602,J586207,742.4,REDACTED PERSONAL DATA,576719,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430604,J586207,1415.00,REDACTED PERSONAL DATA,576797,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430605,J586207,1211.60,REDACTED PERSONAL DATA,576855,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430606,J586207,258.68,REDACTED PERSONAL DATA,576922,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430607,J586207,835,REDACTED PERSONAL DATA,576927,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430608,J586207,508.36,REDACTED PERSONAL DATA,576932,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430610,J586207,997.68,REDACTED PERSONAL DATA,576936,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430611,J586207,895.12,REDACTED PERSONAL DATA,576939,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2013-03-25,3430612,J586207,329.08,REDACTED PERSONAL DATA,408456,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430615,J586207,546,REDACTED PERSONAL DATA,577018,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430616,J586207,264,REDACTED PERSONAL DATA,577019,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430617,J586207,345.2,REDACTED PERSONAL DATA,577023,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430618,J586207,781.2,REDACTED PERSONAL DATA,577024,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430622,J586207,954.32,REDACTED PERSONAL DATA,577048,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2013-03-25,3430623,J586207,1791.44,REDACTED PERSONAL DATA,408608,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430624,J586207,1619.72,REDACTED PERSONAL DATA,577065,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430625,J586207,474.08,REDACTED PERSONAL DATA,577114,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430626,J586207,600.2,EXCEL HOME CARE LTD,577115,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430627,J586207,1168.68,REDACTED PERSONAL DATA,577157,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430630,J586207,487.36,REDACTED PERSONAL DATA,577325,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430631,J586207,706.24,REDACTED PERSONAL DATA,577342,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2013-03-25,3430633,J586207,1253.00,REDACTED PERSONAL DATA,577426,Social Community Care,CAREFIRST DIRECT PAYMENTS
