Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798334,262945,2344.14,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798335,262951,1825.16,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798338,263048,2143.68,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798339,263062,909.44,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798341,263063,860.72,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798342,263074,844.48,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798343,263084,649.60,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PDSI PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798344,263106,812.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798345,263107,870.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798346,263108,2923.84,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798347,263109,1604.34,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798348,263110,1711.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798349,263111,2430.84,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798350,263112,1203.50,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798351,2108363,3628.48,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798352,263187,1904.50,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798353,263188,1102.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-03-12,3798354,263198,729.60,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798355,263207,290.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798356,263298,1009.84,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798357,263299,1009.84,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798358,263301,1816.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798359,263302,540.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-03-12,3798360,263303,569.52,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798360,263303,550.48,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798361,263304,1004.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798362,2108378,640.32,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798363,263305,656.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798364,263306,888.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798365,263307,661.85,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798366,263308,540.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798367,263309,540.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798368,263310,656.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798371,263313,812.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798372,263314,702.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-03-12,3798373,2108397,640.32,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798374,263322,1624.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798375,263347,696.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798376,263351,884.52,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798377,263355,1004.00,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798378,263417,951.84,UNITED RESPONSE,329604,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-03-12,3798384,2108414,640.32,MENCAP HOMECARE,361858,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9230,CCSP OTHER,2015-03-12,3798394,299/14,360.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
ADULT SOCIAL CARE PURCHASING,9190,CITYWIDE SPOT,2015-03-12,3798395,241,477.36,SPRINGWOOD HOUSE (SHEFFCARE LTD),299566,,RESIDENTIAL CARE HOMES
PURCHASING,9230,CCSP OTHER,2015-03-12,3798398,310/14,1300.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
PURCHASING,9230,CCSP OTHER,2015-03-12,3798402,317/14,769.64,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
PURCHASING,9230,CCSP OTHER,2015-03-12,3798406,253/14,500.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798286,J1069864 010315,4912.84,NORTHERN LIFE CARE LTD T/A UBU,361991,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798287,J1073872 010315,3492.00,NIGHTINGALES RES.HOME,361897,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798288,J1093633 290315,1449.52,METHODIST HOMES FOR THE AGED,415177,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798289,J1093664 290315,5412.32,OAK HOUSE,491029,,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2015-03-12,3798290,J1099100 290315,6160.18,LONGLEY PARK VIEW,361928,,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798291,J1102818 290315,10431.90,THE DAVID LEWIS CENTRE,335613,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-03-12,3798292,J1102819 290315,39776.80,UNITED HEALTH LTD C/O WOODVIEW CARE HOME,456477,,NURSING HOMES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798409,J1097745 290315,13230.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798410,J1097746 290315,8000.00,COMMUNITY ACTION HALFWAY HOME LTD (SP),351147,,HOME SUPPORT SERVICES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798411,J1097747 290315,28149.72,SCC COMMUNITY CARE (SP),427209,,HOME SUPPORT SERVICES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798412,J1097748 290315,4142.00,SACMHA LIMITED (SP),351469,,HOME SUPPORT SERVICES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798413,J1097749 290315,3106.88,MAAN SOMALI MENTAL HEALTH SHEFFIELD,351498,,COUNSELLING & ADVICE SERVICES
HOUSING RELATED SUPPORT,9060,SUPPORTING PEOPLE PAYMENTS,2015-03-12,3798414,J1097750 290315,5732.03,SOUTH YORKSHIRE HOUSING ASSC (SP),351538,,HOME SUPPORT SERVICES
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799133,ERS INVOICE116350,6489.00,WESTWOOD JOINERY & CONSTRUCTION LTD,558811,,CONSTRUCTION CONTRACTORS - GEN
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799134,ERS INVOICE116351,3330.00,ABBEYDALE SHOWERS,302256,,ELECTRICIANS & ELECTRICAL CONT
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799135,ERS INVOICE116352,3674.00,REDACTED PERSONAL DATA,620405,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799137,ERS INVOICE116354,5397.50,REDACTED PERSONAL DATA,618053,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
REGISTRY OFFICE,8440,FEE EXPENSES,2015-03-13,3799140,ERS INVOICE116357,960.00,LOCAL REGISTRATION SERVICES ASSOCIATION,542111,,LOCAL GOVERNMENT
CLAIMS,8740,EMPLOYERS LIABILITY,2015-03-13,3799142,ERS INVOICE116360,13400.00,ROBERTS JACKSON SOLICITORS (OFFICE ACC),566055,,SOLICITORS
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799143,ERS INVOICE116361,2200.00,NOTTINGHAMSHIRE COUNTY COUNCIL,319093,,LOCAL GOVERNMENT
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799144,ERS INVOICE116362,600.00,HOPE VALLEY COLLEGE,589480,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799145,ERS INVOICE116363,600.00,BRAMPTON CORTONWOOD INFANT,589479,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799146,ERS INVOICE116364,600.00,DERBYSHIRE COUNTY COUNCIL,543418,,LOCAL GOVERNMENT
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799147,ERS INVOICE116365,600.00,NOTTINGHAMSHIRE COUNTY COUNCIL,319093,,LOCAL GOVERNMENT
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3799148,ERS INVOICE116366,633.00,THE MCAULEY CATHOLIC HIGH SCHOOL,564608,,SCHOOLS - LOCAL AUTHORITY
OUTDOOR EDUCATION,8440,FEE EXPENSES,2015-03-13,3799149,ERS INVOICE116367,450.00,IAN MICHAEL RENSHAW,535423,,OUTDOOR PURSUIT ORGANISERS & E
OUTDOOR EDUCATION,8440,FEE EXPENSES,2015-03-13,3799150,ERS INVOICE116368,300.00,MR RICHARD COTGREAVE,544043,,FIRST AID TRAINING
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-03-13,3799151,ERS INVOICE116369,395.88,BEN HARPER,599001,,DOCTORS
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799153,ERS INVOICE116371,4600.00,ABBEYDALE SHOWERS,302256,,ELECTRICIANS & ELECTRICAL CONT
ECOLOGY,8440,FEE EXPENSES,2015-03-13,3799154,ERS INVOICE116372,458.00,BEAUCHIEF ENVIRONMENT GROUP,342160,,CHARITIES & VOLUNTARY ORGANISA
MINOR WORK GRANTS,1165,NC&A OTHER,2015-03-13,3799155,ERS INVOICE116373,1850.00,CHAPELTOWN GLASS WINDOW & FACIA COMPANY,427494,,DOUBLE GLAZING INSTALLERS
MINOR WORK GRANTS,1165,NC&A OTHER,2015-03-13,3799156,ERS INVOICE116374,999.00,GOLDGLAZE LTD,528255,,DOUBLE GLAZING INSTALLERS
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799157,ERS INVOICE116375,1550.00,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799158,ERS INVOICE116376,2802.00,CLARK & PARTNERS LTD,203928,,DISABILITY EQUIPMENT - MNFRS &
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799159,ERS INVOICE116377,2338.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
DISABLED GRANTS,1165,NC&A OTHER,2015-03-13,3799160,ERS INVOICE116378,406.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
HR LEADERSHIP,8440,FEE EXPENSES,2015-03-13,3799161,ERS INVOICE116379,8500.00,SHORE STEWART LIMITED,621493,,SOLICITORS
MADE IN SHEFFIELD,9120,OTHER AGENCIES,2015-03-13,3799162,ERS INVOICE116380,2195.00,DERBYSHIRE EDUCATION BUSINESS PARTNERSHI,621242,,TRAINING CENTRES
MADE IN SHEFFIELD,9120,OTHER AGENCIES,2015-03-13,3799163,ERS INVOICE116381,4340.00,SHEFFIELD HALLAM UNIVERSITY,301311,,UNIVERSITIES & MEDICAL SCHOOLS
GENERAL PAYMENTS TO TENANTS,6060,DISCRETIONARY PAYMENTS,2015-03-13,3799164,ERS INVOICE116382,561.77,REDACTED PERSONAL DATA,621491,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2015-03-13,3799241,ERS INVOICE116383,300.00,JAG TREE SURGERY,559367,,TREE WORK & FORESTRY SERVICES
CHANCET WOOD,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-13,3779147,5699289RI,1000.70,ARGOS LTD,426032,,CATALOGUE SHOWROOMS
REGISTRATION & REGULATION,5750,TRAINING EXPENDITURE,2015-03-13,3782021,1285948,395.00,DERBY CITY COUNCIL,351709,,LOCAL GOVERNMENT
BANDED FUNDING,9050,OTHER LOCAL AUTHORITIES,2015-03-13,3784199,90816343,15795.00,LINCOLNSHIRE COUNTY COUNCIL,325205,,LOCAL GOVERNMENT
OCCUPATIONAL HEALTH & SAFETY,8440,FEE EXPENSES,2015-03-13,3790640,0000125705/0000006000,35157.20,HEALTH MANAGEMENT LTD,531359,,BUSINESS & MANAGEMENT CONSULTA
23) SWYP ST SMOKING PROJECT,9030,HEALTH,2015-03-13,3790790,175,2500.00,UNI CONSULTING,471414,,BUSINESS & MANAGEMENT CONSULTA
23) SWYP ST SMOKING PROJECT,9030,HEALTH,2015-03-13,3790791,173,3750.00,UNI CONSULTING,471414,,BUSINESS & MANAGEMENT CONSULTA
ALDINE HOUSE,8060,MATERIALS AND SUPPLIES GENERAL,2015-03-13,3791333,10280662,281.70,ASSESSMENT AND QUALIFICATIONS ALLIANCE,203098,,EXAMINATION BOARDS
SHEAF SQUARE/HOWARD ST,6020,REPAIRS AND MTCE - PROGRAMMED,2015-03-13,3792354,58496,1966.67,OCMIS LTD.,395558,,IRRIGATION SYSTEMS
MILLENNIUM SQUARE,6020,REPAIRS AND MTCE - PROGRAMMED,2015-03-13,3792356,58497,1069.40,OCMIS LTD.,395558,,IRRIGATION SYSTEMS
PEACE GARDENS,6020,REPAIRS AND MTCE - PROGRAMMED,2015-03-13,3792362,58499,1766.67,OCMIS LTD.,395558,,IRRIGATION SYSTEMS
DON VALLEY SCHOOL,1194,OTHER FEES,2015-03-13,3792875,81423,762.50,ASSENT BUILDING & CONTROL LTD,510334,,SURVEYORS - BUILDING
23) SWYP ST SMOKING PROJECT,9030,HEALTH,2015-03-13,3793359,SOARCO/1759,1666.00,SOUTHEY & OWLERTON AREA REGENERATION,431475,,CHARITIES & VOLUNTARY ORGANISA
MINIBUSES - TENDERED,7060,EXTERNAL VEHICLE HIRE,2015-03-13,3793489,349,5151.90,THURGOLAND TRAVEL LTD,586805,,TAXIS & PRIVATE HIRE
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2015-03-13,3793564,42062,50000.00,AUTISM CENTRE FOR SUPPORTED EMPLOYMENT,541689,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD HOMES TREES,6370,GROUNDS MTCE AND ARBORICULTURE,2015-03-13,3793961,10/5689/25LM/40813,357.30,THE WILDLIFE TRUSTS,380500,,CHARITIES & VOLUNTARY ORGANISA
BCPD - TRADED,5750,TRAINING EXPENDITURE,2015-03-13,3794078,13572,475.00,SMARTSTYLE,481447,,TRAINING SERVICES
SHEFFIELD HOMES TREES,6370,GROUNDS MTCE AND ARBORICULTURE,2015-03-13,3794172,5/1077/25LM/40813,436.70,WILDSCAPES LTD,472494,,LANDSCAPE ARCHITECTS & DESIGNE
LEACHATE,8060,MATERIALS AND SUPPLIES GENERAL,2015-03-13,3795088,SIN010313,3430.00,ALPHEUS ENVIRONMENTAL LIMITED,490217,,DRAIN & SEWER CLEARANCE
CLOSED LANDFILL SITES,8440,FEE EXPENSES,2015-03-13,3796442,MI46421,4433.00,FCC RECYCLING (UK) LIMITED,617238,,WASTE DISPOSAL SERVICES
CLOSED LANDFILL SITES,8440,FEE EXPENSES,2015-03-13,3796593,MI50278,2626.12,FCC RECYCLING (UK) LIMITED,617238,,WASTE DISPOSAL SERVICES
SERVICE MANAGEMENT,8440,FEE EXPENSES,2015-03-13,3796661,SCC1,5340.00,SAFEGUARDING SERVICES LTD,621262,,SOCIAL SERVICES
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-03-13,3796670,7532,810.00,CELIA'S TAXIS,615376,,TAXIS & PRIVATE HIRE
SUPPORTED HOUSING,8050,SOFT FURNISHINGS,2015-03-13,3797269,16755,4080.00,ALLEN UPHOLSTERY,295763,,FURNITURE MNFRS - HOME & OFFIC
TARGETED SUPP SERVICE - DE DEL,8440,FEE EXPENSES,2015-03-13,3797443,KW28216/3,1750.00,KINGSWOOD LEARNING & LEISURE GROUP LTD,457678,,CHILDREN'S ACTIVITY CENTRES
23) SWYP ST SMOKING PROJECT,9030,HEALTH,2015-03-13,3797456,113816858,27500.00,ROTHERHAM MBC,296984,,LOCAL GOVERNMENT
EAT WELL,9030,HEALTH,2015-03-13,3797468,2813,4285.00,MANOR & CASTLE - HEALTHY LIVING/PHS,376896,,DEVELOPMENT AGENCIES
ALDINE HOUSE,6030,REPAIRS AND MTCE - RESPONSIVE,2015-03-13,3797565,59336,259.86,WRIGHT BROTHERS PARTNERSHIP LTD,545120,,HEATING SERVICES - INDUSTRIAL
CITY DEAL,8440,FEE EXPENSES,2015-03-13,3797706,SME04,3100.00,CANNON PUBLIC RELATIONS LIMITED,616255,,PUBLIC RELATIONS CONSULTANTS
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-13,3797707,18056,286.53,JOHN BAXTERS & SONS LTD,576003,,PRINTERS
MOORFOOT LEARNING CENTRE,8440,FEE EXPENSES,2015-03-13,3797792,803660358,1572.00,ILM,438305,,INSTITUTES - PROFESSIONAL
CITY CENTRE MANAGEMENT & ADMIN,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-13,3797856,6778,905.10,SPRINGBOARD RESEARCH LTD.,369222,,RESEARCH ORGANISATIONS
SUPPORTED HOUSING,8050,ELECTRICAL GOODS,2015-03-13,3797879,CMD2502366,1844.40,DOMESTIC APPLIANCE DISTRIBUTORS,527171,,ELECTRICAL GOODS - SALES
SUPPORTED HOUSING,8050,ELECTRICAL GOODS,2015-03-13,3797886,CMD2502367,2975.00,DOMESTIC APPLIANCE DISTRIBUTORS,527171,,ELECTRICAL GOODS - SALES
AREA EAST,8010,EQUIPMENT PURCHASE AND REPAIR,2015-03-13,3797890,14645,330.00,DIAMOND BUSINESS INTERIORS LTD,580977,,OFFICE FURNITURE & EQUIPMENT
ENVIRONMENTAL OPERATIONS,8100,RECHARGEABLE PURCHASES,2015-03-13,3797980,87870,250.00,SMITH OF DERBY LTD,305520,,CLOCKS & WATCHES - MNFRS & WHO
MILLENNIUM SQUARE,6030,REPAIRS AND MTCE - RESPONSIVE,2015-03-13,3797987,3069,600.00,NO GRAFFITI LTD,513010,,GRAFFITI REMOVERS
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-13,3797994,INV171594,466.40,A PINDER LTD,202627,,COPYING & DUPLICATING SERVICES
INCOME MANAGEMENT,9140,CO-OP RENT PAYMENT CARDS,2015-03-13,3797999,10770,841.51,PSC SYSTEMS,525464,,DIRECT MAIL
OTHER REPAIRS & FEES,6030,REPAIRS AND MTCE - RESPONSIVE,2015-03-13,3798063,31209,309.00,TELEQUIP C & SS LTD,408050,,SECURITY SERVICES
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-03-13,3798098,CYPD02-15(515),27119.70,S1 TAXIS LTD,527712,,TAXIS & PRIVATE HIRE
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-03-13,3798125,SS02-15(516),11407.70,S1 TAXIS LTD,527712,,TAXIS & PRIVATE HIRE
OTHER REPAIRS & FEES,6030,OTHER RESPONSIVE REPAIRS,2015-03-13,3798143,MAL-IN14849,504.50,MICRO ALARMS LTD,206861,,SECURITY EQUIPMENT INSTALLERS
BIG LOTTERY HEALTH (AGB),9120,OTHER AGENCIES,2015-03-13,3798151,170,13278.00,SHEFFIELD CUBED,581274,,PUBLIC HEALTH SUPPLIERS
SCHOOL SPORTS,8440,FEE EXPENSES,2015-03-13,3798152,15008,10375.00,LINBURG TOURING LTD,478437,,COACH HIRE
SCHOOL SPORTS,8440,FEE EXPENSES,2015-03-13,3798166,15010,4866.00,LINBURG TOURING LTD,478437,,COACH HIRE
COMMUNITY HEALTH CHAMPIONS PRO,9030,HEALTH,2015-03-13,3798438,171,3563.13,SHEFFIELD CUBED,581274,,PUBLIC HEALTH SUPPLIERS
BB2 SHEFFIELD GLEADLESS KBR,1194,OTHER FEES,2015-03-13,3798453,A134888,1909.11,BT OPENREACH,502059,,TELECOMMUNICATION SERVICES
ECAMPUS,8550,OTHER SERVICES,2015-03-13,3798455,144465,18113.41,SHEAF MANAGEMENT LTD,618062,,SURVEYORS & VALUERS
VISION SUPPORT SERVICE,6210,RENTS,2015-03-13,3798520,INV000167,500.00,DO NOT USE - FORGE VALLEY COMM SCHOOL,586221,,SCHOOLS - SPORTS & LEISURE ACT
SCHOOL SPORTS,8060,MATERIALS AND SUPPLIES GENERAL,2015-03-13,3798525,SI301790-1,447.00,LIFESAVERS DIRECT,318928,,MAIL ORDER & CATALOGUE SHOPPIN
MARKETING & COMMSLSTF(MAIN),8440,FEE EXPENSES,2015-03-13,3798538,9101589175,2000.00,CITY OF YORK COUNCIL,525212,,LOCAL GOVERNMENT
MADE IN SHEFFIELD,8440,FEE EXPENSES,2015-03-13,3798552,INV1503-07,6000.00,SERO CONSULTING LTD,434360,,BUSINESS & MANAGEMENT CONSULTA
INDEPENDENT PLACEMENTS,9310,EDUCATIONAL OR JOINT PLACEMENT,2015-03-13,3798572,77/F15,320.00,THE FURNIVAL,397971,,CHARITIES & VOLUNTARY ORGANISA
CULTURAL DIRECTOR,8230,HOSPITALITY,2015-03-13,3798575,3035966,469.00,SHEFFIELD INTERNATIONAL VENUES,363031,,SPORTS GROUNDS & STADIUMS
CARE PROCEEDINGS (LEGAL FEES),8470,LEGAL FEES,2015-03-13,3798582,911826,600.00,MRS K E HAYES,472119,,BARRISTERS
PUPIL ADMISSIONS,8490,TRANSLATN/SIGN/INTERPRET FEES,2015-03-13,3798583,76524,262.50,LANGUAGELINE SOLUTIONS,206348,,TRANSLATORS & INTERPRETERS
CITY WIDE LEARNING BODY,8440,FEE EXPENSES,2015-03-13,3798586,1309,1000.00,NATIONAL EDUCATION TRUST,596841,,EDUCATION AGENCIES & AUTHORITI
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-13,3798601,855-37112,1121.00,GALT SIGNS LTD T/A FASTSIGNS,204826,,SIGNS & NAMEPLATES
COMMUNICATIONS,8550,OTHER SERVICES,2015-03-13,3798602,855-37295,313.20,GALT SIGNS LTD T/A FASTSIGNS,204826,,SIGNS & NAMEPLATES
COMPARTMENTALISATION - FS,1161,NC&A MAIN CONTRACT,2015-03-13,3798614,SH03792/14,213900.00,KIER SERVICES MAINTENANCE EAST,591748,,CONSTRUCTION CONTRACTORS - GEN
SEN TRANSPORT,7140,PUBLIC TRANSPORT COSTS,2015-03-13,3798615,20929159,2022.50,DONCASTER MBC,369105,,LOCAL GOVERNMENT
SPRINKLERS - FIRE SAFETY,1161,NC&A MAIN CONTRACT,2015-03-13,3798617,SH04317/4,132600.00,LOVELL PARTNERSHIPS LTD,344162,,HOUSE BUILDERS
ESCAL - DE DEL,8440,FEE EXPENSES,2015-03-13,3798637,5461,900.00,FFT LITERACY,423444,,CHARITIES & VOLUNTARY ORGANISA
