Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-22,6001557249,1866.00,0.00,1866.00,Fairways Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557250,1882.80,0.00,1882.80,Laurel Bank Residential Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557251,22238.52,0.00,22238.52,Hill Care 1 Ltd T/A Alderwood,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557252,1763.40,0.00,1763.40,Hill Care 1 Ltd T/A Lever Edge,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557253,16289.80,0.00,16289.80,Reliance Care Homes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557254,20886.69,0.00,20886.69,Spectrum Healthcare Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557255,1691.60,0.00,1691.60,Walldene Court,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557256,2041.32,0.00,2041.32,Fairhome Nursing Home,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557257,1883.60,0.00,1883.60,Shawe House Nursing Home Ltd,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557258,1752.00,0.00,1752.00,Springfield Retirement Home Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557259,1760.00,0.00,1760.00,Bakewells Private Rest Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557260,2085.20,0.00,2085.20,New Care Projects Llp,"Community, Health & Social Care",Nursing Home
Salford City Council,2014-05-22,6001557261,1946.00,0.00,1946.00,Housing With Care Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557262,13576.84,0.00,13576.84,Castlerea House Residential Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557263,1784.00,0.00,1784.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557264,1460.00,0.00,1460.00,Ideal Carehomes Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557265,1512.00,0.00,1512.00,Moorhaven Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557266,1526.96,0.00,1526.96,Redcroft Care Home,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-22,6001557267,1798.44,0.00,1798.44,Fairhome Care Group  Ltd,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-05-23,6001557629,3625.52,0.00,3625.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557637,16503.60,0.00,16503.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557643,3946.05,0.00,3946.05,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557651,6046.98,0.00,6046.98,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557656,6536.31,0.00,6536.31,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557675,26100.78,0.00,26100.78,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557682,2526.02,0.00,2526.02,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557685,1659.98,0.00,1659.98,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557688,1659.98,0.00,1659.98,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557693,12438.90,0.00,12438.90,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557703,7288.92,0.00,7288.92,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557708,6698.34,0.00,6698.34,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557715,13927.02,0.00,13927.02,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557910,1706.46,0.00,1706.46,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557911,1836.00,0.00,1836.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557912,1659.98,0.00,1659.98,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557913,1659.98,0.00,1659.98,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557930,1204.62,0.00,1204.62,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-23,6001557931,1823.76,0.00,1823.76,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-29,6001564588,1278.12,0.00,1278.12,Redacted Data,Children's Services,Travel Expenses
Salford City Council,2014-05-29,6001565062,504.01,0.00,504.01,Salford City Council,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2014-05-30,6001565442,27713.60,0.00,27713.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565449,3946.05,0.00,3946.05,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565457,6545.05,0.00,6545.05,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565463,6079.06,0.00,6079.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565475,25340.88,0.00,25340.88,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565480,2521.60,0.00,2521.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565485,7627.56,0.00,7627.56,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-30,6001565488,6779.94,0.00,6779.94,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-05-01,euhtflkzi,861.95,143.66,718.29,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,lfeeelgoi,545.45,90.91,454.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,nnwpctcxb,774.62,0.00,774.62,Npower Ltd,Customer and Support Services,Gas
Salford City Council,2014-05-01,opqkyfarq,751.68,125.28,626.40,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,otilybwxw,509.30,4.94,504.36,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-05-01,pzktytxri,2570.17,428.36,2141.81,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,qbexevsdl,563.47,0.00,563.47,Safestore Limited,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,qjicojtul,645.90,0.00,645.90,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-05-01,rhrhdppjw,568.78,94.80,473.98,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,sahuegxum,758.40,126.40,632.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,ssdnwdulr,858.48,143.08,715.40,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,sxuwjidua,1819.00,303.17,1515.83,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,vcniivlek,766.36,127.73,638.63,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-01,xhlfjnbhz,2065.78,344.30,1721.48,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-02,gxjrjexjh,664.24,10.62,653.62,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-05-02,okvexsnct,1187.90,0.00,1187.90,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2014-05-05,djadgknbd,20709.78,3451.63,17258.15,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-05-05,jncujgonx,23039.11,3839.86,19199.25,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-05-05,rfnpxutpp,524.00,0.00,524.00,Www.Fpmailing.Co.Uk,Children's Services,Postage
Salford City Council,2014-05-05,slmjkeerj,17337.83,2889.64,14448.19,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-05-07,kjeisxvjn,1328.59,221.43,1107.16,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2014-05-08,tqhmilfqh,973.70,162.28,811.42,Duraweld Ltd,Customer and Support Services,Printing & Photocopying
Salford City Council,2014-05-08,ydcvgqohw,524.70,0.00,524.70,Virgintrains.Co.Uk,Customer and Support Services,Travel
Salford City Council,2014-05-09,ejwiohuek,1104.88,0.00,1104.88,Brakes (Ashford),Environment and Community Safety,Provisions
Salford City Council,2014-05-09,gokfuusvt,2006.00,0.00,2006.00,Francotyp,Environment and Community Safety,Stationery
Salford City Council,2014-05-09,lcouexryh,560.00,93.33,466.67,Amblehurst,"Community, Health & Social Care",Rents
Salford City Council,2014-05-09,qylcxpfnu,875.09,0.00,875.09,Ensinger Ltd,Children's Services,Other Professional Fees
Salford City Council,2014-05-09,rnjboyldv,627.87,1.95,625.92,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-05-09,ykbjlqcaw,1295.78,0.00,1295.78,Www.Morleys.Co.Uk,Children's Services,Stationery
Salford City Council,2014-05-12,btsgopfcq,1161.60,193.60,968.00,Capita Business Servs,Customer and Support Services,Works & Building
Salford City Council,2014-05-12,dxlnnsqjn,3034.20,505.70,2528.50,Capita Business Servs,Customer and Support Services,Works & Building
Salford City Council,2014-05-12,esiwftxgt,526.80,0.00,526.80,Ebuyer (UK) Ltd,Children's Services,Equipment Purchase
Salford City Council,2014-05-12,filqhiffx,663.25,0.00,663.25,Ramswood Nurseries,Children's Services,Equipment Purchase
Salford City Council,2014-05-12,fygqdqebq,502.44,0.00,502.44,Post Office Counter,Children's Services,Postage
Salford City Council,2014-05-12,ikduqabtg,820.10,136.68,683.42,Makro Self Service Manche,Children's Services,Cleaning Materials
Salford City Council,2014-05-12,jujdxkrii,33194.00,5532.33,27661.67,Capita Business Servs,Customer and Support Services,Works & Building
Salford City Council,2014-05-12,kniorndhe,99000.00,16500.00,82500.00,Capita Business Servs,Customer and Support Services,Works & Building
Salford City Council,2014-05-12,tkqyuwolr,66234.12,11039.02,55195.10,Capita Business Servs,Customer and Support Services,Works & Building
Salford City Council,2014-05-13,auldoguwq,2428.69,404.78,2023.91,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,fuwmmkiqy,942.00,157.00,785.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,gjkjkdwcm,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,hjsjffuhv,574.80,95.80,479.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,ikqfdkjpn,623.70,103.95,519.75,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,ipqhqojsy,1120.80,186.80,934.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,kmeriridb,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,ljoqgytxr,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,ltmjroroh,1112.40,185.40,927.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,mhymfgotg,751.68,125.28,626.40,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,mswbtbneb,1140.00,190.00,950.00,Indigo Lithoprint Ltd,Customer and Support Services,Printing & Photocopying
Salford City Council,2014-05-13,neqxikrsd,2055.18,342.53,1712.65,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,oiurpvcxf,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,prbbvvpep,675.72,112.62,563.10,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,qkacehhzr,1606.94,267.82,1339.12,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,ypqfhlrcy,838.56,139.76,698.80,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-13,zkltyxhle,702.96,117.16,585.80,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-14,npdrfwopp,1239.36,206.56,1032.80,Iml Labels And Systems,Customer and Support Services,Printing & Photocopying
Salford City Council,2014-05-14,xeltzlcns,588.00,98.00,490.00,A Venning Ltd,Environment and Community Safety,Salford Services to Schools
Salford City Council,2014-05-14,yibosvhkl,520.30,0.00,520.30,Brake Bros Ltd,"Community, Health & Social Care",Provisions
Salford City Council,2014-05-15,brdrzvubw,875.00,0.00,875.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-15,bsiqyzeiu,910.00,0.00,910.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-15,czignmyxv,905.00,0.00,905.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-15,qkrefppww,900.00,0.00,900.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-15,rqrimzthd,546.14,16.57,529.57,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-05-15,swnguuogw,910.00,0.00,910.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-15,yujdvaxvv,845.00,0.00,845.00,Post Office Counter,Environment and Community Safety,Road Fund Licence
Salford City Council,2014-05-16,aehdliaej,2002.70,333.78,1668.92,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-16,avmxngrqo,4529.40,754.90,3774.50,Wilds Of Oldham,Environment and Community Safety,Bar Stocks for resale
Salford City Council,2014-05-16,awihdxqxw,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-05-16,cksgnuson,2058.02,343.00,1715.02,The Furnishing Service,"Community, Health & Social Care",Furniture
