Payment Date,Amount,Organisational Unit
2018-05-24,1042.81,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,921.38,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,1028.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,1091.43,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,1579.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,29.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,326.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,1146.41,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,740.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,110.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,94.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,110.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,71.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,165.66,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,31.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,143.47,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,157.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,145.71,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,110.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,144.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,218.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,72.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,312.23,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,55.12,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,1128.29,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,57.19,Children and Young People (obsolete)-Childrens Care Services
2018-05-24,284.88,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,564.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,352.76,Economy and Environment (obsolete)-Housing Services
2018-05-31,498.02,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,1291.40,Economy and Environment (obsolete)-Environmental Services
2018-05-31,1087.30,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,0.88,Economy and Environment (obsolete)-Housing Services
2018-05-31,364.51,Economy and Environment (obsolete)-Housing Services
2018-05-31,850.07,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,49.20,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,58.76,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,14.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1180.13,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,31.72,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,1135.90,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,1410.38,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,390.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,563.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1132.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1132.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1007.09,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1579.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,71.73,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,15.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,8.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,778.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,6.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,4800.00,Economy and Environment (obsolete)-Housing Services
2018-05-14,4550.00,Economy and Environment (obsolete)-Housing Services
2018-05-22,4700.00,Economy and Environment (obsolete)-Housing Services
2018-05-25,4400.00,Economy and Environment (obsolete)-Housing Services
2018-05-25,2653.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2636.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,28019.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,32849.83,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2236.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2914.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2929.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2049.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1916.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2125.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2125.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2489.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1680.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,559.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,724.94,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,418.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2481.43,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1518.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,509.71,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,479.55,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1575.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,528.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1575.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,528.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1845.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,619.22,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,600.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-01,8406.22,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,3524.78,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1192.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4268.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,6000.00,Economy and Environment (obsolete)-Regeneration
2018-05-03,565.32,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-03,541.77,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-25,659.54,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-21,36304.00,Children and Young People (obsolete)-Education
2018-05-01,585.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2216.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,585.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2189.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-22,3280.00,Economy and Environment (obsolete)-Housing Services
2018-05-01,9646.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,9646.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,436.75,Economy and Environment (obsolete)-Transport Services
2018-05-01,4325.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,29355.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,7191.75,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,8140.35,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8520.70,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,17201.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4093.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4424.85,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,980.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-01,7830.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,7747.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1920.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,652.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1880.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,652.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,86339.00,Children and Young People (obsolete)-Education
2018-05-10,8645.17,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-16,674.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-03,600.00,Chief Executive's Office (obsolete)-Law & Administration Service
2018-05-29,500.00,Economy and Environment (obsolete)-Environmental Services
2018-05-16,520.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,500.00,Economy and Environment (obsolete)-Housing Services
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2136.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,160.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,570.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2109.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,727.50,Chief Executive's Office (obsolete)-Other Services
2018-05-01,658.00,Communities & Service Support (obsolete)-Sport & Countryside
2018-05-03,630.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-22,512.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,180.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,7304.27,Deputy Chief Executive (obsolete)-ICT Services
2018-05-25,663.75,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-25,1475.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-18,598.31,
2018-05-23,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-23,1966.50,Children and Young People (obsolete)-Childrens Services Unit
2018-05-11,1500.00,Economy and Environment (obsolete)-Planning & Building Control
2018-05-04,24298.56,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-11,1730.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-16,172.46,Economy and Environment (obsolete)-Transport Services
2018-05-16,79.96,Economy and Environment (obsolete)-Transport Services
2018-05-16,101.81,Economy and Environment (obsolete)-Transport Services
