Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680808,revenue,1EEP5,2Yr Old Learning & Childcare,3258.45,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680580,revenue,1MM40,Direct Payments MH,601.16,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663434,revenue,1MM40,Direct Payments MH,601.16,Redacted Personal Data
Place,"Museums, Arts and Culture",Revenue Expenditure,2022-08-19,Redacted Personal Data,8671923,revenue,1DF12,Newbiggin Hall,870.00,Redacted Personal Data
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680995,revenue,1E201,ISB PVI Nurseries,7419.73,Redacted Personal Data
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680996,revenue,1EEP5,2Yr Old Learning & Childcare,877.28,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663516,revenue,1MD66,CWD Care Packages,520,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680426,revenue,1MK40,Direct Payments LD,721.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663280,revenue,1MK40,Direct Payments LD,721.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680426,revenue,1MK40,Direct Payments LD,-269.68,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663280,revenue,1MK40,Direct Payments LD,-269.68,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680427,revenue,1MH40,Direct Payments PD,9822.88,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663281,revenue,1MH40,Direct Payments PD,9822.88,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-31,Redacted Personal Data,8682365,revenue,1MF01,16 Plus & Care Leavers,444.00,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680483,revenue,1MK40,Direct Payments LD,1515.84,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663335,revenue,1MK40,Direct Payments LD,1515.84,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680550,revenue,1MK40,Direct Payments LD,547.16,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663404,revenue,1MK40,Direct Payments LD,547.16,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680550,revenue,1MK40,Direct Payments LD,-58.28,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663404,revenue,1MK40,Direct Payments LD,-58.28,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680631,revenue,1MK43,Carers Support Payments LD,2772,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-18,Redacted Personal Data,8674510,revenue,1MD66,CWD Care Packages,595,Redacted Personal Data
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8681056,revenue,1EEP5,2Yr Old Learning & Childcare,1754.55,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663372,revenue,1MG43,Carers Support Payments OP,1386,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680489,revenue,1MK40,Direct Payments LD,549.88,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663341,revenue,1MK40,Direct Payments LD,549.88,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680489,revenue,1MK40,Direct Payments LD,-216.2,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663341,revenue,1MK40,Direct Payments LD,-216.20,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663368,revenue,1MH43,Carers Support Payments PD,832.00,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666681,revenue,1MD68,Legal Fees Care,676.65,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680551,revenue,1MG40,Direct Payments OP,368.28,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663405,revenue,1MG40,Direct Payments OP,368.28,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666421,revenue,1E212,Transport Special,340.48,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680474,revenue,1MK40,Direct Payments LD,327.68,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663325,revenue,1MK40,Direct Payments LD,327.68,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680623,revenue,1MG43,Carers Support Payments OP,2912,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680442,revenue,1MK40,Direct Payments LD,2423.12,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663295,revenue,1MK40,Direct Payments LD,2423.12,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,Redacted Personal Data,8673109,revenue,1MK34,Shared Lives - Adult LD,1847.04,Redacted Personal Data
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680892,revenue,1E201,ISB PVI Nurseries,1335.29,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680650,revenue,1MD66,CWD Care Packages,500.00,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663500,revenue,1MD66,CWD Care Packages,500,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680669,revenue,1MH40,Direct Payments PD,422.64,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663519,revenue,1MH40,Direct Payments PD,422.64,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680672,revenue,1MG40,Direct Payments OP,6284.36,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663521,revenue,1MG40,Direct Payments OP,6284.36,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680567,revenue,1MH40,Direct Payments PD,6056.00,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663420,revenue,1MH40,Direct Payments PD,6056,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680603,revenue,1MK40,Direct Payments LD,1408.8,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663457,revenue,1MK40,Direct Payments LD,1408.8,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680603,revenue,1MK40,Direct Payments LD,-194.8,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663457,revenue,1MK40,Direct Payments LD,-194.8,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680588,revenue,1MK40,Direct Payments LD,343.36,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663443,revenue,1MK40,Direct Payments LD,343.36,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680661,revenue,1MD66,CWD Care Packages,2259.00,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-31,Redacted Personal Data,8667894,revenue,1MD67,S17 Children in Need,340.00,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666428,revenue,1E212,Transport Special,269.4,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680663,revenue,1MM40,Direct Payments MH,277.48,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663512,revenue,1MM40,Direct Payments MH,277.48,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666452,revenue,1E212,Transport Special,410.18,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680601,revenue,1MG43,Carers Support Payments OP,728,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666435,revenue,1E212,Transport Special,527.74,Redacted Personal Data
Assistant Chief Executive,Policy and Performance,Revenue Expenditure,2022-08-12,Redacted Personal Data,8654439,revenue,1FT83,Climate Change Strategy,320.00,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680670,revenue,1MK43,Carers Support Payments LD,1560,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680482,revenue,1MK40,Direct Payments LD,799.32,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663334,revenue,1MK40,Direct Payments LD,799.32,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680437,revenue,1MK40,Direct Payments LD,7254.12,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663291,revenue,1MK40,Direct Payments LD,7254.12,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680617,revenue,1MG40,Direct Payments OP,810.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663469,revenue,1MG40,Direct Payments OP,810.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680617,revenue,1MG40,Direct Payments OP,-227.44,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663469,revenue,1MG40,Direct Payments OP,-227.44,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680450,revenue,1MG40,Direct Payments OP,865.76,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663303,revenue,1MG40,Direct Payments OP,865.76,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663303,revenue,1MG40,Direct Payments OP,1961.54,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663303,revenue,1MH40,Direct Payments PD,-1357.72,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666424,revenue,1E212,Transport Special,445.66,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666470,revenue,1E212,Transport Special,306.43,Redacted Personal Data
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-05,Redacted Personal Data,8666419,revenue,1E212,Transport Special,319.05,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680644,revenue,1MD66,CWD Care Packages,509.52,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663494,revenue,1MD66,CWD Care Packages,509.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680552,revenue,1MK40,Direct Payments LD,1405.04,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663406,revenue,1MK40,Direct Payments LD,1405.04,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663503,revenue,1MD66,CWD Care Packages,1500.00,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680620,revenue,1MD66,CWD Care Packages,1011.52,Redacted Personal Data
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663472,revenue,1MD66,CWD Care Packages,1011.52,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680522,revenue,1MH40,Direct Payments PD,3027.56,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663376,revenue,1MH40,Direct Payments PD,3027.56,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680522,revenue,1MH40,Direct Payments PD,-522,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663376,revenue,1MH40,Direct Payments PD,-522,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680479,revenue,1MK40,Direct Payments LD,935.2,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,Redacted Personal Data,8663331,revenue,1MK40,Direct Payments LD,935.2,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-30,Redacted Personal Data,8680479,revenue,1MK40,Direct Payments LD,-216.20,Redacted Personal Data
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,Redacted Personal Data,8663331,revenue,1MK40,Direct Payments LD,-216.2,Redacted Personal Data
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,Redacted Personal Data,8680988,revenue,1E201,ISB PVI Nurseries,741.83,Redacted Personal Data
