ï»¿Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,REHAU LTD,Track General Maintenance,1005\5110041907,2021-12-23,552.00,
TUBE LINES LTD,REMIT CONSULTING LTD,Property Management Fees,1040\5110040179,2021-12-20,43601.30,
TFL CORPORATE,REYNIR HUTBER,Marketing Exhibitions & Events,1001\1900082099,2022-01-06,600.00,
DOCKLANDS LIGHT RAILWAY,REYNOLDS LOCKE LTD,COVID 19 planning,1012\5110047085,2021-12-15,3213.23,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110053497,2022-01-05,1102379.82,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5110052045,2022-01-05,1076273.54,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Civil Engineering Construction Works,1002\5110053504,2022-01-05,41702.87,
LONDON BUS SERVICES LTD,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1006\5110053498,2022-01-05,3836.28,
LONDON BUS SERVICES LTD,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1006\5110052718,2022-01-05,2711.86,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Road Maintenance,1002\5110048427,2021-12-15,823698.04,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1006\5110050834,2021-12-30,111758.80,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1006\5110041288,2021-12-30,17657.88,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5110050823,2021-12-30,13366.57,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1006\5109979613,2021-12-30,4599.58,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1006\5110026281,2021-12-30,3437.65,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1006\5109996855,2021-12-30,2855.89,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1006\5109965253,2021-12-30,509.89,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1006\5109965364,2021-12-30,-15909.91,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1006\5109981697,2021-12-30,-25256.18,
LONDON BUS SERVICES LTD,RINGWAY JACOBS LIMITED,Retentions Control Account > 1Year,1006\5110020827,2021-12-30,-57708.12,
TFL CORPORATE,RIPPLE ROCK LTD.,Computer Software,1001\5110041886,2021-12-16,20143.75,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110037540,2021-12-15,2431.92,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110044737,2021-12-24,2305.42,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110045901,2021-12-24,2076.11,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110037539,2021-12-15,1927.92,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110037544,2021-12-15,943.96,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110037547,2021-12-15,845.56,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110042803,2021-12-24,829.90,
LONDON UNDERGROUND LTD,RIS,Electrical Equipment Maintenance,1005\5110037541,2021-12-15,727.96,
TFL CORPORATE,RISKTEC SOLUTIONS LTD,Management & Support Consultancy,1001\5110050610,2021-12-24,11741.76,
TFL CORPORATE,RISKTEC SOLUTIONS LTD,Management & Support Consultancy,1001\5110050514,2021-12-22,4424.00,
TFL CORPORATE,RISKTEC SOLUTIONS LTD,Management & Support Consultancy,1001\5110050460,2021-12-22,2098.75,
TFL CORPORATE,RISKTEC SOLUTIONS LTD,Management & Support Consultancy,1001\5110050425,2021-12-22,1688.13,
SURFACE TRANSPORT CORP,RIVERLINX LIMITED,Civil Engineering Construction Works,1002\5110037729,2021-12-22,434062.00,
SURFACE TRANSPORT CORP,RIVERLINX LIMITED,Civil Engineering Construction Works,1002\5110037727,2021-12-22,79810.00,
LONDON UNDERGROUND LTD,RIVERSIDE TRUCK RENTAL LIMITED,Vehicle Operating Leases,1005\5110045250,2021-12-15,5880.00,
LONDON UNDERGROUND LTD,RIVERSIDE TRUCK RENTAL LIMITED,Vehicle Operating Leases,1005\5110045259,2021-12-15,3459.96,
LONDON UNDERGROUND LTD,RIVERSIDE TRUCK RENTAL LIMITED,Vehicle Operating Leases,1005\5110045257,2021-12-15,3059.84,
LONDON UNDERGROUND LTD,RIVERSIDE TRUCK RENTAL LIMITED,Vehicle Operating Leases,1005\5110045261,2021-12-15,2840.04,
LONDON UNDERGROUND LTD,RIVERSIDE TRUCK RENTAL LIMITED,Vehicle Operating Leases,1005\5110045253,2021-12-21,1279.88,
DOCKLANDS LIGHT RAILWAY,RJ POWER RAIL LIMITED,Civil Engineering Construction Works,1012\5110050816,2022-01-05,3904.78,
DOCKLANDS LIGHT RAILWAY,RJ POWER RAIL LIMITED,Civil Engineering Construction Works,1012\5110047033,2021-12-16,1920.35,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050382,2022-01-05,152540.72,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Escalators,1005\5110043314,2021-12-22,84672.00,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050398,2022-01-05,42564.24,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050354,2022-01-05,37505.05,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050394,2022-01-05,34545.47,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050396,2022-01-05,16504.90,
LONDON UNDERGROUND LTD,RJC (UK) LTD,MR Construction Costs,1005\5110037646,2021-12-15,9264.00,
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,MR Construction Costs,1033\5110050350,2022-01-05,7643.48,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005\5110043791,2021-12-24,3650.00,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005\5110043801,2021-12-24,2070.00,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005\5110047404,2022-01-05,1792.32,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005\5110047417,2021-12-24,1493.60,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005\5110047391,2021-12-24,597.44,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110043587,2021-12-16,1761039.56,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110043590,2021-12-16,1161800.00,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Retentions Control Account > 1Year,1002\1900070463,2021-12-16,267666.48,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110043588,2021-12-16,217430.33,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110043589,2021-12-16,160950.00,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5110037104,2021-12-16,32538.27,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Retentions Control Account > 1Year,1002\1700003325,2021-12-16,-69674.78,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,Sundry Debtors,1002\1700003326,2021-12-16,-859322.22,
TFL CORPORATE,ROBERT BIRD GROUP,Management & Support Consultancy,1001\5110040833,2021-12-22,6090.00,
TFL CORPORATE,ROBERT BRAY,Planning & Development Consultancy,1001\5110035919,2021-12-13,937.50,
TFL CORPORATE,ROBERT BRAY,Planning & Development Consultancy,1001\5110037362,2021-12-15,937.50,
TFL CORPORATE,ROBERT BRAY,Planning & Development Consultancy,1001\5110042797,2021-12-29,937.50,
LONDON UNDERGROUND LTD,ROBERT PRINGLE ENGINEERS LTD,Fleet,1005\5110036609,2021-12-14,993.60,
LUL NOMINEE BCV LIMITED,ROBERT PRINGLE ENGINEERS LTD,Electrical & Electronic Engineering,1033\5110036614,2021-12-14,319.75,
DIAL A RIDE,ROBLETT ELECTRICAL,Building Maintenance & Repairs,1010\5110045004,2021-12-29,713.13,
VICTORIA COACH STATN LTD,ROBLETT ELECTRICAL,Building Maintenance & Repairs,1008\5110048003,2021-12-15,575.00,
TFL CORPORATE,ROGER WONG LTD,Medical Reports,1001\1900084021,2022-01-07,400.00,
LONDON UNDERGROUND LTD,ROLLON SPA,Fleet,1005\5110046905,2021-12-14,50587.32,
LONDON UNDERGROUND LTD,ROPE & MARINE SERVICES LTD,Maintenance Materials,1005\5110049232,2021-12-22,424.66,
LUL NOMINEE SSL LIMITED,ROSS PNEUMATROL LTD,Fleet,1031\5110038522,2021-12-13,38845.50,
LUL NOMINEE SSL LIMITED,ROSS PNEUMATROL LTD,Fleet,1031\5110052568,2022-01-07,38845.50,
LUL NOMINEE SSL LIMITED,ROSS PNEUMATROL LTD,Fleet,1031\5110041243,2021-12-21,5179.40,
LUL NOMINEE SSL LIMITED,ROSS PNEUMATROL LTD,Fleet,1031\5110053014,2021-12-30,1034.00,
LONDON UNDERGROUND LTD,ROUTECO PLC,Building Maintenance & Repairs,1005\5110037701,2021-12-15,959.44,
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901681153,2022-01-06,36176.00,
CYCLE HIRE SCHEME,ROYAL BOROUGH KENSINGTON & CHELSEA,Borough Services,1016\5110053884,2022-01-05,1171.10,
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,Rates,1004\1901681155,2022-01-06,5426.00,
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,Rates,1004\1901680911,2021-12-21,1211.50,
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,Rates,1004\1901681156,2022-01-06,1050.60,
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,Rates,1004\1901680910,2021-12-21,601.50,
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,Rates,1004\1901681154,2022-01-06,422.30,
TRANSPORT TRADING LTD,ROYAL MAIL,Ticket & Pass Production,1004\5110038489,2021-12-16,1183.20,
TRANSPORT TRADING LTD,ROYAL MAIL,Ticket & Pass Production,1004\5110038286,2021-12-20,787.30,
LT MUSEUM TRADING LTD,ROYAL MAIL,Couriers,1024\5110037719,2021-12-14,787.00,
LT MUSEUM TRADING LTD,ROYAL MAIL,Couriers,1024\5110045718,2021-12-31,281.21,
LONDON TRANSPORT MUSEUM,ROYAL QUARTER NATURAL FOOD HALL,LTM Catering & Hospitality,1011\5110048564,2021-12-16,440.62,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110044189,2021-12-29,5238.00,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110040487,2021-12-22,3706.89,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110044186,2021-12-29,3434.55,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110035195,2021-12-13,2999.10,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110047270,2022-01-07,2776.50,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047299,2022-01-07,2721.96,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110039848,2021-12-22,2695.08,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047301,2022-01-07,2514.70,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110054468,2022-01-07,2471.90,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110054470,2022-01-07,2329.33,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043534,2021-12-29,2007.45,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047302,2022-01-07,1987.50,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110035192,2021-12-13,1799.20,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110046168,2022-01-05,1778.42,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047248,2022-01-07,1713.41,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038082,2021-12-17,1571.57,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043528,2021-12-29,1559.96,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110044392,2021-12-31,1540.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038043,2021-12-16,1488.61,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038712,2021-12-21,1440.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040504,2021-12-22,1417.34,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038087,2021-12-17,1362.59,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046158,2022-01-05,1335.75,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038714,2021-12-21,1335.00,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110044184,2021-12-29,1330.58,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110040489,2021-12-22,1328.40,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038713,2021-12-21,1320.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047305,2022-01-07,1281.76,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110038065,2021-12-16,1146.71,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110036927,2021-12-15,1127.51,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110044190,2021-12-29,1115.08,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110035187,2021-12-13,1070.10,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Stock of Signals and Electricals,1005\5110048701,2021-12-16,1049.60,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110041050,2021-12-22,916.82,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110038064,2021-12-16,864.40,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110044390,2021-12-31,837.91,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Maintenance Materials,1020\5110047259,2022-01-07,827.81,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110044207,2021-12-30,822.24,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110042900,2021-12-29,794.28,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110044393,2021-12-31,727.15,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046157,2022-01-05,715.83,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110047294,2022-01-07,714.34,
TFL CORPORATE,RS COMPONENTS LTD,Maintenance Materials,1001\5110046163,2022-01-05,693.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046145,2022-01-05,650.41,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110044187,2021-12-29,649.89,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5109916212,2021-12-21,648.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110041117,2021-12-23,618.81,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Signalling Systems,1005\5110023314,2021-12-14,611.05,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046154,2022-01-05,603.56,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Signalling Systems,1020\5110041116,2021-12-23,600.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047309,2022-01-07,593.82,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110044209,2021-12-30,591.46,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Maintenance Materials,1020\5110040512,2021-12-22,579.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036931,2021-12-15,565.25,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110038066,2021-12-16,561.21,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047300,2022-01-07,555.60,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044421,2021-12-31,543.62,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038715,2021-12-21,540.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047316,2022-01-07,540.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043526,2021-12-29,519.94,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043525,2021-12-29,506.56,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110039836,2021-12-22,498.24,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Maintenance Materials,1020\5110046137,2022-01-05,496.40,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Signalling Systems,1020\5110044404,2021-12-31,495.20,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040492,2021-12-22,473.69,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110047268,2022-01-07,473.35,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046140,2022-01-05,473.06,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044177,2021-12-29,463.10,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044206,2021-12-30,457.04,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110037502,2021-12-15,453.53,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038047,2021-12-16,446.64,
TFL CORPORATE,RS COMPONENTS LTD,Maintenance Materials,1001\5110041046,2021-12-22,445.49,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110039862,2021-12-22,438.60,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047278,2022-01-07,438.25,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044409,2021-12-31,436.41,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036947,2021-12-15,433.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110043536,2021-12-29,404.50,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110037509,2021-12-15,399.60,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110041060,2021-12-22,397.30,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110035190,2021-12-13,392.88,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046150,2022-01-05,392.34,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044410,2021-12-31,387.35,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036937,2021-12-15,378.64,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036943,2021-12-15,368.16,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110038096,2021-12-17,362.84,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038088,2021-12-17,361.31,
TFL CORPORATE,RS COMPONENTS LTD,Maintenance Materials,1001\5110038046,2021-12-16,359.18,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038054,2021-12-16,344.55,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040499,2021-12-22,344.40,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036934,2021-12-15,341.56,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110042909,2021-12-29,334.65,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043543,2021-12-29,334.65,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110036942,2021-12-15,329.68,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046159,2022-01-05,328.80,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047282,2022-01-07,322.40,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110041061,2021-12-22,321.34,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Maintenance Materials,1020\5110037497,2021-12-15,321.08,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110039847,2021-12-22,320.58,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040501,2021-12-22,316.19,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047286,2022-01-07,313.65,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044416,2021-12-31,309.42,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110046164,2022-01-05,308.86,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044216,2021-12-29,308.84,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040491,2021-12-22,307.94,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110039841,2021-12-22,303.30,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047308,2022-01-07,302.51,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110039856,2021-12-22,301.59,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110040497,2021-12-22,301.02,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110042913,2021-12-29,297.62,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044411,2021-12-31,296.13,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110046165,2022-01-05,295.92,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110042910,2021-12-29,294.97,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047251,2022-01-07,294.30,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044408,2021-12-31,293.60,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Maintenance Materials,1033\5110043523,2021-12-29,292.26,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110037510,2021-12-15,291.17,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Maintenance Materials,1031\5110046170,2022-01-05,285.44,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110039839,2021-12-22,279.20,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Maintenance Materials,1020\5110037499,2021-12-15,277.82,
RAIL FOR LONDON LIMITED,RS COMPONENTS LTD,Signalling Systems,1020\5110044402,2021-12-31,274.40,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110041103,2021-12-22,272.45,
TUBE LINES LTD,RS COMPONENTS LTD,Maintenance Materials,1025\5110039835,2021-12-22,269.70,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110046146,2022-01-05,269.12,
LONDON RIVER SERVICES LTD,RS COMPONENTS LTD,Maintenance Materials,1007\5110036926,2021-12-15,268.23,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110044414,2021-12-31,265.60,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110047281,2022-01-07,259.70,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110043549,2021-12-29,256.30,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110038107,2021-12-20,254.89,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110052802,2021-12-29,-323.92,
TFL CORPORATE,RSM,Management & Support Consultancy,1001\5110037245,2021-12-14,12700.00,
TFL CORPORATE,RSM,Management & Support Consultancy,1001\5110037244,2021-12-14,4700.00,
TFL CORPORATE,RSM,Management & Support Consultancy,1001\5110037247,2021-12-14,2350.00,
TRANSPORT TRADING LTD,S & K RAVIDRAN T/A SOUTH RUISLIP,Transys Control - TTL,1004\1901680930,2021-12-22,556.03,
TRANSPORT TRADING LTD,S KANDIAH T/A NEWS & BOOZE,Transys Control - TTL,1004\1901680929,2021-12-22,801.99,
TUBE LINES LTD,SAAB AB SUPPORT AND SERVICES,Software Maintenance,1025\5110046790,2022-01-07,3141.00,
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Fleet,1005\5110045658,2022-01-04,2423.68,
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Fleet,1005\5110045668,2022-01-04,2084.95,
LONDON UNDERGROUND LTD,SABRE RAIL SERVICES LTD,Fleet,1005\5110036021,2021-12-13,1600.80,
