Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Local Environmental Services,Supplies and Services,Other Running Costs,42236735,2,201102,JOE ROONEY LTD,9415.00,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42236738,2,201102,SPRINGS ROOFING LTD,22031.45,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42236741,2,201102,SPRINGS ROOFING LTD,9382.30,2011-05-10
Local Environmental Services,Employees,Indirect Employee Expenses,42236759,2,201102,TONY HIGGINS ASSOCIATES,1490.00,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42236783,2,201102,MURRAY UNIFORMS LTD,472.5,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236878,2,201102,J DURRANCE & CO LTD,347.57,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236881,2,201102,JOHNSON CONTROLS LTD,692,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42236888,2,201102,DEERNESS FENCING LTD,482.42,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42236903,2,201102,SCHINDLER LTD,393.42,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42236904,2,201102,SCHINDLER LTD,588.29,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236931,2,201102,CHUBB FIRE LIMITED,796.69,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42236990,2,201102,ST ASTIER LTD,1478.00,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236996,2,201102,PICKERINGS EUROPE LTD,919,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42236999,2,201102,OTIS LTD,457.27,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237025,2,201102,EUROVENT PURIFYING SYSTEMS UK LTD,1122.32,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237031,2,201102,WOLSELEY UK LTD,370,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237036,4,201102,TARMAC LTD,657.55,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237036,6,201102,TARMAC LTD,54.8,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237036,5,201102,TARMAC LTD,54.8,2011-05-10
Local Environmental Services,Employees,Indirect Employee Expenses,42237038,2,201102,NORTH EAST ENTERPRISE BOND,500,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237040,2,201102,JETCHEM SYSTEMS LTD,353.32,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237041,2,201102,J T  DUFFY ROOFING LTD,628,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237068,2,201102,NORTHERN HYGIENE LIMITED,410,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237071,2,201102,NORTHERN HYGIENE LIMITED,435,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237076,2,201102,NORTHERN HYGIENE LIMITED,450,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237091,2,201102,NORTHERN HYGIENE LIMITED,385,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237095,2,201102,NORTHERN HYGIENE LIMITED,415,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237106,2,201102,NORTHERN HYGIENE LIMITED,405,2011-05-10
Local Environmental Services,Supplies and Services,"Printing, Stationery etc",42237146,25,201102,HOGG NEWS,28.47,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237156,2,201102,JOE ROONEY LTD,4235.50,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237158,2,201102,JOE ROONEY LTD,13522.40,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237160,2,201102,JOE ROONEY LTD,3187.50,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237162,2,201102,JOE ROONEY LTD,729,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237165,2,201102,BURNT TREE GROUP LTD,540,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237174,3,201102,WVH VEHICLE HIRE LIMITED,1020.00,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237174,4,201102,WVH VEHICLE HIRE LIMITED,800,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237182,2,201102,GEORGE VARDY LTD,810,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237185,2,201102,NORTHGATE VEHICLE RENTAL LTD,428,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237214,3,201102,WVH VEHICLE HIRE LIMITED,1020.00,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237214,4,201102,WVH VEHICLE HIRE LIMITED,800,2011-05-10
Local Environmental Services,Transport,Contract Hire,42237216,2,201102,GEORGE VARDY LTD,486,2011-05-10
Local Environmental Services,Supplies and Services,Miscellaneous Supplies,42237223,2,201102,SITA UK LTD,1856.13,2011-05-11
Local Environmental Services,,,42237266,2,201102,R DINNING LTD,445.02,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237268,2,201102,R DINNING LTD,1856.00,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237276,2,201102,BARRIER ENERGY LTD,4000.00,2011-05-10
Local Environmental Services,,,42237283,2,201102,CROSSLING LTD,632.4,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237284,2,201102,JOHN FLOWERS LTD,21146.00,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237289,2,201102,KARLIN TIMBER FRAME (NE) LTD,4768.00,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237292,2,201102,KING BROTHERS BUILDING CONTRACTORS LTD,16061.58,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237295,2,201102,LUMSDEN & CARROLL CONSTRUCTION,1247.92,2011-05-10
Local Environmental Services,,,42237304,2,201102,CROSSLING LTD,462,2011-05-10
Local Environmental Services,Third Party Payments,Third Party Payments,42237307,3,201102,W T INTERIORS,2795.00,2011-05-10
Local Environmental Services,Third Party Payments,Third Party Payments,42237307,4,201102,W T INTERIORS,3051.10,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237331,2,201102,JAMES BURRELL LTD,372.65,2011-05-10
Local Environmental Services,,,42237347,2,201102,BSS GROUP LTD,500.67,2011-05-10
Local Environmental Services,,,42237349,2,201102,BSS GROUP LTD,5507.37,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,4,201102,NORTHERN HYGIENE LIMITED,125,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,6,201102,NORTHERN HYGIENE LIMITED,187.5,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,7,201102,NORTHERN HYGIENE LIMITED,277.5,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,8,201102,NORTHERN HYGIENE LIMITED,187.5,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,9,201102,NORTHERN HYGIENE LIMITED,202.5,2011-05-10
Local Environmental Services,Premises,Rep & Maint,42237353,10,201102,NORTHERN HYGIENE LIMITED,137.5,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237353,3,201102,NORTHERN HYGIENE LIMITED,75,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237353,5,201102,NORTHERN HYGIENE LIMITED,477.5,2011-05-10
Local Environmental Services,Supplies and Services,Other Running Costs,42237353,11,201102,NORTHERN HYGIENE LIMITED,125,2011-05-10
Local Environmental Services,,,42237356,2,201102,ARNDALE GROUP OF COMPANIES,360,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237382,2,201102,GRANT WESTFIELD,982.5,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237389,2,201102,J T  DUFFY ROOFING LTD,1382.00,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237437,2,201102,TRAVIS PERKINS TRADING CO LTD,365.33,2011-05-10
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237455,2,201102,RIXONWAY KITCHENS LTD,420.62,2011-05-11
Local Environmental Services,Supplies and Services,Catering & Provisions,42237503,2,201102,RIXONWAY KITCHENS LTD,369.3,2011-05-11
Local Environmental Services,,,42237524,2,201102,PARKER MERCHANTING LTD,368.4,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237531,2,201102,PUDSEY DIAMOND ENGINEERING,12540.00,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237533,2,201102,MARSHALLS MONO LTD,605.54,2011-05-11
Local Environmental Services,Supplies and Services,Other Running Costs,42237559,2,201102,H W MARTIN WASTE LIMITED,10815.05,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237632,2,201102,EDMUNDSON ELECTRICAL LTD,498.41,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237633,2,201102,EDMUNDSON ELECTRICAL LTD,2149.00,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237637,2,201102,EDMUNDSON ELECTRICAL LTD,600,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237639,2,201102,EDMUNDSON ELECTRICAL LTD,508.21,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237640,2,201102,EDMUNDSON ELECTRICAL LTD,403,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237641,2,201102,EDMUNDSON ELECTRICAL LTD,1260.99,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237642,2,201102,EDMUNDSON ELECTRICAL LTD,1495.39,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237650,2,201102,EDMUNDSON ELECTRICAL LTD,1030.51,2011-05-11
Local Environmental Services,Premises,Rent,42237674,2,201102,CARR ELLISON,8500.00,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237852,2,201102,GRADON ARCHITECTURE,500,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237860,5,201102,GRADON ARCHITECTURE,500,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237860,6,201102,GRADON ARCHITECTURE,1000.00,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237860,4,201102,GRADON ARCHITECTURE,500,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237865,5,201102,GRADON ARCHITECTURE,1000.00,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237865,6,201102,GRADON ARCHITECTURE,500,2011-05-11
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237865,4,201102,GRADON ARCHITECTURE,500,2011-05-11
Local Environmental Services,Premises,Water,42237940,2,201102,NORTHUMBRIAN WATER,906.14,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237953,8,201102,TYNEDALE ROADSTONE LTD,76.11,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237953,5,201102,TYNEDALE ROADSTONE LTD,304.41,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237953,7,201102,TYNEDALE ROADSTONE LTD,152.22,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237953,6,201102,TYNEDALE ROADSTONE LTD,152.22,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237954,5,201102,TYNEDALE ROADSTONE LTD,752.64,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237954,8,201102,TYNEDALE ROADSTONE LTD,62.72,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237954,6,201102,TYNEDALE ROADSTONE LTD,62.72,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237954,7,201102,TYNEDALE ROADSTONE LTD,62.72,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237980,10,201102,TYNEDALE ROADSTONE LTD,119.9,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237980,6,201102,TYNEDALE ROADSTONE LTD,719.28,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237980,7,201102,TYNEDALE ROADSTONE LTD,119.9,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237980,9,201102,TYNEDALE ROADSTONE LTD,119.9,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42237980,8,201102,TYNEDALE ROADSTONE LTD,119.9,2011-05-12
Local Environmental Services,Transport,Contract Hire,42238015,2,201102,ASHTEAD PLANT HIRE CO LTD,462,2011-05-11
Local Environmental Services,,,42238080,2,201102,TARMAC LTD,374.81,2011-05-12
Local Environmental Services,,,42238081,2,201102,TARMAC LTD,366.3,2011-05-12
Local Environmental Services,Supplies and Services,Other Running Costs,42238083,2,201102,TT2 LIMITED,1000.00,2011-05-12
Local Environmental Services,Supplies and Services,Comms & Computing,42238085,2,201102,VODAFONE CORPORATE LTD,4615.35,2011-05-12
Local Environmental Services,Supplies and Services,Comms & Computing,42238086,2,201102,VODAFONE CORPORATE LTD,673.82,2011-05-12
Local Environmental Services,Supplies and Services,Other Running Costs,42238087,2,201102,ARCHAEOLOGICAL RESEARCH SERVICES LTD,940,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238098,2,201102,NORTH EAST CONCRETE LTD,865.63,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238099,2,201102,NORTH EAST CONCRETE LTD,371.4,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238120,2,201102,NORTHERN SWITCHGEAR & CONTROLS,1146.00,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238122,2,201102,EDMUNDSON ELECTRICAL LTD,369.54,2011-05-12
Local Environmental Services,,,42238124,2,201102,EDMUNDSON ELECTRICAL LTD,354.3,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238135,2,201102,EDMUNDSON ELECTRICAL LTD,459.5,2011-05-12
Local Environmental Services,,,42238148,2,201102,JOHN DAVIDSON (PIPES) LTD,643.31,2011-05-12
Local Environmental Services,Premises,Energy,42238164,2,201102,NPOWER,630.03,2011-05-12
Local Environmental Services,Premises,Energy,42238167,2,201102,NPOWER,521.06,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238180,2,201102,J T  DOVE LTD,1976.40,2011-05-12
Local Environmental Services,,,42238189,2,201102,J T  DOVE LTD,957,2011-05-12
Local Environmental Services,,,42238190,2,201102,CROSSLING LTD,380.2,2011-05-12
Local Environmental Services,,,42238193,2,201102,JOHN MACLEAN & SONS ELECTRICAL (DINGWALL) LTD,560.8,2011-05-12
Local Environmental Services,,,42238202,2,201102,INSTARMAC GROUP PLC,767.2,2011-05-12
Local Environmental Services,Premises,Energy,42238203,4,201102,N E D L,664.49,2011-05-12
Local Environmental Services,Premises,Energy,42238203,5,201102,N E D L,348.39,2011-05-12
Local Environmental Services,Premises,Energy,42238204,2,201102,N E D L,393.99,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238223,2,201102,JAMES BURRELL LTD,419.49,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238230,2,201102,JAMES BURRELL LTD,765.45,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238250,2,201102,BSS GROUP LTD,1880.34,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238283,10,201102,TYNEDALE ROADSTONE LTD,59.05,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238283,6,201102,TYNEDALE ROADSTONE LTD,690.5,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238283,9,201102,TYNEDALE ROADSTONE LTD,59.05,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238283,8,201102,TYNEDALE ROADSTONE LTD,186.29,2011-05-12
Local Environmental Services,Supplies and Services,"Furn, Equip & Mats",42238283,7,201102,TYNEDALE ROADSTONE LTD,186.29,2011-05-12
Local Environmental Services,Premises,Energy,42238287,2,201102,NPOWER,5677.24,2011-05-12
Local Environmental Services,Premises,Energy,42238297,2,201102,NPOWER,19320.13,2011-05-12
Local Environmental Services,Premises,Energy,42238300,2,201102,NPOWER,3952.30,2011-05-12
Local Environmental Services,Premises,Energy,42238303,2,201102,NPOWER,357.35,2011-05-12
Local Environmental Services,Premises,Energy,42238304,2,201102,NPOWER,3454.27,2011-05-12
Local Environmental Services,Premises,Energy,42238305,2,201102,NPOWER,3844.12,2011-05-12
