Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seque no,Period,Supplier ID(T),Amount,Updated
"Policy, Economic Growth and Transformation",Supplies and Services,"Grants, Contribs & Subs",43838737,4,201412,MATALAN RETAIL LTD,52,2015-03-05
"Policy, Economic Growth and Transformation",Supplies and Services,"Grants, Contribs & Subs",43838737,6,201412,MATALAN RETAIL LTD,16,2015-03-05
"Policy, Economic Growth and Transformation",Supplies and Services,"Grants, Contribs & Subs",43838737,7,201412,MATALAN RETAIL LTD,63,2015-03-05
"Policy, Economic Growth and Transformation",Supplies and Services,"Grants, Contribs & Subs",43838737,11,201412,MATALAN RETAIL LTD,44,2015-03-05
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014325,3,201412,CLICK TRAVEL LTD,165.82,2015-03-06
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014325,25,201412,CLICK TRAVEL LTD,2.02,2015-03-06
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014365,3,201412,O2 (UK) LTD,30,2015-03-10
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014567,3,201412,O2 (UK) LTD,30,2015-03-23
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014581,9,201412,CLICK TRAVEL LTD,134.33,2015-03-24
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014581,31,201412,CLICK TRAVEL LTD,0.64,2015-03-24
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014693,17,201412,CLICK TRAVEL LTD,73.95,2015-03-30
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014693,22,201412,CLICK TRAVEL LTD,0.67,2015-03-30
"Policy, Economic Growth and Transformation",Transport,Car Allowances,148014284,1,201412,COMMONWHEELS CIC,0.6,2015-03-03
"Policy, Economic Growth and Transformation",Transport,Car Allowances,148014284,40,201412,COMMONWHEELS CIC,76.39,2015-03-03
"Policy, Economic Growth and Transformation",Transport,Car Allowances,148014658,1,201412,COMMONWHEELS CIC,9,2015-03-26
"Policy, Economic Growth and Transformation",Transport,Car Allowances,148014658,46,201412,COMMONWHEELS CIC,76.39,2015-03-26
"Policy, Economic Growth and Transformation",Supplies and Services,"Printing, Stationery etc",147014476,2,201412,INTERCHANGE NEWS,17.6,2015-03-02
"Policy, Economic Growth and Transformation",Supplies and Services,"Printing, Stationery etc",147014476,3,201412,INTERCHANGE NEWS,85.92,2015-03-02
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,43842203,0,201412,INSIGHT DIRECT UK LTD,587.91,2015-03-19
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,43838542,0,201412,IDOX SOFTWARE LIMITED,950,2015-03-10
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,43841619,0,201412,CACI LTD,12302.31,2015-03-19
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014365,4,201412,O2 (UK) LTD,54.5,2015-03-10
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014567,4,201412,O2 (UK) LTD,49.86,2015-03-23
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014365,5,201412,O2 (UK) LTD,14.5,2015-03-10
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014567,5,201412,O2 (UK) LTD,14.5,2015-03-23
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014581,24,201412,CLICK TRAVEL LTD,57.96,2015-03-24
"Policy, Economic Growth and Transformation",Transport,Public Transport and Taxi Fares,148014581,32,201412,CLICK TRAVEL LTD,0.48,2015-03-24
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014365,6,201412,O2 (UK) LTD,20,2015-03-10
"Policy, Economic Growth and Transformation",Supplies and Services,Comms & Computing,148014567,6,201412,O2 (UK) LTD,20,2015-03-23
"Policy, Economic Growth and Transformation",Supplies and Services,"Licenses, Housing, Fees",43843042,0,201412,N.E. REGIONAL EMPLOYERS ORGANISATION,6750.00,2015-03-24
"Policy, Economic Growth and Transformation",Supplies and Services,"Grants, Contribs & Subs",41107336,1,201412,CITY OF NEWCASTLE UPON TYNE,4698.10,2015-03-18
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1369,1,201412,FAIRWAYS,14052.29,2015-03-23
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",1369,2,201412,FAIRWAYS,1665.44,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1374,2,201412,CROFT HOUSE (CARE) LTD,3268.67,2015-03-23
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",1374,1,201412,CROFT HOUSE (CARE) LTD,33.28,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1375,1,201412,THE MANOR HOUSE CARE HOME,1156.42,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1367,1,201412,DANSHELL HEALTHCARE LTD,62120.24,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1368,1,201412,DANSHELL HEALTHCARE LTD,62120.24,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1368,3,201412,DANSHELL HEALTHCARE LTD,6120.24,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1371,1,201412,ROSE COTTAGE CARE HOME,1689.43,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1372,1,201412,CRYSTAL COURT,1714.28,2015-03-23
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",1371,2,201412,ROSE COTTAGE CARE HOME,1050.69,2015-03-23
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,1370,2,201412,ROSEWOOD VILLA,4407.20,2015-03-23
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",1370,1,201412,ROSEWOOD VILLA,1222.41,2015-03-23
Communities & Enviroment,Consultants,,41108290,1,201412,SGS MIS ENVIRONMENTAL LTD,500,2015-03-24
Communities & Enviroment,Works,,41108557,1,201412,CHESHIRE SCIENTIFIC LTD,355.62,2015-03-20
Communities & Enviroment,Works,,41108301,1,201412,GATESHEAD ACCESS PANEL,22891.00,2015-03-24
Communities & Enviroment,Consultants,,41108663,1,201412,SOUTHERN GREEN LTD,10616.03,2015-03-24
Communities & Enviroment,Land and Buildings,,147015614,1,201412,H.M REVENUE & CUSTOMS ONLY,9750.00,2015-03-25
Communities & Enviroment,Works,,43840941,0,201412,MEARS LIMITED,64761.82,2015-03-30
Communities & Enviroment,Works,,43839811,0,201412,HANDICARE,2550.00,2015-03-09
Communities & Enviroment,Works,,43840511,0,201412,HANDICARE,4687.00,2015-03-11
Communities & Enviroment,Works,,43840940,0,201412,MEARS LIMITED,13487.53,2015-03-30
Communities & Enviroment,Works,,43841111,0,201412,HANDICARE,2650.00,2015-03-12
Communities & Enviroment,Works,,43842992,0,201412,HANDICARE,2737.00,2015-03-24
Communities & Enviroment,Works,,43843954,1,201412,CARE-ABILITY,979.8,2015-03-27
Communities & Enviroment,Works,,43839073,0,201412,CARE-ABILITY,360,2015-03-03
Communities & Enviroment,Works,,43840942,0,201412,MEARS LIMITED,5175.19,2015-03-12
Communities & Enviroment,Works,,43840995,0,201412,LOCKWISE LTD,1483.00,2015-03-12
Communities & Enviroment,Works,,41107321,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41107322,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41107780,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41107781,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41107782,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41107783,1,201412,NORTHUMBRIAN WATER,370,2015-03-20
Communities & Enviroment,Works,,41106029,1,201412,NORTHERN POWERGRID(NORTH-EAST)LTD,537,2015-03-03
Communities & Enviroment,Works,,41106469,1,201412,NORTHERN POWERGRID(NORTH-EAST)LTD,15062.00,2015-03-05
Communities & Enviroment,Works,,41107701,1,201412,NORTHERN POWERGRID(NORTH-EAST)LTD,4781.00,2015-03-20
Communities & Enviroment,Works,,41106686,1,201412,LOW ENERGY LIGHTING SOLUTIONS LTD,3590.00,2015-03-09
Communities & Enviroment,Works,,41108281,1,201412,SGS MIS ENVIRONMENTAL LTD,1200.00,2015-03-20
Communities & Enviroment,Consultants,,41108297,1,201412,OASYS LIMITED,2500.00,2015-03-20
Communities & Enviroment,Works,,41109655,1,201412,BRITISH GAS SOLAR,265800.60,2015-03-31
Communities & Enviroment,Works,,41109656,1,201412,BRITISH GAS SOLAR,2400.00,2015-03-30
Communities & Enviroment,Works,,41109657,1,201412,BRITISH GAS SOLAR,18004.83,2015-03-30
Communities & Enviroment,Works,,41109658,1,201412,BRITISH GAS SOLAR,36017.70,2015-03-30
Communities & Enviroment,Works,,41109659,1,201412,BRITISH GAS SOLAR,55980.55,2015-03-30
Communities & Enviroment,Other Costs,,147015568,1,201412,BEWLEY & SCOTT LTD,23134.96,2015-03-25
Communities & Enviroment,Works,,147015366,1,201412,ATKINS LTD,893.85,2015-03-20
Communities & Enviroment,Land and Buildings,,43839092,0,201412,NAPPER ARCHITECTS,3510.00,2015-03-04
Communities & Enviroment,Land and Buildings,,43839093,0,201412,NAPPER ARCHITECTS,3510.00,2015-03-04
Communities & Enviroment,Land and Buildings,,43839094,0,201412,NAPPER ARCHITECTS,4680.00,2015-03-04
Communities & Enviroment,Works,,41106961,1,201412,ATKINS,25106.24,2015-03-17
Communities & Enviroment,Works,,43842440,1,201412,AECOM,60619.25,2015-03-20
Communities & Enviroment,Works,,147015541,1,201412,ATKINS LTD,3368.01,2015-03-20
Communities & Enviroment,Works,,41107076,1,201412,BALFOUR BEATTY REGIONAL CONSTRUCTION LTD,21200.00,2015-03-13
Communities & Enviroment,Works,,43842187,0,201412,ATKINS LTD,1897.00,2015-03-19
Communities & Enviroment,Works,,43842201,0,201412,ATKINS LTD,8863.00,2015-03-19
Communities & Enviroment,Works,,147015366,2,201412,ATKINS LTD,1872.19,2015-03-20
Communities & Enviroment,Works,,41108947,1,201412,RJ UTILITY SERVICES LTD,20656.00,2015-03-24
Communities & Enviroment,Other Costs,,43842447,0,201412,TRINITY MIRROR PUBLISHING LTD,1853.00,2015-03-23
Communities & Enviroment,Purchase of Equipment,,43838975,0,201412,WYBONE LTD,4207.00,2015-03-20
Communities & Enviroment,Works,,41106035,2,201412,NORTHERN POWERGRID(NORTH-EAST)LTD,363.97,2015-03-18
Communities & Enviroment,Works,,147015624,5,201412,TARMAC LTD,8.32,2015-03-26
Communities & Enviroment,Works,,43840764,0,201412,TRINITY MIRROR PUBLISHING LTD,381.5,2015-03-11
Communities & Enviroment,Works,,43842449,0,201412,TRINITY MIRROR PUBLISHING LTD,381.5,2015-03-23
Communities & Enviroment,Works,,147015624,17,201412,TARMAC LTD,54772.31,2015-03-26
Communities & Enviroment,Works,,147014747,1,201412,TARMAC LTD,27275.60,2015-03-18
Communities & Enviroment,Works,,147015624,13,201412,TARMAC LTD,23902.31,2015-03-26
Communities & Enviroment,Works,,147015624,15,201412,TARMAC LTD,40787.85,2015-03-26
Communities & Enviroment,Works,,147015624,14,201412,TARMAC LTD,65297.56,2015-03-26
Communities & Enviroment,Works,,147015624,20,201412,TARMAC LTD,20989.44,2015-03-26
Communities & Enviroment,Works,,147015624,1,201412,TARMAC LTD,1.13,2015-03-26
Communities & Enviroment,Works,,147015624,7,201412,TARMAC LTD,2.31,2015-03-26
Communities & Enviroment,Works,,147015624,10,201412,TARMAC LTD,1.54,2015-03-26
Communities & Enviroment,Purchase of Vehicles,,43838695,0,201412,GREENLAY LTD,6423.00,2015-03-02
Communities & Enviroment,Purchase of Vehicles,,43843423,0,201412,GREENLAY LTD,3910.00,2015-03-27
Communities & Enviroment,Purchase of Vehicles,,43832733,0,201412,OUGHTRED & HARRISON,44599.20,2015-03-23
Communities & Enviroment,Purchase of Vehicles,,43835016,0,201412,NORTH EAST TRUCK & VAN LTD,50959.00,2015-03-05
Communities & Enviroment,Purchase of Vehicles,,43835017,0,201412,NORTH EAST TRUCK & VAN LTD,50959.00,2015-03-05
Communities & Enviroment,Purchase of Vehicles,,43835018,0,201412,NORTH EAST TRUCK & VAN LTD,50959.00,2015-03-05
Communities & Enviroment,Purchase of Vehicles,,43835316,0,201412,NORTH EAST TRUCK & VAN LTD,50959.00,2015-03-05
Communities & Enviroment,Purchase of Vehicles,,43842693,0,201412,ROBINS AND DAY LTD,10520.43,2015-03-20
Communities & Enviroment,Other Costs,,43838386,0,201412,TRINITY MIRROR PUBLISHING LTD,490.5,2015-03-02
Communities & Enviroment,Purchase of Equipment,,41108300,1,201412,PARK THAT BIKE,1500.00,2015-03-24
Communities & Enviroment,Other Costs,,43841164,1,201412,TRINITY MIRROR PUBLISHING LTD,381.5,2015-03-23
Communities & Enviroment,Works,,43835144,0,201412,MIKO ENGINEERING LTD,2923.00,2015-03-05
Communities & Enviroment,Works,,43838591,0,201412,A&J  GUTHRIE,850,2015-03-02
Communities & Enviroment,Works,,43838591,2,201412,A&J  GUTHRIE,3044.00,2015-03-02
Communities & Enviroment,Land and Buildings,,43841163,0,201412,TRINITY MIRROR PUBLISHING LTD,926.5,2015-03-23
Communities & Enviroment,Land and Buildings,,43825789,0,201412,YOTTA DCL,3423.84,2015-03-06
Communities & Enviroment,Land and Buildings,,43831521,0,201412,YOTTA DCL,5345.28,2015-03-19
Communities & Enviroment,Other Costs,,43842446,2,201412,TRINITY MIRROR PUBLISHING LTD,763,2015-03-23
Communities & Enviroment,Purchase of Equipment,,43836369,0,201412,TUC PLANT HIRE LTD,7700.00,2015-03-02
Communities & Enviroment,Works,,43838541,0,201412,CITY OF NEWCASTLE UPON TYNE,13873.42,2015-03-02
Corporate Resources,Purchase of Equipment,,43838000,0,201412,INSIGHT DIRECT UK LTD,3173.42,2015-03-04
Corporate Resources,Purchase of Equipment,,43838001,0,201412,INSIGHT DIRECT UK LTD,899.92,2015-03-04
Corporate Resources,Purchase of Equipment,,43840159,0,201412,PHOENIX SOFTWARE LTD,11894.00,2015-03-09
Corporate Resources,Purchase of Equipment,,43842857,0,201412,INSIGHT DIRECT UK LTD,6391.48,2015-03-23
Corporate Resources,Consultants,,43842456,0,201412,BLUEFORT SECURITY LIMITED,2500.00,2015-03-23
Corporate Resources,Purchase of Equipment,,43841413,1,201412,INSIGHT DIRECT UK LTD,4077.18,2015-03-13
Corporate Resources,Purchase of Equipment,,43840154,0,201412,VIRGIN MEDIA LTD,35646.00,2015-03-09
Corporate Resources,Purchase of Equipment,,43840155,0,201412,VIRGIN MEDIA LTD,27360.00,2015-03-09
Corporate Resources,Purchase of Equipment,,43843957,0,201412,VIRGIN MEDIA LTD,14624.00,2015-03-31
Corporate Resources,Purchase of Equipment,,43844647,0,201412,VIRGIN MEDIA LTD,7870.76,2015-03-30
Corporate Resources,Purchase of Equipment,,43843863,0,201412,DELL COMPUTER CORPORATION LTD,18020.00,2015-03-26
Corporate Resources,Purchase of Equipment,,43843882,0,201412,INSIGHT DIRECT UK LTD,3156.00,2015-03-31
Corporate Resources,Purchase of Equipment,,43836647,1,201412,CIVICA LTD,16897.76,2015-03-10
Corporate Resources,Purchase of Equipment,,43836647,2,201412,CIVICA LTD,7377.24,2015-03-10
Corporate Resources,Purchase of Equipment,,43839394,1,201412,CIVICA LTD,2550.00,2015-03-13
Corporate Resources,Purchase of Equipment,,43842857,1,201412,INSIGHT DIRECT UK LTD,899.92,2015-03-23
Corporate Resources,Purchase of Equipment,,41110271,1,201412,VIRGIN MEDIA LTD,12794.70,2015-03-31
"Care, Wellbeing & Learning",Purchase of Equipment,,43839396,1,201412,INSIGHT DIRECT UK LTD,796.18,2015-03-04
"Care, Wellbeing & Learning",Purchase of Equipment,,43839793,0,201412,DELL COMPUTER CORPORATION LTD,1970.36,2015-03-09
"Care, Wellbeing & Learning",Purchase of Equipment,,43840422,0,201412,DELL COMPUTER CORPORATION LTD,3171.00,2015-03-10
"Care, Wellbeing & Learning",Purchase of Equipment,,43840423,0,201412,DELL COMPUTER CORPORATION LTD,1878.60,2015-03-10
"Care, Wellbeing & Learning",Purchase of Equipment,,43839395,0,201412,INSIGHT DIRECT UK LTD,802.96,2015-03-11
"Care, Wellbeing & Learning",Purchase of Equipment,,43842655,0,201412,OLM SYSTEMS LTD,10000.00,2015-03-20
"Care, Wellbeing & Learning",Works,,41108642,1,201412,TUNSTALL HEALTHCARE (UK) LTD,50000.00,2015-03-25
"Care, Wellbeing & Learning",Works,,41108703,1,201412,TYNETEC LTD,21000.00,2015-03-25
"Care, Wellbeing & Learning",Works,,43838700,0,201412,ALLABOUTTREES LTD,900,2015-03-02
"Care, Wellbeing & Learning",Works,,43838857,0,201412,AQUEOUS 1ST KWIK FLOW LTD,1140.00,2015-03-13
"Care, Wellbeing & Learning",Works,,43842994,0,201412,WSP UK LTD,2549.30,2015-03-27
"Care, Wellbeing & Learning",Works,,41095277,1,201412,COMMERCIAL MAINTENANCE SERVS UK LTD,1613.50,2015-03-20
"Care, Wellbeing & Learning",Works,,43838523,0,201412,NORSEMAN DIRECT,448,2015-03-05
"Care, Wellbeing & Learning",Works,,43838529,0,201412,NORSEMAN DIRECT,448,2015-03-05
"Care, Wellbeing & Learning",Works,,43839908,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43839909,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43839964,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-20
"Care, Wellbeing & Learning",Works,,43839967,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43838532,0,201412,NORSEMAN DIRECT,736,2015-03-05
"Care, Wellbeing & Learning",Works,,43839966,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43839907,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43837249,0,201412,NISBETS,439.18,2015-03-17
"Care, Wellbeing & Learning",Works,,43839963,0,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43838521,1,201412,NORSEMAN DIRECT,448,2015-03-05
"Care, Wellbeing & Learning",Works,,43838525,0,201412,NORSEMAN DIRECT,448,2015-03-05
"Care, Wellbeing & Learning",Works,,43838530,0,201412,NORSEMAN DIRECT,448,2015-03-05
"Care, Wellbeing & Learning",Works,,43839965,1,201412,FALCON FOODSERVICE EQUIPMENT,2483.00,2015-03-17
"Care, Wellbeing & Learning",Works,,43839081,1,201412,NORSEMAN DIRECT,716,2015-03-05
"Care, Wellbeing & Learning",Works,,43837116,0,201412,HOBART UK,3294.00,2015-03-03
"Care, Wellbeing & Learning",Works,,41108571,1,201412,DIOCESE OF HEXHAM & NEWCASTLE,159000.00,2015-03-20
"Policy, Economic Growth and Transformation",Other Costs,,41105618,1,201412,D LINCOLN LTD,3110.00,2015-03-04
"Policy, Economic Growth and Transformation",Other Costs,,41105629,1,201412,KINDERKEY HEALTHCARE LTD,465,2015-03-04
"Policy, Economic Growth and Transformation",Other Costs,,41107075,1,201412,TERRY GROUP LTD,2250.00,2015-03-24
"Policy, Economic Growth and Transformation",Other Costs,,41108211,1,201412,ASTOR-BANNERMAN (MEDICAL) LTD,1653.00,2015-03-31
