Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691921,35000.00,Fentons Solicitors Part of
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691992,15389.10,Equita Ltd
Manchester City Council,Corporate Services,Rents,2015-07-01,1904680044,13706.02,Asda Stores Ltd (Leeds)
Manchester City Council,Corporate Services,Legal Fees,2015-07-01,1904697746,10110.00,HMCTS (Manchester)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697559,10027.10,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Compensation Payments,2015-07-01,1904698351,8830.00,HMCTS (Manchester County Court)
Manchester City Council,Corporate Services,Rents,2015-07-01,1904683980,8226.58,Aprirose Ltd
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2015-07-01,5100801321,8032.50,Buro Happold Limited
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691933,7084.45,Department For Work & Pensions
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697563,5586.00,Astor-Bannerman (Medical) Ltd
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697564,5417.00,Stannah Lift Services Ltd
Manchester City Council,Corporate Services,Non Housing Rent Receipts,2015-07-01,1904673202,5213.36,Manchester Working Ltd
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691990,4799.95,Equita Ltd
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806944,5487.00,The Youth Justice Board,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806948,5487.00,The Youth Justice Board,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100805967,5486.88,247 Professional Health,
Manchester City Council,Regeneration Finance,Payments to Sub-Contractors,2015-07-31,5100804837,5449.25,GMCA,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100806934,5439.21,Synergy Recruitment Consultancy Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100802962,5423.00,Rider Levett Bucknall UK Ltd,
Manchester City Council,Environment and Operations,Professional fees,2015-07-31,5100806403,5411.50,AECOM Limited,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806961,5327.06,Triad Resourcing,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807037,5290.28,HR GO Recruitment Healthcare,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-07-31,5100806752,5286.32,Gibsons Garden Machinery Limited,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806943,5212.80,Entrust Social Care,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-31,5100806997,5175.00,Reed Employment Plc,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100805696,5125.00,T/A TC Travel Svs Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806986,5077.78,HR GO Recruitment Healthcare,
Manchester City Council,Libraries and Theatres,Works and associated costs for Land and Buildings,2015-07-31,5100806441,5029.50,Turner & Townsend Cost,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806371,5000.00,Clearswift Ltd,
Manchester City Council,Manchester Leisure,Grant Payments,2015-07-31,5100805344,5000.00,ALL FM 96.9 Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2015-07-31,5100806372,5000.00,Wythenshawe Community Farm,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-31,1904734469,4950.00,Abney Garsden Mcdonald,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2015-07-31,5100801938,4942.40,Scrutiny Cleaning Services,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-31,1904734462,4850.00,Abney Garsden Mcdonald,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2015-07-31,5100803461,4814.40,Scrutiny Cleaning Services,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100806771,4809.85,Aecom Infrastructure & Environment,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100806986,4784.34,HR GO Recruitment Healthcare,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-07-31,5100805674,4720.00,Pierre Angulaire Limited,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100806807,4713.00,Galaxy Cars (Manchester) Limited,
Manchester City Council,Environment and Operations,Refuse Collection,2015-07-31,5100805929,4624.24,Redgate Holdings Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100805793,4600.00,Triad Resourcing,
Manchester City Council,Environment and Operations,Building Materials for direct delivery,2015-07-31,5100804311,4530.00,Egan Reid Stationery Co Ltd,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,2015-07-31,5100802492,4502.44,AKW Medicare,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-31,5100803236,4500.00,Clearway Drainage Systems Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806997,4499.97,Reed Employment Plc,
Manchester City Council,Corporate Services,Legal Fees,2015-07-31,1904736629,4470.00,HMCTS (Manchester),
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100806988,4467.60,Turner & Townsend Project,
Manchester City Council,Adult Social Care,Equipment,2015-07-31,5100806379,4458.00,Invacare Limited,
Manchester City Council,Regeneration Finance,Subsistence and Conference Expenses,2015-07-31,5100806295,4440.00,Step Enterprise Limited,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-31,5100805467,4380.00,Clearway Drainage Systems Ltd,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-31,5100806928,4310.00,Rullion Resource Limited,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100807095,4282.37,Bolton College,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100807100,4282.37,Bolton College,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806941,4248.00,The Youth Justice Board,
Manchester City Council,Childrens Services,Building Works,2015-07-31,5100806782,4182.80,Capita IT Services (BSF) Limited,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-31,5100805075,4144.33,Turning Point Services,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806928,4088.23,Rullion Resource Limited,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806945,4071.00,The Youth Justice Board,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100805793,4070.00,Triad Resourcing,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807037,4004.66,HR GO Recruitment Healthcare,
Manchester City Council,Childrens Services,Building Works,2015-07-31,5100806795,3956.05,Capita IT Services (BSF) Limited,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,2015-07-31,5100806240,3925.41,Alumasc Exterior Bldg Products Ltd,
Manchester City Council,Regeneration Finance,Grant Payments,2015-07-31,5100805408,3925.00,Birch Community Association,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100806726,3920.00,Buttress,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,2015-07-31,5100803072,3889.00,Manchester Working Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100807103,3873.28,Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100806071,3864.00,Street League,
Manchester City Council,Corporate Services,Training and Development,2015-07-31,5100805970,3862.00,CIEH,
Manchester City Council,Chief Executives,Advertising,2015-07-31,5100806238,3857.86,Trinity Mirror NW2 Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100805794,3857.35,PULSE,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100805292,3825.00,D.J. Minibus Travel,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-31,5100805494,3799.53,Clearway Drainage Systems Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100806920,3798.20,4Social Work Ltd,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2015-07-31,5100806595,3762.50,Fairhaven Priory,
Manchester City Council,Manchester Leisure,Grant Payments,2015-07-31,5100804327,3750.00,Waters Edge Arts Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-31,5100803232,3731.56,Clearway Drainage Systems Ltd,
Manchester City Council,Manchester Leisure,Grant Payments,2015-07-31,5100803722,3687.50,Venture Arts Ltd,
Manchester City Council,Manchester Leisure,Grant Payments,2015-07-31,5100803726,3687.50,Venture Arts Ltd,
Manchester City Council,Environment and Operations,Construction Works,2015-07-31,5100805684,3627.00,Amey Highways Lighting (Manchester),
Manchester City Council,Environment and Operations,External repairs and maintenance for buildings,2015-07-31,5100806473,3600.00,Ramora Ltd,
Manchester City Council,Environment and Operations,Contract Cleaning External,2015-07-31,5100804991,3573.36,Ramora Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806997,3547.68,Reed Employment Plc,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806427,3500.00,Spring Technology Staffing Services,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807017,3470.88,Search Consultancy Ltd,
Manchester City Council,Environment and Operations,Equipment,2015-07-31,5100805323,3466.90,N. A. Brown Limited,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100806805,3438.00,Manchester Communication Academy,
Manchester City Council,Adult Social Care,Personal needs of client,2015-07-31,5100806860,3421.80,Prism Medical UK Carefree Division,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806938,3363.00,The Youth Justice Board,
Manchester City Council,Adult Social Care,Personal needs of client,2015-07-31,5100805278,3356.00,Scan Mobility Ltd,
Manchester City Council,Hospitality + Trading Services,Courier Costs,2015-07-31,5100806783,3332.00,Scalamander Business Services Ltd,
Manchester City Council,Childrens Services,Building Works,2015-07-31,5100806688,3289.70,Capita IT Services (BSF) Limited,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100807084,3279.17,Bolton College,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100807097,3279.17,Bolton College,
Manchester City Council,Regeneration Finance,Storage Costs,2015-07-31,5100802840,3270.60,Data Space Limited,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100805285,3230.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100806977,3179.41,SRA Cover Staff Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807037,3145.20,HR GO Recruitment Healthcare,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-07-31,5100806754,3133.61,Gibsons Garden Machinery Limited,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806956,3099.45,HCL Social Care,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806939,3087.91,Badenoch & Clark,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807103,3087.01,Liquid Personnel Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100806483,3081.60,Water Adventure Centre,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100802756,3075.00,Assist,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100805207,3074.25,LMCP Care Link,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100803793,3062.50,Edwina Grant Associates Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100805283,3060.00,Redacted Personal Information,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806925,3029.40,Hudson Global Resources Ltd,
Manchester City Council,Adult Social Care,Funeral and coroner related services,2015-07-31,5100805703,3027.67,Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Adult Social Care,Funeral and coroner related services,2015-07-31,5100805699,3018.67,Funeral Prtnrs t/a Michael Kennedy,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806965,3002.50,Fawkes and Reece Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100805921,3000.00,Lambert Smith Hampton,
Manchester City Council,Manchester Leisure,I T Provision,2015-07-31,5100806801,3000.00,Info Technology Supply Limited,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-31,5100806484,2991.60,Water Adventure Centre,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100807070,2965.35,Entrust Social Care,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806796,2941.40,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806800,2941.40,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806803,2941.40,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806759,2941.40,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806786,2941.40,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-31,5100806787,2941.40,Mosscare Housing Ltd,
Manchester City Council,Chief Executives,Catering,2015-07-31,5100805723,2849.10,Manchester Central,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-31,5100803163,2844.00,Utilities Design & Planning Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806958,2814.70,Michael Page International,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-31,5100806968,2773.80,Deekay Technical Recruitment Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,1904718744,2763.00,Brookside Pre-School,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100805997,2755.14,Capita  Resourcing Ltd,
Manchester City Council,Adult Social Care,Compensation Payments,2015-07-31,1904726662,2750.00,Abney Garsden Mcdonald,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2015-07-31,5100806781,2741.60,Gibsons Garden Machinery Limited,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-07-31,5100807045,2693.66,Manchester Womens Aid,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-31,5100806420,2676.45,Spring Technology Staffing Services,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-31,5100805284,2640.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100804257,2593.49,Chaigeley Education Foundation,
Manchester City Council,Chief Executives,Printing,2015-07-31,5100803990,2547.00,Hudson & Pearson,
Manchester City Council,GMIST (Greater Mcr Integrated),Storage Costs,2015-07-31,5100806674,2544.04,DeepStore,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100807024,2505.35,Ashberry Recruitment Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100805876,2489.00,Airborne Environmental Consultants,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100806950,2485.00,The Youth Justice Board,
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,2015-07-31,5100804093,2478.00,A P Broome Landscapes Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-31,5100802289,2449.99,Manchester Working Ltd,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-07-31,5100806984,2430.00,Asd Metal Services,
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,2015-07-31,5100806011,2424.00,Rigby Taylor Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-31,5100807090,2423.67,Bolton College,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2015-07-31,5100805693,2418.16,Software Box Ltd,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-31,5100805997,2408.00,Capita  Resourcing Ltd,
Manchester City Council,Adult Social Care,Stationery,2015-07-31,5100786353,2375.60,Northgate Information Solutions Ltd,
Manchester City Council,Adult Social Care,Stationery,2015-07-31,5100806737,2375.60,Northgate Information Solutions Ltd,
