Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-09,Children's Services,Partnerships,SIEMENS FINANCIAL SERVICES LTD,898.35,PHOTOCOPY CHARGES
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,576.66,AGENCY STAFF COSTS - NON TEACHING
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,576.66,AGENCY STAFF COSTS - NON TEACHING
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,576.66,AGENCY STAFF COSTS - NON TEACHING
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,576.66,AGENCY STAFF COSTS - NON TEACHING
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,9336.58,MATERIALS
2010-09,Children's Services,Partnerships,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,652,CHILDCARE COSTS
2010-09,Children's Services,Partnerships,SKERNE PARK YOUTH & COMM ASSOCIATION,1187.72,CONTRIBUTION TO VOLUNTARY FUND
2010-09,Children's Services,Partnerships,SKERNE PARK YOUTH & COMM ASSOCIATION,1187.02,CONTRIBUTION TO VOLUNTARY FUND
2010-09,Children's Services,Partnerships,ST MARY'S COMMUNITY ASSOCIATION,1654.41,MATERIALS
2010-09,Children's Services,Partnerships,THE FORUM MUSIC CENTRE,2520.00,MATERIALS
2010-09,Children's Services,Partnerships,THE SECRET GARDEN NURSERY,7305.77,MATERIALS
2010-09,Children's Services,Partnerships,TINY TURNERS NURSERY,6125.15,MATERIALS
2010-09,Children's Services,Partnerships,ULTIMATE COMMUNICATION SYSTEMS,1690.22,MATERIALS
2010-09,Children's Services,Partnerships,VIRGIN MEDIA BUSINESS LIMITED,1890.00,TELEPHONE COSTS
2010-09,Children's Services,Partnerships,VIRGIN MEDIA BUSINESS LIMITED,4374.00,TELEPHONE COSTS
2010-09,Children's Services,Partnerships,VIRGIN MEDIA BUSINESS LIMITED,4374.00,TELEPHONE COSTS
2010-09,Children's Services,Partnerships,WEDGWOOD AV LIMITED,607,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,Partnerships,WHITTLE JONES GROUP,10755.00,RENT OF FACILITIES
2010-09,Children's Services,Partnerships,WHITTLE JONES GROUP,10755.00,RENT OF FACILITIES
2010-09,Children's Services,Planning & Resources,ACORN DAIRY,546.25,MILK - NURSERY EDUCATION
2010-09,Children's Services,Planning & Resources,ACORN DAIRY,593.4,MILK - NURSERY EDUCATION
2010-09,Children's Services,Planning & Resources,ASSOCIATION OF DIRECTORS OF CHILDRENS SERVICES,637.44,CONFERENCES & SEMINARS
2010-09,Children's Services,Planning & Resources,BRITISH AGENCY FOR ADOPTION & FOSTERING,742,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Planning & Resources,COMMUNITY SPORT LTD,525,MARKETING & ADVERTISING
2010-09,Children's Services,Planning & Resources,DELOITTE LLP,18493.43,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Planning & Resources,DURHAM UNIVERSITY,1260.00,TRAINING
2010-09,Children's Services,Planning & Resources,DURHAM UNIVERSITY,3466.00,TRAINING
2010-09,Children's Services,Planning & Resources,EVOLUTION,30500.00,GRANTS
2010-09,Children's Services,Planning & Resources,EVOLUTION,30500.00,GRANTS
2010-09,Children's Services,Planning & Resources,EVOLUTION,15000.00,PROVISIONS
2010-09,Children's Services,Planning & Resources,EVOLUTION,558,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,Planning & Resources,FILMBANK DISTRIBUTORS,4185.00,LICENCES
2010-09,Children's Services,Planning & Resources,FISCHER FAMILY TRUST,2283.50,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,FOSTERING NETWORK,529.06,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,FOSTERING NETWORK,556,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,HANDS-FREE COMPUTING,1238.01,MATERIALS
2010-09,Children's Services,Planning & Resources,INCREDIBLE YEARS CYMRU,1200.00,TRAINING
2010-09,Children's Services,Planning & Resources,INSTITUTE OF PUBLIC FINANCE LTD,820,EQUIPMENT
2010-09,Children's Services,Planning & Resources,JAMES FLETCHER,2116.28,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,Planning & Resources,KONICA EAST DIRECT LTD,1391.40,PRINTING
2010-09,Children's Services,Planning & Resources,KONICA EAST DIRECT LTD,1054.06,EQUIPMENT
2010-09,Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,2970.90,PRINTING
2010-09,Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,566.55,PRINTING
2010-09,Children's Services,Planning & Resources,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,502.98,REPROGRAPHICS
2010-09,Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI CENTRE LIMITED,4000.00,GRANTS
2010-09,Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI GROUP,4000.00,GRANTS
2010-09,Children's Services,Planning & Resources,LITTLE PEOPLE MONTESSORI GROUP,4000.00,GRANTS
2010-09,Children's Services,Planning & Resources,LOCAL MAP CO LTD,500,MARKETING & ADVERTISING
2010-09,Children's Services,Planning & Resources,MELLOW PARENTING LTD,7450.00,TRAINING
2010-09,Children's Services,Planning & Resources,NATIONAL CHILDRENS BUREAU,786.15,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,NCC SERVICES LIMITED,755,ICT SOFTWARE PURCHASE
2010-09,Children's Services,Planning & Resources,NCC SERVICES LIMITED,755,ICT SOFTWARE PURCHASE
2010-09,Children's Services,Planning & Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,595,MARKETING & ADVERTISING
2010-09,Children's Services,Planning & Resources,OFSTED,1549.00,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,OFSTED,1093.40,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,OFSTED,1093.40,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,OFSTED,1202.30,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,OFSTED,1093.40,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,OPPORTUNITY LINKS LIMITED,1000.00,EQUIPMENT
2010-09,Children's Services,Planning & Resources,SG WORLD LTD,1597.95,EQUIPMENT
2010-09,Children's Services,Planning & Resources,SHROPSHIRE COUNTY COUNCIL,2187.90,SUBSCRIPTIONS
2010-09,Children's Services,Planning & Resources,SITSAFE IN CAR SAFETY (CONSULTANCY),500,TRAINING
2010-09,Children's Services,Planning & Resources,SOCIAL WORK MATTERS LTD,2400.00,AGENCY EDUCATION SUPPORT STAFF
2010-09,Children's Services,Planning & Resources,ST JOHN AMBULANCE,695,TRAINING
2010-09,Children's Services,Planning & Resources,ST JOHN AMBULANCE,765,TRAINING
2010-09,Children's Services,Planning & Resources,ST JOHN AMBULANCE,738,TRAINING
2010-09,Children's Services,Planning & Resources,ST JOHN AMBULANCE,738,TRAINING
2010-09,Children's Services,Planning & Resources,SUPPLIES TEAM,503.73,PRINTING
2010-09,Children's Services,Planning & Resources,SUPPLIES TEAM,855.55,PRINTING
2010-09,Children's Services,Planning & Resources,SUPPLIES TEAM,1231.61,PRINTING
2010-09,Children's Services,Planning & Resources,SUPPLIES TEAM,702.24,PRINTING
2010-09,Children's Services,Planning & Resources,SUPPLIES TEAM,516.12,PRINTING
2010-09,Children's Services,Planning & Resources,TEACHERS PENSIONS,1395.90,PENSION INCREASE PAY
2010-09,Children's Services,Planning & Resources,TEACHERS PENSIONS,1395.90,PENSION INCREASE PAY
2010-09,Children's Services,Planning & Resources,THE SOCIAL RESOURCE CENTRE LIMITED,513.1,CASUAL MILEAGE
2010-09,Children's Services,Planning & Resources,TV LICENSING,4801.50,LICENCES
2010-09,Children's Services,Planning & Resources,WATERSTONS,1190.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,Planning & Resources,WM MORRISON (D'TON) ENTERPRISE TRUST,705.9,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,A4E CONSULT LTD,3800.00,PLACEMENT FEES
2010-09,Children's Services,School Improvement,AIREDALE HIGH SCHOOL,2650.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,ALBANY OFFICE FURNITURE SOLUTIONS,1215.00,FURNITURE
2010-09,Children's Services,School Improvement,BOND TRAVEL,2740.00,PUPIL TRANSPORT COSTS
2010-09,Children's Services,School Improvement,CITY OF YORK COUNCIL,3805.34,OTHER LOCAL AUTHORITIES
2010-09,Children's Services,School Improvement,CLERVAUX TRUST LTD,1175.00,COURSE PURCHASE
2010-09,Children's Services,School Improvement,CLERVAUX TRUST LTD,3152.50,COURSE PURCHASE
2010-09,Children's Services,School Improvement,CORPORATION ROAD PRIMARY SCHOOL FUND,600,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,DARLINGTON FOOTBALL IN THE COMMUNITY,4800.00,COURSE PURCHASE
2010-09,Children's Services,School Improvement,EARLY EXCELLENCE LTD,2125.00,Other Supplies & Services
2010-09,Children's Services,School Improvement,EARLY EXCELLENCE LTD,4675.00,Other Supplies & Services
2010-09,Children's Services,School Improvement,EDUCATION DEVELOPMENT INTER'L (GOAL),1917.00,EQUIPMENT
2010-09,Children's Services,School Improvement,ELECTRONIC SECURITY SOLUTIONS LTD,564.88,REPAIRS AND MAINTENANCE
2010-09,Children's Services,School Improvement,ESPRESSO PRODUCTIONS,6000.00,ICT SOFTWARE PURCHASE
2010-09,Children's Services,School Improvement,FOSTERS FORESTRY AND GARDENS,640,GROUNDS MAINTENANCE
2010-09,Children's Services,School Improvement,FOSTERS FORESTRY AND GARDENS,2000.00,GROUNDS MAINTENANCE
2010-09,Children's Services,School Improvement,GET HOOKED NORTH EAST,950,COURSE PURCHASE
2010-09,Children's Services,School Improvement,GROUNDWORK NORTH EAST,3600.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,GROUNDWORK NORTH EAST,3000.00,COURSE PURCHASE
2010-09,Children's Services,School Improvement,GROWING INFLUENCE,800,MATERIALS
2010-09,Children's Services,School Improvement,GROWING INFLUENCE,800,MATERIALS
2010-09,Children's Services,School Improvement,GROWING INFLUENCE,1200.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,HALLGARTH HOTEL (SONOMA HOTELS),1046.81,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,HEADLAM HALL,1270.63,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,HIGHTON EDUCATION LTD,1100.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,IRENE BAKER CONSULTANCY,4738.20,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,IRENE BAKER CONSULTANCY,500,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,JHP GROUP LTD,1800.00,PLACEMENT FEES
2010-09,Children's Services,School Improvement,JHP GROUP LTD,3000.00,PLACEMENT FEES
2010-09,Children's Services,School Improvement,JHP GROUP LTD,800,PLACEMENT FEES
2010-09,Children's Services,School Improvement,LEAD 4 IMPACT LTD,1800.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,LEARNING POOL LIMITED,2160.00,SUBSCRIPTIONS
2010-09,Children's Services,School Improvement,MAP GROUP UK,1873.00,REPAIRS AND MAINTENANCE
2010-09,Children's Services,School Improvement,MAP GROUP UK,588.84,REPAIRS AND MAINTENANCE
2010-09,Children's Services,School Improvement,MAP GROUP UK,850,BURGLAR ALARMS
2010-09,Children's Services,School Improvement,MIDDLESBROUGH BOROUGH COUNCIL,2649.36,OTHER LOCAL AUTHORITIES
2010-09,Children's Services,School Improvement,MIDDLESBROUGH BOROUGH COUNCIL,860,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,MIDDLESBROUGH BOROUGH COUNCIL,1000.00,PROVISIONS
2010-09,Children's Services,School Improvement,MR SEAN O'KEEFFE,1500.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,MRS SUSAN BLAKEMORE,2200.00,TRAINING
2010-09,Children's Services,School Improvement,MRS SUSAN BLAKEMORE,3572.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,NACRO,1200.00,PLACEMENT FEES
2010-09,Children's Services,School Improvement,NACRO,1300.00,PLACEMENT FEES
2010-09,Children's Services,School Improvement,NACRO,7245.00,COURSE PURCHASE
2010-09,Children's Services,School Improvement,NITTY GRITTY LEARNING,973,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,NITTY GRITTY LEARNING,973,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,NORTHUMBRIAN WATER,1057.13,WATER CHARGES
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,1768.48,COURSE PURCHASE
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,1136.88,COURSE PURCHASE
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,1768.48,COURSE PURCHASE
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,2779.04,COURSE PURCHASE
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,2779.04,COURSE PURCHASE
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,2779.04,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,2779.04,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,OUTDOOR-AMBITION LTD,1768.48,COURSE PURCHASE
2010-09,Children's Services,School Improvement,PURSOS LTD,2000.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,QUADRANT (DARLINGTON) LTD,1451.00,TRAINING
2010-09,Children's Services,School Improvement,REDWORTH HALL HOTEL & COUNTRY CLUB,2331.28,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,REDWORTH HALL HOTEL & COUNTRY CLUB,3052.20,HOSPITALITY & ROOM HIRE
2010-09,Children's Services,School Improvement,RIGHT TRAX LTD,5600.00,COURSE PURCHASE
2010-09,Children's Services,School Improvement,RM EDUCATION PLC,1188.00,ICT HARDWARE PURCHASE
2010-09,Children's Services,School Improvement,SEVEN STORIES,750,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,THE LEARNING CHALLENGE,1250.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Children's Services,School Improvement,VIRGIN MEDIA BUSINESS LIMITED,2250.00,TELEPHONE COSTS
2010-09,Children's Services,School Improvement,WHITTAKERS EMBROIDERY LTD,597.02,EQUIPMENT
2010-09,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,1235.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,612.2,GRANTS
2010-09,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,612.2,GRANTS
2010-09,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,2470.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,AGE CONCERN DARLINGTON,612.2,GRANTS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,14238.74,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,4230.77,CONCESSIONARY FARES
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,550,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,13872.56,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,600,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,4230.77,CONCESSIONARY FARES
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,4230.77,CONCESSIONARY FARES
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,14765.88,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,ARRIVA DURHAM COUNTY LIMITED,268240.74,CONCESSIONARY FARES
2010-09,Chief Executive's,ACE Regeneration,AUDIT COMMISSION,3610.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Chief Executive's,ACE Regeneration,AUDIT COMMISSION,3610.00,PROFESSIONAL FEES & CONSULTANCY
2010-09,Chief Executive's,ACE Regeneration,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,1750.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,BLUESKY INTERNATIONAL LIMITED,1755.50,ICT SOFTWARE PURCHASE
2010-09,Chief Executive's,ACE Regeneration,CHRYSTAL CONSULTING,584,EQUIPMENT
2010-09,Chief Executive's,ACE Regeneration,CIVICA,700,TRAINING
2010-09,Chief Executive's,ACE Regeneration,CLARK WILLIS SOLICITORS,602.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,CLARK WILLIS SOLICITORS,602.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,CLARK WILLIS SOLICITORS,602.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,COOL BLUE BRAND COMMUNICATIONS LIMITED,4200.00,Projects
2010-09,Chief Executive's,ACE Regeneration,COUNTING SOLUTIONS LTD,910,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON & DISTRICT YTH COMM ASS,11250.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON & DISTRICT YTH COMM ASS,11250.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,617.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,1235.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON ASSOCIATION ON DISABILITY LTD,1235.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,1602.34,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,1195.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON CREDIT UNION LIMITED,1195.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON MIND,8645.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON MIND,4940.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON MIND,4940.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,DARLINGTON TOWN CENTRE TRADERS ASSOCIATION,600,GRANTS
2010-09,Chief Executive's,ACE Regeneration,ENTEC UK LIMITED,6624.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,617.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,6266.60,GRANTS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,4217.50,GRANTS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,1235.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,3039.10,GRANTS
2010-09,Chief Executive's,ACE Regeneration,EVOLUTION,617.5,GRANTS
2010-09,Chief Executive's,ACE Regeneration,GET CYCLING CIC,7400.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,GROUNDWORK NORTH EAST,1196.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,GROUNDWORK NORTH EAST,2392.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,GROUNDWORK NORTH EAST,1935.85,GRANTS
2010-09,Chief Executive's,ACE Regeneration,ING CAR LEASE UK LTD,937.17,LEASED CAR SUBSIDY
2010-09,Chief Executive's,ACE Regeneration,JBA CONSULTING,3500.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,KOMODO DESIGN LTD,2083.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,KONICA EAST DIRECT LTD,751.77,PHOTOCOPY CHARGES (CURRICULUM)
2010-09,Chief Executive's,ACE Regeneration,KONICA EAST DIRECT LTD,685.6,PHOTOCOPY CHARGES (CURRICULUM)
2010-09,Chief Executive's,ACE Regeneration,KONICA EAST DIRECT LTD,1168.52,PRINTING
2010-09,Chief Executive's,ACE Regeneration,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,668.9,PHOTOCOPY CHARGES (CURRICULUM)
2010-09,Chief Executive's,ACE Regeneration,LEVVEL LTD,700,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,LEVVEL LTD,8550.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,LEVVEL LTD,4350.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,LEVVEL LTD,4350.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,LEVVEL LTD,8550.00,REPROGRAPHICS
2010-09,Chief Executive's,ACE Regeneration,LOCAL MAP CO LTD,900,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,M BISSELL DISPLAY LTD,733,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,MB7 LTD,1078.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,MB7 LTD,1078.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,MIKOM SYSTEMS LIMITED,1235.00,GRANTS
2010-09,Chief Executive's,ACE Regeneration,MR MARTIN CARTER,600,PROFESSIONAL FEES & CONSULTANCY
2010-09,Chief Executive's,ACE Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,NORTH YORKSHIRE COUNTY COUNCIL,1835.50,MATERIALS
2010-09,Chief Executive's,ACE Regeneration,NORTHERN CREATIVE,1206.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,NORTHERN CREATIVE,1417.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,NORTHERN CREATIVE,3680.00,MARKETING & ADVERTISING
2010-09,Chief Executive's,ACE Regeneration,OMNIBUS SOLUTIONS LTD,3464.00,ICT SOFTWARE SUPPORT & MAINTENANCE
2010-09,Chief Executive's,ACE Regeneration,OMNIBUS SOLUTIONS LTD,2152.00,ICT SOFTWARE SUPPORT & MAINTENANCE
