Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416013,2019-06-11,593.6,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415551,2019-06-05,1400.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415553,2019-06-05,900,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55414568,2019-05-29,850,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415051,2019-05-31,587.6,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415053,2019-05-31,641.7,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416084,2019-06-11,737.6,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416093,2019-06-11,828,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416093,2019-06-11,552,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416292,2019-06-13,1100.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415045,2019-05-31,900,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416074,2019-06-11,807.3,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416074,2019-06-11,538.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416076,2019-06-11,655.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416742,2019-06-17,666.9,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416820,2019-06-18,500,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416747,2019-06-17,553.2,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416753,2019-06-17,828,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416753,2019-06-17,552,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416750,2019-06-17,1100.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55416765,2019-06-17,1200.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417064,2019-06-19,806.4,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417064,2019-06-19,537.6,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417065,2019-06-19,604.8,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55417066,2019-06-19,1700.00,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,T M WARD (DARLINGTON) LTD,55415046,2019-05-31,500,Waste Management,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55417308,2019-06-24,1737.12,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55415685,2019-06-06,1102.76,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55416332,2019-06-13,656.77,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55417032,2019-06-20,1317.35,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55416905,2019-07-08,1749.45,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55417036,2019-06-20,1096.49,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TARMAC LTD,55415932,2019-06-10,1973.66,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,55415099,2019-05-31,4200.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,55416782,2019-06-18,2100.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,55416783,2019-06-18,3150.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TODDS HIGHWAY MAINTENANCE LTD,55416800,2019-06-18,3150.00,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNE TEES MODELS,55415724,2019-06-06,1200.00,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55416514,2019-06-14,642,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55416512,2019-06-14,1280.40,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415687,2019-06-06,1110.28,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415703,2019-06-06,508.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415704,2019-06-06,675.68,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415726,2019-06-06,680.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55416002,2019-06-11,682.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415952,2019-06-10,1916.40,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415953,2019-06-10,675.68,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415956,2019-06-10,682.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,TYNEDALE ROADSTONE LIMITED,55415957,2019-06-10,522,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth & Neighbourhood Services,Transport and Capital Projects,WHEEL EDUCATION,55415544,2019-06-05,1128.00,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth & Neighbourhood Services,Transport and Capital Projects,Whorlton Land Surveys Ltd,55415044,2019-05-31,682.5,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,WM MORRISON (D'TON) ENTERPRISE TRUST,55415904,2019-06-08,1094.50,Rent Of Facilities,PREMISES,RENTS
Economic Growth & Neighbourhood Services,Transport and Capital Projects,WM SMITH & SONS (BARNARD CASTLE) LTD,55415881,2019-06-07,586.65,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Resources,AD Resources,ALPHATEC HOLDINGS LTD,55415745,2019-06-07,3344.25,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,AD Resources,CACI LIMITED,55416945,2019-06-19,950,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,AD Resources,CENTRE FOR LOCAL ECONOMIC STRATEGIES (CLES),55416277,2019-06-13,8456.25,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,CLEAPSS,55416978,2019-06-20,600,Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Resources,AD Resources,CLEAPSS,55416979,2019-06-20,2086.84,Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Resources,AD Resources,DARLINGTON MIND,55415634,2018-11-07,800,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Resources,AD Resources,DURHAM COUNTY COUNCIL,55416167,2019-06-12,14400.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,HOBSON HEALTH,55415843,2019-04-30,660,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,IDOX SOFTWARE LTD,55415583,2019-06-05,950,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,AD Resources,NORTH EAST REGIONAL EMPLOYERS ORG,55416555,2019-07-11,1724.00,DBS Checks,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,RELIANCE HIGH TECH,55417306,2019-06-23,1493.94,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Resources,AD Resources,SECURICOR CASH SERVICES LTD,55417213,2019-06-30,580.13,Security Services,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,SERVELEC YOUTH SERVICES LIMITED TRADING AS SERVELEC,55417450,2019-06-24,13525.92,Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,AD Resources,SERVELEC YOUTH SERVICES LIMITED TRADING AS SERVELEC,55416150,2019-06-12,850,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Resources,AD Resources,STOCKTON ON TEES BOROUGH COUNCIL,55413615,2019-05-17,635753.09,Other Local Authorities,THIRD PARTY PAYMENTS,OTHER LOCAL AUTHORITIES
Resources,AD Resources,STOCKTON ON TEES BOROUGH COUNCIL,55413617,2019-05-17,546361.11,Other Local Authorities,THIRD PARTY PAYMENTS,OTHER LOCAL AUTHORITIES
Resources,AD Resources,STOCKTON ON TEES BOROUGH COUNCIL,55414569,2019-05-29,944622.00,Other Local Authorities,THIRD PARTY PAYMENTS,OTHER LOCAL AUTHORITIES
Resources,AD Resources,SWIFT ADVERTISING NE LTD,55415785,2019-06-04,2750.00,Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Resources,AD Resources,SYD STRIKE TRAINING SOLUTIONS,55415772,2019-06-07,590,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Resources,AD Resources,XMA LIMITED,55416791,2019-06-18,670.37,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,ADARE LIMITED,55417524,2019-06-25,2715.57,Printing,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Resources,Democratic and Administration,CENTRE FOR PUBLIC SCRUTINY,55417633,2019-06-26,3589.30,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Resources,Democratic and Administration,CLICK TRAVEL LTD,55417618,2019-06-26,512.55,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Democratic and Administration,CLICK TRAVEL LTD,55416236,2019-06-12,2322.95,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Democratic and Administration,CLICK TRAVEL LTD,55416966,2019-06-19,748.2,Accommodation,Non Resource Allocation,CENTRAL SUPPORT SERVICES
Resources,Democratic and Administration,MICHAELS CIVIC ROBES,55416358,2019-05-30,1419.25,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Resources,Democratic and Administration,ROYAL MAIL NORTH EAST,55416402,2019-06-13,1400.84,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,ROYAL MAIL NORTH EAST,55415388,2019-06-03,1009.44,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,ROYAL MAIL NORTH EAST,55416763,2019-06-17,1734.64,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,ROYAL MAIL RETAIL,55417025,2019-06-20,684.65,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,WHISTL UK LIMITED,55415309,2019-06-03,761.71,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,WHISTL UK LIMITED,55417437,2019-06-24,784.8,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,WHISTL UK LIMITED,55415961,2019-06-10,694.22,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,WHISTL UK LIMITED,55416741,2019-06-17,1038.28,Postages,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,XMA LIMITED,55416860,2019-06-18,719.18,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,XMA LIMITED,55416218,2019-06-12,1359.34,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,XMA LIMITED,55416397,2019-06-13,736.63,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Democratic and Administration,XMA LIMITED,55416505,2019-06-14,736.63,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Legal and Procurement,CANON (UK) LIMITED,55417580,2019-06-25,800.64,Ict Hardware Purchase,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Resources,Legal and Procurement,CEMSWORK LTD,55416586,2019-05-21,1127.80,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,DE-POEL,11123479,2019-07-28,1179.16,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123479,2019-07-28,1069.36,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123280,2019-07-07,1019.46,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123399,2019-07-14,657.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123399,2019-07-14,1147.78,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123420,2019-07-21,1069.36,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,DE-POEL,11123420,2019-07-21,1328.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Resources,Legal and Procurement,FORENSIC TESTING SERVICES LTD,55416592,2019-05-13,637.1,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55416318,2019-06-13,500,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55416319,2019-06-13,750,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55415319,2019-06-03,1000.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55415670,2019-06-06,650,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55415672,2019-06-06,550,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55417018,2019-06-19,2200.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55415972,2019-06-10,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55416149,2019-06-12,600,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55416681,2019-06-17,5400.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55417081,2019-06-20,500,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,FOUNTAIN CHAMBERS,55416155,2019-06-12,750,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,LUCY HARLAND,55416740,2019-06-17,575,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,MISS JACKIE MCKIE,55415863,2019-06-07,1830.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,MISS JACKIE MCKIE,55415865,2019-06-07,2700.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,MISS NAOMI MCLOUGHLIN,55415351,2019-06-03,637.5,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,MS JULIE RICHARDSON,55417074,2019-06-19,1865.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,S ALLISON CONSULTING,55415731,2019-06-26,600,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,S ALLISON CONSULTING,55417279,2019-07-26,750,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,SIMON WILKINSON,55416688,2019-06-17,830,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Resources,Legal and Procurement,TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,55415456,2019-06-04,1950.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
