Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-30,601323947,180301.76,22780.20,157521.56,Haven Power Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-06-30,6003297743,7400.00,0.00,7400.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297745,32575.00,0.00,32575.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297726,12000.00,0.00,12000.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324039,20250.00,0.00,20250.00,Inspiring Communities Together,Place Directorate,Grants,
Salford City Council,2021-06-30,601324118,531.54,0.00,531.54,Kaleidoscope Assessment Services,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,6003297729,12600.00,0.00,12600.00,Kaleidoscope Assessment Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324176,12000.00,0.00,12000.00,Kensington Maintenance And Logistic,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297756,750.00,0.00,750.00,Keys Pce Ltd,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-06-30,6003297752,19718.40,0.00,19718.40,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297754,36000.00,0.00,36000.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324051,682.50,0.00,682.50,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324050,731.25,0.00,731.25,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324196,2667.00,0.00,2667.00,L For Leather,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324215,8000.00,0.00,8000.00,Laaj Enterprises Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601323950,7748.86,1291.48,6457.38,Language Empire Ltd,Service Reform (Corp Bus & Transform),Interpreter/translat,
Salford City Council,2021-06-30,6003297723,3480.00,0.00,3480.00,Leaving Care Services Ltd,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-06-30,601324186,2667.00,0.00,2667.00,Little Women (Manchester) Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324108,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324109,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,6003297749,11800.00,0.00,11800.00,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324056,732.71,0.00,732.71,Makehay Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-30,601324194,8000.00,0.00,8000.00,Mariykas Dance Studios,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324076,547.10,0.00,547.10,Marshmallow Properties Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,1600668918,1518.49,253.08,1265.41,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-06-30,1600668922,3570.84,595.14,2975.70,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-06-30,1600668920,3749.35,624.89,3124.46,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-06-30,6003297731,34800.00,0.00,34800.00,Meadows Care Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-30,6003297753,6200.00,0.00,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601323948,700.00,0.00,700.00,Oakwood Academy,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-30,6003297750,3596.00,0.00,3596.00,Olive Branch Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324184,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324175,4000.00,0.00,4000.00,Optima Cars Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297734,11623.52,0.00,11623.52,Parallel Parents,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324195,2667.00,0.00,2667.00,Paul Anthony Furnishings,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601323949,22916.00,0.00,22916.00,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-06-30,601324162,18000.00,0.00,18000.00,Pure Gym Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324169,18000.00,0.00,18000.00,Pure Gym Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324087,2067.29,0.00,2067.29,Radnor Investments Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601323972,675.36,112.56,562.80,Reach Publishing Services Ltd,Place Directorate,Legal Fees,
Salford City Council,2021-06-30,601323973,810.43,135.07,675.36,Reach Publishing Services Ltd,Place Directorate,Marketing/Publicity,
Salford City Council,2021-06-30,601323970,1080.58,180.10,900.48,Reach Publishing Services Ltd,Place Directorate,Legal Fees,
Salford City Council,2021-06-30,601323969,1688.40,281.40,1407.00,Reach Publishing Services Ltd,Place Directorate,Legal Fees,
Salford City Council,2021-06-30,601324210,8000.00,0.00,8000.00,Realist Ink,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324105,505.01,0.00,505.01,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324072,508.60,0.00,508.60,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324069,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324073,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601323865,532.84,0.00,532.84,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-30,601324071,536.56,0.00,536.56,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324074,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324116,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324117,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324119,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324121,550.99,0.00,550.99,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324089,570.43,0.00,570.43,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324094,590.80,0.00,590.80,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324111,592.88,0.00,592.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324125,592.88,0.00,592.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324149,596.00,0.00,596.00,Redacted Data,People (Childrens) Service Group,Payt to care clients,
Salford City Council,2021-06-30,601324075,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324107,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324122,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324101,776.87,0.00,776.87,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324097,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324114,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324123,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324124,808.84,0.00,808.84,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324102,912.51,0.00,912.51,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324070,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324088,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324106,1152.49,0.00,1152.49,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324113,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324120,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-30,601324190,2096.00,0.00,2096.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324060,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-06-30,601324181,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324198,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324216,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324211,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324179,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324180,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324185,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324191,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324192,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324201,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324202,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324203,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324212,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324199,2667.00,0.00,2667.00,Right Carpets Mk Ltd T/A Right Carp,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324188,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324183,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324187,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324189,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324207,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324208,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324209,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324213,8000.00,0.00,8000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324172,12000.00,0.00,12000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324154,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324159,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324163,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324164,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324165,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324166,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324167,18000.00,0.00,18000.00,Salford Community Leisure Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,1600668941,583285.04,97214.17,486070.87,Salford Innovation Park,Place Directorate,Other Prof Fees,
Salford City Council,2021-06-30,1600667980,631970.18,105328.36,526641.82,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-06-30,601324031,154634.40,25772.40,128862.00,Salix Homes Ltd,Outside Hierarchy,Security Services,
Salford City Council,2021-06-30,6003297735,47600.00,0.00,47600.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297737,47960.00,0.00,47960.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324151,18000.00,0.00,18000.00,Sasa Foods Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324152,18000.00,0.00,18000.00,Sasa Foods Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,1600665216,1536.78,0.00,1536.78,Sh:24 Holdings Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-06-30,1600646191,2558.28,0.00,2558.28,Sh:24 Holdings Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-06-30,1600651495,2732.88,0.00,2732.88,Sh:24 Holdings Ltd,Public Health,Payts to Agencies,
Salford City Council,2021-06-30,6003297719,1214.29,0.00,1214.29,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324193,2667.00,0.00,2667.00,St Anns Hospice Trading Company,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324205,2667.00,0.00,2667.00,St Anns Hospice Trading Company,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297730,15861.54,0.00,15861.54,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324206,2667.00,0.00,2667.00,Swinton Discount Warehouse Ltd,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324040,615.00,0.00,615.00,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-30,601324049,1170.00,0.00,1170.00,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324044,615.00,0.00,615.00,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-30,601324177,4000.00,0.00,4000.00,Talk Smart Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324171,4000.00,0.00,4000.00,Tfs Stores Sweep Account,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,601324168,18000.00,0.00,18000.00,Th Uk And Ireland Limited,Service Reform (Corp Bus & Transform),Grants,
Salford City Council,2021-06-30,6003297746,3667.00,0.00,3667.00,The Fostering Team,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297736,11301.68,0.00,11301.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297742,-4380.85,0.00,-4380.85,Three Circles Fostering,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,6003297744,8438.56,0.00,8438.56,Three Circles Fostering,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-30,601324041,615.00,0.00,615.00,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
