Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-04-28,601114506,921.02,153.50,767.52,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114507,712.40,118.73,593.67,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114508,6970.48,1161.75,5808.73,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114509,15600.00,0.00,15600.00,Forster Dean,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114511,2702.00,0.00,2702.00,Silverdale Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114513,4000.00,0.00,4000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114514,11500.00,0.00,11500.00,We Solicitors Llp,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114521,7250.00,0.00,7250.00,Distinctly Legal,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114522,2500.00,0.00,2500.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114523,15250.00,0.00,15250.00,The Rose Partnership Llp,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114526,6200.00,0.00,6200.00,Thompsons,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114537,4708.22,0.00,4708.22,Gorvins Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114538,7669.28,0.00,7669.28,Quality Solicitors Burroughs Day,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-28,601114540,858.07,143.01,715.06,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114542,671.89,112.00,559.89,So Internet M247 Ltd,Children's Services,Telephones & Fax
Salford City Council,2014-04-28,601114543,2850.20,475.03,2375.17,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114548,3008.51,501.42,2507.09,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114609,543.36,0.00,543.36,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2014-04-28,601114636,3360.79,560.13,2800.66,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114637,3586.76,597.79,2988.97,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114638,5000.00,0.00,5000.00,Salford Disability Forum Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-04-28,601114639,3719.44,619.91,3099.53,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114640,1129.93,188.32,941.61,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114641,1424.84,237.47,1187.37,Corona Energy,Children's Services,Gas
Salford City Council,2014-04-28,601114642,4999.02,0.00,4999.02,Bagnall Uk Ltd,Customer and Support Services,Inland Revenue - CIS
Salford City Council,2014-04-28,601114651,1086.00,181.00,905.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-04-28,601114659,8000.00,0.00,8000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-28,1600500481,36022.42,6003.74,30018.68,Elliott Group,Capital Expenditure,Other Works
Salford City Council,2014-04-28,1600500482,29687.58,4947.93,24739.65,Elliott Group,Capital Expenditure,Other Works
Salford City Council,2014-04-28,1600501038,720.00,120.00,600.00,Ingenitech Ltd,Customer and Support Services,Lease line rentals
Salford City Council,2014-04-28,1600502046,4114.20,0.00,4114.20,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600502052,1036.19,0.00,1036.19,Redacted Data,Children's Services,Unsched Veh Rep/Mnt
Salford City Council,2014-04-28,1600502160,1800.00,300.00,1500.00,Trafford Council,Children's Services,Marketing/Publicity
Salford City Council,2014-04-28,1600502170,3408.00,568.00,2840.00,Ingenitech Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-04-28,1600502211,1284.00,214.00,1070.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-28,1600502220,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502221,540.00,90.00,450.00,Roc Secure Ltd,Children's Services,Equipment Purchase
Salford City Council,2014-04-28,1600502223,2436.00,406.00,2030.00,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-28,1600502224,655.20,109.20,546.00,Kenson Network Engineering Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2014-04-28,1600502228,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502229,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502233,3312.00,552.00,2760.00,Solk Furniture Limited,Environment and Community Safety,Materials
Salford City Council,2014-04-28,1600502234,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502237,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502238,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502351,750.00,0.00,750.00,North West Regional Youth Work Unit,Children's Services,Leisure Activity
Salford City Council,2014-04-28,1600502365,4914.36,819.06,4095.30,Sico Europe Ltd,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-04-28,1600502418,1680.00,280.00,1400.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502421,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502423,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-04-28,1600502424,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2014-04-28,1600502470,4062.60,0.00,4062.60,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-28,1600502471,3257.10,0.00,3257.10,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600502475,11357.14,0.00,11357.14,Alliance Care And Education,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600502477,18609.91,3101.65,15508.26,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-04-28,1600502478,838079.25,139679.88,698399.37,S & W Tlp Education Partnership Ltd,Children's Services,Unitary Charge
Salford City Council,2014-04-28,1600502483,1284.00,214.00,1070.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-28,1600502610,1200.00,200.00,1000.00,Sports Tours International,Office of the Chief Executive,Marketing/Publicity
Salford City Council,2014-04-28,1600502668,1200.00,200.00,1000.00,Ilm Software Ltd,Sustainable Regeneration,Computer Equipment
Salford City Council,2014-04-28,1600502678,1903.86,317.31,1586.55,Sitexorbis Limited,Capital Expenditure,Other Works
Salford City Council,2014-04-28,1600502686,13853.70,0.00,13853.70,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600502941,2114.40,352.40,1762.00,Door Repair Service  Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2014-04-28,1600502975,1056.92,176.15,880.77,Alere Ltd,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2014-04-28,1600503029,3000.00,0.00,3000.00,B.F. Education Services Ltd,Children's Services,Hire of Facilities
Salford City Council,2014-04-28,1600503124,3785.30,630.88,3154.42,Mantank Environmental Service,Environment and Community Safety,Materials
Salford City Council,2014-04-28,1600503230,25730.00,0.00,25730.00,Salford Heart Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-28,1600503340,31029.31,0.00,31029.31,Skills And Work Solutions Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-04-28,1600503341,112500.00,0.00,112500.00,Skills And Work Solutions Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-04-28,1600503417,260394.40,43399.07,216995.33,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-04-28,1600503535,1022.40,170.40,852.00,Saltax Ltd,Children's Services,Transport
Salford City Council,2014-04-28,1600503626,4770.00,795.00,3975.00,Ohec,Capital Expenditure,Demolition
Salford City Council,2014-04-28,1600504039,5541.48,0.00,5541.48,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600504042,6731.34,0.00,6731.34,Perpetual Fostering,Children's Services,Payts to Agencies
Salford City Council,2014-04-28,1600504048,10822.38,1803.74,9018.64,Redspeed International Ltd,Capital Expenditure,Other Works
Salford City Council,2014-04-28,dvxgbnxcy,716.16,119.36,596.80,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-28,fgepwfkdp,646.80,107.80,539.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-28,htvnjggrd,966.65,0.00,966.65,Brakes (Ashford),Environment and Community Safety,Provisions
Salford City Council,2014-04-28,iqsirhcdy,27939.70,4656.62,23283.08,Capita Business Servs,Sustainable Regeneration,Capital Expenses
Salford City Council,2014-04-28,jcorexknb,2621.60,436.93,2184.67,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-28,jwfmvpfid,706.80,117.80,589.00,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-28,ustpmxbzt,509.09,0.00,509.09,Bnp Paribas,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-28,yjohtxmlr,16587.05,3317.41,16587.05,Capita Business Servs,Sustainable Regeneration,Capital
Salford City Council,2014-04-28,yrxllokdm,4008.60,1.26,4007.34,Oliver Kay Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-04-28,ncxcyjidb,8651.41,1441.90,7209.51,Wilds Of Oldham,Environment and Community Safety,Bar Stocks for Resale
Salford City Council,2014-04-29,601113116,3299.33,0.00,3299.33,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-04-29,601113117,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-04-29,601113123,2946.86,0.00,2946.86,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-04-29,601113177,3348.00,0.00,3348.00,Park Foster Care Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-29,601113202,1806.96,301.16,1505.80,Vodafone Formerly Cable & Wireless,Customer and Support Services,Telephones & Fax
Salford City Council,2014-04-29,601113206,640.00,0.00,640.00,Vestacare Limited,"Community, Health & Social Care",Day Care
Salford City Council,2014-04-29,601113564,4230.00,0.00,4230.00,Lancashire County Council,Children's Services,Payts to Agencies
Salford City Council,2014-04-29,601113744,565.76,21.76,544.00,G & A Taylors Hotels Ltd,Children's Services,Children Act-Sect 17
Salford City Council,2014-04-29,601113856,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-29,601113939,58560.37,0.00,58560.37,Nhs Stockport Ccg,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-29,601113968,997.92,0.00,997.92,Comus Auto Cabs,Children's Services,Pupil Assistance
Salford City Council,2014-04-29,601114433,39868.00,0.00,39868.00,Salford City College,Children's Services,Pupil Assistance
Salford City Council,2014-04-29,601114657,2854.76,475.79,2378.97,Southern Electric,Children's Services,Electricity
Salford City Council,2014-04-29,601114662,869.04,0.00,869.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114663,3148.08,0.00,3148.08,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114665,570.16,0.00,570.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114667,1962.64,0.00,1962.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114668,795.60,0.00,795.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114669,656.32,0.00,656.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114671,567.48,0.00,567.48,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114672,644.32,0.00,644.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114674,1599.44,0.00,1599.44,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114675,851.52,0.00,851.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114677,553.52,0.00,553.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114681,695.24,0.00,695.24,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114682,638.64,0.00,638.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114683,541.16,0.00,541.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114684,927.92,0.00,927.92,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114686,1423.12,0.00,1423.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114687,709.60,0.00,709.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114690,579.96,0.00,579.96,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114691,709.60,0.00,709.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114694,603.16,0.00,603.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114695,1099.88,0.00,1099.88,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114707,1242.86,0.00,1242.86,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114712,2379.72,0.00,2379.72,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114713,1349.14,0.00,1349.14,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114714,1846.00,0.00,1846.00,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114715,1425.00,0.00,1425.00,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-04-29,601114717,22144.75,3690.79,18453.96,Salix Homes Limited,Sustainable Regeneration,Non SLA Recharges
Salford City Council,2014-04-29,601114719,546.67,91.11,455.56,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2014-04-29,601114721,89762.16,14960.36,74801.80,Zurich Insurance Company,Customer and Support Services,Repaymt-Insur Hldg
Salford City Council,2014-04-29,601114722,4328.13,0.00,4328.13,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-29,601114727,1031.24,171.87,859.37,British Gas Business,Capital Expenditure,Other Works
Salford City Council,2014-04-29,1600494713,80800.00,0.00,80800.00,Akari Care Ltd,Capital Expenditure,Other Works
Salford City Council,2014-04-29,1600502368,1920.00,320.00,1600.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
