Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-26,601321290,1040.00,0.00,1040.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2021-05-26,1600667469,1315.18,219.20,1095.98,Philips Lighting,Place Directorate,Materials
Salford City Council,2021-05-26,1600667507,3600.00,600.00,3000.00,Pricewaterhousecoopers Llp,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-05-26,601321232,1553.33,258.89,1294.44,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2021-05-26,6003275815,720.30,0.00,720.30,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-26,6003275697,886.06,0.00,886.06,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-26,6003275799,964.29,0.00,964.29,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-26,6003275561,1225.06,0.00,1225.06,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-26,6003275820,694.29,0.00,694.29,Redacted Data,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2021-05-26,1600666927,557.30,92.88,464.42,Schofield & Sons,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2021-05-26,1600666920,1074.57,179.10,895.47,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2021-05-26,601321268,7390.72,0.00,7390.72,Simpson Millar Llp,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-26,601321267,8688.04,0.00,8688.04,Simpson Millar Llp,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-26,1600667443,1000.00,0.00,1000.00,Spw Consultancy Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-26,601321235,6400.00,0.00,6400.00,St Ambrose Barlow Rc High,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2021-05-26,1600667455,504.00,84.00,420.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2021-05-26,1600667456,828.00,138.00,690.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2021-05-26,1600667457,816.00,136.00,680.00,Viatec Uk Limited,Place Directorate,Materials
Salford City Council,2021-05-26,1600667536,7902.38,1317.06,6585.32,Vita Safety Ltd,Place Directorate,Other Prof Fees
Salford City Council,2021-05-26,601321308,536.90,0.00,536.90,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2021-05-26,1600667484,3727.36,621.23,3106.13,Wilde Consultant Engineers Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2021-05-26,6003275969,516.00,0.00,516.00,Www.First-Rescue.Co.Uk,People (Childrens) Service Group,Training expenses
Salford City Council,2021-05-26,1600664637,-679.38,-113.23,-566.15,Yorkshire Purchasing,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2021-05-26,1600667448,2550.00,425.00,2125.00,Zipporah Ltd,People (Childrens) Service Group,Computer Software
Salford City Council,2021-05-27,1600667226,-17269.56,-2878.26,-14391.30,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,1600667381,3000.00,500.00,2500.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,1600667440,7648.80,1274.80,6374.00,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,1600667539,8447.88,1407.98,7039.90,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,1600667540,8447.88,1407.98,7039.90,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,601321325,799.61,0.00,799.61,Ays Estates Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321403,12000.00,0.00,12000.00,Blacksticks Restaurant Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,6003276568,93623.04,0.00,93623.04,Bolton Cares (B) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-05-27,601321393,1367.22,0.00,1367.22,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2021-05-27,1600667578,9463.55,0.00,9463.55,C Owens Builders/Contractors,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2021-05-27,1600667563,672.00,112.00,560.00,Capita P And I Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,6003276556,10703.84,0.00,10703.84,Carr Gomm Society Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2021-05-27,601321331,1515.02,0.00,1515.02,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321327,2020.03,0.00,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321332,2020.03,0.00,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321334,2125.00,0.00,2125.00,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321326,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321328,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321329,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321330,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321333,2525.04,0.00,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,6003276558,27312.60,0.00,27312.60,Cherrytree Vale Ltd T/A Home Focus,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-05-27,6003276560,1917.72,0.00,1917.72,City West Housing Trust Ltd,People (Adults) - CHSC,Pmts Reg Soc l'lords
Salford City Council,2021-05-27,601321407,4000.00,0.00,4000.00,Claires Accessories Uk Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,6003276562,45620.40,0.00,45620.40,Comfort Call Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-05-27,6003276557,307707.28,0.00,307707.28,Creative Support,People (Adults) - CHSC,XXXXX Pmts Vol Orgs
Salford City Council,2021-05-27,601321375,725.00,0.00,725.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-27,601321364,1380.66,0.00,1380.66,Ena Investment Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321361,2414.51,0.00,2414.51,Fairtrade Properties Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,1600667580,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-27,1600667583,14520.51,2420.09,12100.42,Ford Retail Ltd T/A Trust Ford,Service Reform (Corp Bus & Transform),Purch of Veh/Plant
Salford City Council,2021-05-27,601321428,8000.00,0.00,8000.00,Grove Private Clinic Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321310,10019.00,0.00,10019.00,Gws Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-27,601321311,11050.00,0.00,11050.00,Gws Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-27,6003276565,32810.12,0.00,32810.12,Hexagon Care Services Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-05-27,601321423,2667.00,0.00,2667.00,I Kiss Vapor,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,6003276567,21514.92,0.00,21514.92,Irwell Valley Housing Association,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2021-05-27,601321410,12000.00,0.00,12000.00,Joseph Holt Imited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321422,8000.00,0.00,8000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321429,8000.00,0.00,8000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321400,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321401,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321402,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321408,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321409,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321411,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321412,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321413,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321414,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321415,12000.00,0.00,12000.00,Joseph Holt Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321367,531.54,0.00,531.54,Kaleidoscope Assessment Services,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321424,8000.00,0.00,8000.00,Khan Chai Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,1600667566,3436.80,572.80,2864.00,Kpmg Llp,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2021-05-27,6003276580,1686.72,0.00,1686.72,Langdon Community,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2021-05-27,1600667562,3201.60,533.60,2668.00,Leeds Commercial Limited,Place Directorate,Equipment Hire
Salford City Council,2021-05-27,601321357,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321358,636.26,0.00,636.26,Lny Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321324,547.10,0.00,547.10,Marshmallow Properties Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321314,865.25,0.00,865.25,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321313,1297.91,0.00,1297.91,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321315,1350.40,0.00,1350.40,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321312,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321430,2667.00,0.00,2667.00,Orlando 4 Villas Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,1600665272,39743.22,6623.87,33119.35,P. Mcguinness & Co Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other
Salford City Council,2021-05-27,6003276564,7928.20,0.00,7928.20,Penderels Trust,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2021-05-27,601321335,2067.29,0.00,2067.29,Radnor Investments Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,1600667556,1479.00,246.50,1232.50,Reach Publishing Services Ltd,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2021-05-27,1600667561,1063.20,177.20,886.00,Reach Publishing Services Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Exes
Salford City Council,2021-05-27,601321418,2096.00,0.00,2096.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321426,2096.00,0.00,2096.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321419,2667.00,0.00,2667.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321416,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321420,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321427,8000.00,0.00,8000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321398,18000.00,0.00,18000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,1600666364,6400.00,0.00,6400.00,Redacted Data,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2021-05-27,601321354,505.01,0.00,505.01,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321320,508.60,0.00,508.60,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321317,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321321,531.54,0.00,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321319,536.56,0.00,536.56,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321322,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321336,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321365,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321366,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321368,547.10,0.00,547.10,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321370,550.99,0.00,550.99,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321338,570.43,0.00,570.43,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321343,590.80,0.00,590.80,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321360,592.88,0.00,592.88,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321323,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321356,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321371,610.23,0.00,610.23,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321350,776.87,0.00,776.87,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321346,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321363,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321372,799.61,0.00,799.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321373,808.84,0.00,808.84,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321351,912.51,0.00,912.51,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321318,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321337,981.29,0.00,981.29,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321355,1152.49,0.00,1152.49,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321362,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321369,1328.88,0.00,1328.88,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2021-05-27,601321397,70034.18,11672.60,58361.58,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2021-05-27,6003276559,1917.72,0.00,1917.72,Retail Trust,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2021-05-27,601321425,2667.00,0.00,2667.00,Roses N Posies,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,1600667586,105451.89,0.00,105451.89,Salford Community Leisure Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2021-05-27,1600667587,4500.00,750.00,3750.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-27,6003276555,12303.20,0.00,12303.20,Salvation Army,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2021-05-27,601321421,8000.00,0.00,8000.00,Scott Dixon Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321417,8000.00,0.00,8000.00,Shalom Express Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-27,601321399,12000.00,0.00,12000.00,Sim Trava Coffee Ltd,Service Reform (Corp Bus & Transform),Grants
