Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,545.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,073.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,853.38,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,144.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,144.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,435.23",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,144.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,144.31",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,654.44,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,721.03,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,750,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,234.24",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,607.54,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,295.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RANDSTAD CARE LIMITED,"1,160.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,857.83",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,857.83",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,857.83",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,578.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"2,857.83",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,033.33",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REACH OUT CARE LIMITED NO 2 A/C,"3,475.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,REDCAR & CLEVELAND BOROUGH COUNCIL,"19,707.00",EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,750,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,816,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,629,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,000.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,900,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,629,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,105.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,275.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,935,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,629,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,275.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,592.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,750,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,020.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,275.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,748,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,020.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,110.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,937.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,"1,054.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REED PERSONNEL SERVICES PLC,577.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,REGIONAL MEDICAL PHYSICS DEPT,605,EQUIPMENT
July 2010-September 2010,Children's Services,Children & Families,RESEARCH SOLUTIONS UK LTD,"12,293.00",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,646,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,663,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,710.1,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,808.8,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,857.15,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,741,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,570.1,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,802.1,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,720.6,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,"1,057.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,597.2,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,629,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,680,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,RIG SOCIAL CARE RECRUIT LTD,548,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,"1,170.07",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,946.75,MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,"2,015.13",MATERIALS
July 2010-September 2010,Children's Services,Children & Families,ROCSOLID,"2,015.13",MATERIALS
