Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-09349,"19,677.63",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09350,"3,075.80",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-09351,"27,112.90",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09352,"2,488.00",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09353,964.44,R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09354,"23,910.47",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09355,"3,122.56",R,St Annes Shelter & Housing Action
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09356,"5,956.56",R,St Annes Shelter & Housing Action
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-09357,"3,659.44",R,St Armands Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-09358,"15,010.98",R,St Armands Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-09359,"3,659.44",R,St Armands Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-09360,"12,182.84",R,St Armands Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09361,"1,206.20",R,St Benet'S Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09362,"1,206.20",R,St Benet'S Court
Leeds City Council,Strategic Accounts,Miscellaneous,Supplies and Services,Non-Recurring Grants,227,05-Aug-11,1108-09363,425.00,R,St Georges Crypt
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-09364,"5,985.66",R,St Georges Crypt
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,12-Aug-11,1108-09365,"2,639.65",R,St Georges Crypt
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Gross,512,12-Aug-11,1108-09366,"9,905.26",R,St Georges Crypt
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,12-Aug-11,1108-09367,"11,083.91",R,St Georges Crypt
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,03-Aug-11,1108-09368,"18,002.70",R,St Helens Council
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Training Costs,071,12-Aug-11,1108-09369,500.00,R,St John Ambulance
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-09370,918.88,R,St John'S House
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-09371,918.88,R,St John'S House
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Recycling & Reuse Charges,234,01-Aug-11,1108-09372,722.51,R,St Judes Furniture Store
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Supplies and Services,Non-Recurring Grants,227,23-Aug-11,1108-09373,"18,000.00",R,St Judes Furniture Store
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-09374,-704.25,R,St Katherines (Leeds) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-09375,"7,373.92",R,St Katherines (Leeds) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-09376,"2,959.12",R,St Katherines (Leeds) Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-09377,"5,165.11",R,St Katherines (Leeds) Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Other Hired And Contracted Services,265,25-Aug-11,1108-09378,750.00,R,St Lukes Cares
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-09379,"16,240.00",R,St Lukes Hospital Group
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,31-Aug-11,1108-09380,"16,240.00",R,St Lukes Hospital Group
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,05-Aug-11,1108-09381,"2,000.00",R,St Margarets Rectory
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-09382,860.32,R,St Marys Care Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-09383,860.32,R,St Marys Care Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-09384,995.68,R,St Pauls Lodge
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-09385,995.68,R,St Pauls Lodge
Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,Other Hired And Contracted Services,265,12-Aug-11,1108-09386,900.00,R,St Vincent Support Centre
Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-09387,540.00,R,St Vincent Support Centre
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09388,706.16,R,Stable Trading Company (Whalley) Cic
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09389,706.16,R,Stable Trading Company (Whalley) Cic
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Services Provided By Other Las (Non WY),525,25-Aug-11,1108-09390,"15,891.88",R,Staffordshire County Council
Leeds City Council,Environment & Neighbourhoods,Hra,Capital,Land,1,02-Aug-11,1108-09391,895.43,C,Stan Warr Removals
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Operational Furniture And Equipment,203,09-Aug-11,1108-09392,955.50,R,Stan Warr Removals
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,12-Aug-11,1108-09393,792.38,R,Stan Warr Removals
West - North West,West - North West,ALMO Business Centre,Supplies and Services,Project Management Group,260,19-Aug-11,1108-09394,434.55,R,Stan Warr Removals
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,03-Aug-11,1108-09395,"5,864.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04-Aug-11,1108-09396,"3,140.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,04-Aug-11,1108-09397,"2,835.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,05-Aug-11,1108-09398,"4,526.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,05-Aug-11,1108-09399,"2,566.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,18-Aug-11,1108-09400,"4,466.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,18-Aug-11,1108-09401,"3,299.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,18-Aug-11,1108-09402,"1,596.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,22-Aug-11,1108-09403,"2,502.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,22-Aug-11,1108-09404,"2,455.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,22-Aug-11,1108-09405,"5,787.00",C,Stannah Lift Services Ltd
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,22-Aug-11,1108-09406,"3,185.00",C,Stannah Lift Services Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09407,496.80,R,Stanningley Cars Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09408,544.00,R,Stanningley Cars Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09409,768.00,R,Stanningley Cars Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09410,800.00,R,Stanningley Cars Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09411,445.58,R,Stanningley Cars Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,16-Aug-11,1108-09412,520.60,R,Stanningley Cars Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09413,"3,070.28",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09414,"6,153.32",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,03-Aug-11,1108-09415,"12,649.80",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Residential,580,17-Aug-11,1108-09416,"3,785.25",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Residential,580,22-Aug-11,1108-09417,"3,637.75",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09418,"3,070.28",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09419,"6,153.32",R,Staveley Birkleas Nursing Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09420,"12,649.80",R,Staveley Birkleas Nursing Home
Leeds City Council,Central & Corporate Functions,Human Resources,Precepts,Office Consumables,210,12-Aug-11,1108-09421,715.99,R,Steaming Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-09422,"1,091.92",R,Steeton Court
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,04-Aug-11,1108-09423,"4,615.00",R,Stephenson Bros (Haulage) Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,04-Aug-11,1108-09424,"4,615.00",R,Stephenson Bros (Haulage) Ltd
Leeds City Council,Central & Corporate Functions,Corporate Governance,Supplies and Services,External Solicitor - Resource,752,05-Aug-11,1108-09425,587.50,R,Stephensons Solicitors Llp
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Aug-11,1108-09426,"16,375.20",R,Stepping Stones Homes (Sefton) Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,31-Aug-11,1108-09427,"16,375.20",R,Stepping Stones Homes (Sefton) Ltd
