Ã¯»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-06-25,6003060173,2140.08,0.00,2140.08,Redacted Data,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-25,601279815,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279817,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279754,678.28,113.05,565.23,Refreshment Systems Ltd,Place Directorate,Equipment Leasing
Salford City Council,2020-06-25,6003060673,2700.00,0.00,2700.00,Regency Design&Pri,Place Directorate,Printing & Photocopying
Salford City Council,2020-06-25,6003060306,1917.72,0.00,1917.72,Retail Trust,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-06-25,601279819,10000.00,0.00,10000.00,Rk Wear 1 Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,1600649714,6020.47,0.00,6020.47,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-25,6003060302,12303.20,0.00,12303.20,Salvation Army,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-06-25,601279770,945.00,0.00,945.00,Sankey Valley St James Ce Primary,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-25,601279821,25000.00,0.00,25000.00,Smf Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279764,1200.00,0.00,1200.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-25,6003060310,3997.28,0.00,3997.28,Sodexo Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,6003060524,550.00,0.00,550.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060488,718.00,0.00,718.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060441,1285.00,0.00,1285.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060458,1290.00,0.00,1290.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060560,1316.00,0.00,1316.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,6003060451,1785.00,0.00,1785.00,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-06-25,601279814,10000.00,0.00,10000.00,T/A Premier Meats,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,6003060364,6872.32,0.00,6872.32,T/A Sage Care Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,601279752,720.00,120.00,600.00,Teacher Active Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-25,601279769,747.78,124.63,623.15,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-25,6003060435,560.00,0.00,560.00,The Assheton Arms Hote,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-06-25,601279797,20977.00,0.00,20977.00,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,601279762,1012.50,0.00,1012.50,The Citywall Project Community Inte,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-25,601279789,82615.00,0.00,82615.00,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,1600649641,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-25,601279757,720.00,120.00,600.00,Tsom Mentoring,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-06-25,6003060313,175036.12,0.00,175036.12,Turning Point (Services) Ltd,People (Adults) - CHSC,Pmnts Privt Provider
Salford City Council,2020-06-25,6003060308,111518.12,0.00,111518.12,United Response,People (Adults) - CHSC,Pmts Chartble. Organ
Salford City Council,2020-06-25,601279822,10000.00,0.00,10000.00,Vantage Building Consultancy Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-25,601279801,1139.00,0.00,1139.00,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-25,6003060675,552.96,92.16,460.80,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-06-25,6003060568,4492.32,0.00,4492.32,Www.Restore.Co.Uk,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,2020-06-25,601279823,2500.00,0.00,2500.00,Yopes Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-26,601279958,3056.00,256.00,2800.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,601279956,3136.00,336.00,2800.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,601279957,3136.00,336.00,2800.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,601279962,3248.00,168.00,3080.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,601279960,3360.00,280.00,3080.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,1600649731,1098.72,183.12,915.60,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-06-26,1600649284,81601.20,13600.20,68001.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-06-26,1600649741,2460.00,410.00,2050.00,Capita Property & Infrastructure Lt,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-26,1600649742,2484.00,414.00,2070.00,Capita Property & Infrastructure Lt,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-26,1600649743,2556.00,426.00,2130.00,Capita Property & Infrastructure Lt,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-26,601279827,8667.00,0.00,8667.00,Csin Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,6003061389,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-26,6003061399,617.50,0.00,617.50,Dvla Vehicle Tax,Place Directorate,Payment to Government Departments
Salford City Council,2020-06-26,1600649753,7097.40,1182.90,5914.50,F Parkinson Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-26,601279832,2891.70,481.95,2409.75,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-26,601279830,101977.24,13302.19,88675.05,Haven Power Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2020-06-26,601279963,2169.55,361.59,1807.96,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2020-06-26,6003061391,588.00,0.00,588.00,Ncs*Vue Citb Hs&E Rev,Place Directorate,Training expenses
Salford City Council,2020-06-26,601279829,84211.90,14035.41,70176.49,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2020-06-26,1600649263,158479.45,26413.24,132066.21,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-26,1600649386,145833.33,0.00,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2020-06-26,1600649763,2131.54,0.00,2131.54,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649759,2685.23,0.00,2685.23,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649758,2953.44,0.00,2953.44,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649760,3221.04,0.00,3221.04,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649762,3331.64,0.00,3331.64,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649764,3388.16,0.00,3388.16,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649754,4028.24,0.00,4028.24,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649761,6042.36,0.00,6042.36,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649755,17100.00,0.00,17100.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649756,17100.00,0.00,17100.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,1600649757,17100.00,0.00,17100.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-26,601279809,5512.86,918.79,4594.07,Utilities Services (Media City Uk ),Place Directorate,Electricity
Salford City Council,2020-06-26,601279808,5544.35,924.07,4620.28,Utilities Services (Media City Uk ),Place Directorate,Electricity
Salford City Council,2020-06-26,601270410,6309.80,1051.63,5258.17,Utilities Services (Media City Uk ),Place Directorate,Electricity
Salford City Council,2020-06-26,601279947,2104.03,0.00,2104.03,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-29,601280079,8000.00,0.00,8000.00,Adnopark Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280098,10000.00,0.00,10000.00,Ajk Vape Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,1600649838,3986.16,664.36,3321.80,Alan Franklin Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-29,601280086,10000.00,0.00,10000.00,B2B Consultancy And Marketing Limit,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280090,10000.00,0.00,10000.00,Bab Al Yemen Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280092,10000.00,0.00,10000.00,Bealine Groundworks Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280066,4235.96,0.00,4235.96,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-29,1600649789,6600.00,1100.00,5500.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Architects
Salford City Council,2020-06-29,601280067,3397.56,0.00,3397.56,Bolton Cares (B) Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-06-29,601280082,2000.00,0.00,2000.00,Bsd Investments Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,1600649821,2016.00,336.00,1680.00,"C. Masters Decorators Ltd.,",Place Directorate,Equipment Repair
Salford City Council,2020-06-29,1600649820,7632.00,1272.00,6360.00,"C. Masters Decorators Ltd.,",Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-29,1600649788,20900.66,3483.44,17417.22,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2020-06-29,1600649842,1170.00,195.00,975.00,Central Power Services Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2020-06-29,601279985,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-29,601279986,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-29,601279987,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-29,601279998,5445.34,907.56,4537.78,Coop Swinton,People (Childrens) Service Group,T U Supply Cover
Salford City Council,2020-06-29,601280087,10000.00,0.00,10000.00,Dacan Internet Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280088,10000.00,0.00,10000.00,Debts Solved Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280002,7860.71,0.00,7860.71,Dlg Legal Services Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-06-29,601280068,2320.00,0.00,2320.00,Ecclesholme Residential Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-06-29,1600649852,1159.20,193.20,966.00,Envico Ltd,Place Directorate,Training expenses
Salford City Council,2020-06-29,1600649790,2709.00,451.50,2257.50,Glowarm Dsp Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-06-29,601279995,1191.60,198.60,993.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2020-06-29,601279996,2450.40,408.40,2042.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2020-06-29,1600649791,2782.80,463.80,2319.00,Instarmac,Place Directorate,Materials
Salford City Council,2020-06-29,1600649844,1189.20,198.20,991.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2020-06-29,601280081,10000.00,0.00,10000.00,K2L Marketing,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280097,10000.00,0.00,10000.00,Mcginley Support Services (Infrastr,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,1600649872,7692.00,0.00,7692.00,Oldham Mbc,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2020-06-29,1600649845,1246895.66,207815.94,1039079.72,Pendleton Together Operating Ltd,Place Directorate,Unitary Charge
Salford City Council,2020-06-29,601279979,744.00,124.00,620.00,Psi (Resources) Limited,Place Directorate,del'd kitchen formul
Salford City Council,2020-06-29,601279984,1116.00,186.00,930.00,Psi (Resources) Limited,Place Directorate,del'd kitchen formul
Salford City Council,2020-06-29,601280041,2971.58,495.26,2476.32,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2020-06-29,601280032,509.51,0.00,509.51,Redacted Data,People (Childrens) Service Group,Assist Adopt Allow
Salford City Council,2020-06-29,1600649825,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-29,601280031,735.14,0.00,735.14,Redacted Data,People (Childrens) Service Group,Assist Adopt Allow
Salford City Council,2020-06-29,601280065,1240.00,0.00,1240.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-29,601280073,1782.60,0.00,1782.60,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-06-29,601280080,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280083,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280091,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280094,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280095,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280040,1575.00,0.00,1575.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Leisure Activity
Salford City Council,2020-06-29,1600649853,2610.64,435.11,2175.53,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-29,1600649854,2109.60,351.60,1758.00,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-29,1600649145,2610.64,435.11,2175.53,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-29,601280085,25000.00,0.00,25000.00,Salford Taverns Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601280089,10000.00,0.00,10000.00,Sapphire Stays Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,1600649874,8377.21,1396.20,6981.01,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-29,601280084,25000.00,0.00,25000.00,Spice N Spirits Indian Kitchen Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,601279976,745.20,124.20,621.00,Stanley Security Solutions Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-29,601280096,10000.00,0.00,10000.00,T/A Mcr Carwash,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-29,1600649795,930.00,155.00,775.00,Tis Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-29,601280093,10000.00,0.00,10000.00,Unity Properties (Mcr) Ltd,Service Reform (Corp Bus & Transform),Grants
