Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-11-28,601231980,3452.61,0,3452.61,Grappenhall Heyes Cp School,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-28,601231984,100000,0,100000,Harrop Fold School,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2018-11-28,601231968,6865,0,6865,Jdp Educational Consultant Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2018-11-28,1600617558,871.9,145.32,726.58,Jds Trucks,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-28,601231981,2700,0,2700,Lowry District Scout Council,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-11-28,1600617168,1620,0,1620,Midstream (West Lancs) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-28,601231871,25375.61,4229.27,21146.34,Network Rail,Capital Expenditure,Other Works
Salford City Council,2018-11-28,1600616989,2255.47,375.91,1879.56,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-11-28,601228678,5275,0,5275,Omar Agel,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-28,1600617490,716.4,119.4,597,P D J Imports Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2018-11-28,1600617527,780,130,650,Pde Waste Technologies Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-11-28,601231886,912,152,760,Preventx Ltd,Public Health,Payts to Agencies
Salford City Council,2018-11-28,601231972,664.8,0,664.8,Redacted Data,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-28,601231899,1948,0,1948,Redacted Data,Public Health,Payts to Agencies
Salford City Council,2018-11-28,1600617172,594,99,495,Richard L Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-11-28,1600617170,1020,170,850,Richard L Thomas Associates Ltd,Capital Expenditure,Other Works
Salford City Council,2018-11-28,1600616626,163276.76,27212.79,136063.97,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-11-28,1600618278,17412,0,17412,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618279,17412,0,17412,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618280,17412,0,17412,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618281,17412,0,17412,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618275,18344,0,18344,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618276,18344,0,18344,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618274,20000,0,20000,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600618277,24981,0,24981,Rossendale School Priory,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-28,1600617947,4868.77,811.46,4057.31,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2018-11-28,1600617235,4500,750,3750,Salford Community Leisure Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-28,1600616777,439206,0,439206,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies
Salford City Council,2018-11-28,601231970,17585.11,2930.85,14654.26,Salix Homes Limited,People (Adults) - CHSC,Rents
Salford City Council,2018-11-28,601231971,216039.41,36006.57,180032.84,Salix Homes Limited,People (Adults) - CHSC,Rents
Salford City Council,2018-11-28,601231662,1560,260,1300,Siemens Plc,Place Directorate,Electricity
Salford City Council,2018-11-28,1600617020,1410,235,1175,Spectra Security,Place Directorate,UV Day to Day
Salford City Council,2018-11-28,601231909,775,0,775,Spectrum Community Health,Public Health,Payts to Agencies
Salford City Council,2018-11-28,601231897,4783,0,4783,Spectrum Community Health,Public Health,Payts to Agencies
Salford City Council,2018-11-28,1600616806,2916,486,2430,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-28,601230643,658.8,109.8,549,Tametech Solutions Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2018-11-28,601231873,1334,0,1334,The Gill Medical Centre,Public Health,Payts to Agencies
Salford City Council,2018-11-28,601231895,1334,0,1334,The Gill Medical Centre,Public Health,Payts to Agencies
Salford City Council,2018-11-28,601230481,1536,256,1280,Tower Learning Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-28,1600617916,900,150,750,Unitas Academy Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,2018-11-28,601231659,2140,356.67,1783.33,W T Gunson,Place Directorate,Rents
Salford City Council,2018-11-28,601231958,1008,168,840,Wigan Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-28,601231957,1410,235,1175,Wigan Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-28,mcqrgxgdq,1356.68,226.11,1130.57,Www.Nisbets.Com,People (Childrens) Service Group,Catering Materials
Salford City Council,2018-11-28,bscnwvuir,580.71,14.73,565.98,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-28,xupwvttrr,553.63,,553.63,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-29,1600617191,679.91,113.32,566.59,Apem Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-29,1600617185,5919.3,986.55,4932.75,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2018-11-29,601232018,605.87,0,605.87,Bettaveg Ltd,Place Directorate,Food and refreshment
Salford City Council,2018-11-29,1600618359,586.8,97.8,489,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2018-11-29,601231035,8000,0,8000,Buile Hill Visual Arts College,People (Childrens) Service Group,Consultants
Salford City Council,2018-11-29,1600618322,25578.24,4263.04,21315.2,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2018-11-29,601232025,22617,0,22617,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2018-11-29,1600618360,850,0,850,Crossroads Together Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,1600618379,1368,0,1368,Crossroads Together Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,1600618193,823.76,137.29,686.47,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-11-29,1600618191,4178.12,696.35,3481.77,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-11-29,601231038,3216,536,2680,Eversheds Sutherland (Inter) Llp,Place Directorate,Other Prof Fees
Salford City Council,2018-11-29,601232044,11167.57,0,11167.57,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-29,601232054,83327.27,13617.69,69709.58,Gazprom Energy,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2018-11-29,1600617689,6666.66,0,6666.66,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2018-11-29,1600617308,709830.83,0,709830.83,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2018-11-29,1600618054,107842,0,107842,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2018-11-29,1600616987,830.4,138.4,692,Gs Systems,Place Directorate,Equipment Leasing
Salford City Council,2018-11-29,1600618389,1429.2,238.2,1191,Gs Systems,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2018-11-29,1600618388,2517.6,419.6,2098,Gs Systems,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2018-11-29,1600618394,781.58,130.26,651.32,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618391,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618392,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618393,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618395,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618396,976.98,162.83,814.15,Hays Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600618334,12000,2000,10000,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2018-11-29,1600618321,60000,10000,50000,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2018-11-29,1600617000,3473.4,578.9,2894.5,Jenx Limited,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-29,6002537262,14107.14,0,14107.14,Keys Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,6002556486,15800,0,15800,Keys Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,6002575340,15800,0,15800,Keys Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,601232040,615,0,615,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Grants
Salford City Council,2018-11-29,601232036,919.18,153.2,765.98,Konica Minolta Business Solutions,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2018-11-29,601232016,1705,0,1705,M & Q Properties Management Ltd,People (Childrens) Service Group,Rents
Salford City Council,2018-11-29,1600617691,1760,0,1760,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-29,1600617073,1285.2,214.2,1071,Metric Group Limited,Place Directorate,Prog Maint & Works
Salford City Council,2018-11-29,1600617002,1020,170,850,North West Local Authorities,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2018-11-29,1600617108,2815.68,469.28,2346.4,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-11-29,1600616983,20880,0,20880,Raise The Youth Foundation Cic Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-11-29,601231009,1005,167.5,837.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-29,1600616980,590.4,98.4,492,Rbs Invoice Finance Limited,Place Directorate,Equipment Repair
Salford City Council,2018-11-29,6002679522,538.86,0,538.86,Redacted Data,People (Childrens) Service Group,Fst Care - Clothing
Salford City Council,2018-11-29,601232053,1001.39,0,1001.39,Redacted Data,Public Health,Payts to Agencies
Salford City Council,2018-11-29,601230579,2162.69,0,2162.69,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-29,1600616986,660,0,660,Redated Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-29,601232024,3462.32,577.05,2885.27,Rothwell Robinson Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2018-11-29,1600617009,2004,334,1670,Salix Homes Limited,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-29,1600617015,2282.65,380.44,1902.21,Siteimprove Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-11-29,1600617107,2533.5,0,2533.5,Spw Consultancy Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-11-29,601230563,12614,0,12614,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-29,601232042,2640,0,2640,The Court Service,Place Directorate,Debt Collection
Salford City Council,2018-11-29,1600617741,1898.1,316.35,1581.75,Triscan Systems Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2018-11-29,601232006,1233.6,0,1233.6,Unique Specialist Services,Place Directorate,Security Services
Salford City Council,2018-11-29,kecpcmghb,635.67,23.76,611.91,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-29,dvqgiidhy,780.85,0,780.85,Creamline Dairies Traffor,Place Directorate,Food and refreshments
Salford City Council,2018-11-29,wygyoevbr,1810.23,0,1810.23,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2018-11-29,nvrbrceyo,58183.35,0,58183.35,Swalec,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2018-11-30,1600617910,10368,1728,8640,Big Life Company Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-30,1600617074,1727.04,287.84,1439.2,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-30,1600617046,1674,279,1395,Blake Envelopes,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-11-30,1600617868,3600,600,3000,Emailogic Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2018-11-30,1600617011,780.3,130.05,650.25,Invacare Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-30,601231036,5822.33,970.39,4851.94,Isos Partnership (Uk) Llp,People (Childrens) Service Group,Consultants
Salford City Council,2018-11-30,1600618002,27258.46,4543.08,22715.38,Landscape Engineering Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-11-30,1600617557,1626.19,271.03,1355.16,Lightoaks Garage,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-30,1600617685,1023.6,170.6,853,M & G Transport & Technical Service,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-11-30,1600617905,987.14,0,987.14,Pebbles Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-30,1600617955,109318,0,109318,Places For People Living+ Ltd,People (Childrens) Service Group,Pmts Reg Soc l'lords
Salford City Council,2018-11-30,1600617036,2553.72,0,2553.72,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-30,1600617930,3000,0,3000,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-11-30,1600617042,8400,1400,7000,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-30,1600617033,10166.66,0,10166.66,Salford Royal Nhs Foundation Trust,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-11-30,1600617965,350000,0,350000,Salford Royal Nhs Foundation Trust,Capital Expenditure,Works & Building
Salford City Council,2018-11-30,601232103,541.91,0,541.91,Salix Homes Limited,People (Adults) - CHSC,Rents
Salford City Council,2018-11-30,1600618079,7859.56,1309.93,6549.63,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-30,601230680,1125,0,1125,Stephen A Marron T/A Sam Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-30,601231641,1432.56,238.76,1193.8,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-30,1600617904,23648.75,0,23648.75,The Hershel Weiss,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-11-30,1600618437,510,85,425,The Training Company,People (Childrens) Service Group,Training of Others
Salford City Council,2018-11-30,1600617917,855,142.5,712.5,Unitas Academy Ltd,People (Childrens) Service Group,Training expenses
