ï»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-07-28,6003078925,28683.69,0.00,28683.69,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-28,601282383,36000.00,6000.00,30000.00,Virgin Media Business,Service Reform (Corp Bus & Transform),Lease line rentals
Salford City Council,2020-07-28,601282417,39461.95,0.00,39461.95,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,601282420,41569.00,0.00,41569.00,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,601282422,42974.64,0.00,42974.64,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-28,601282418,58216.21,0.00,58216.21,Laburnum Court,People (Adults) - CHSC,Resid Care Home
Salford City Council,2020-07-29,1600651456,527.99,88.00,439.99,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-07-29,6003079467,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2020-07-29,6003079439,595.00,0.00,595.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees
Salford City Council,2020-07-29,1600651489,637.43,106.24,531.19,Commsec Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-29,601282451,651.00,0.00,651.00,Southport & Ormskirk Nhs Trust,Public Health,Payts to Agencies
Salford City Council,2020-07-29,1600651428,742.80,123.80,619.00,M & A Brown (Engravers) Ltd,Place Directorate,Materials
Salford City Council,2020-07-29,601282468,787.06,129.93,657.13,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282426,831.48,138.58,692.90,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282437,863.10,143.85,719.25,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282446,863.10,143.85,719.25,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282458,863.10,143.85,719.25,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282466,863.10,143.85,719.25,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600651460,920.89,153.48,767.41,Allied Publicity Services (M/Cr) Lt,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-29,6003079516,930.96,0.00,930.96,Www.Verd.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-07-29,601282431,1023.07,169.26,853.81,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282448,1023.90,169.65,854.25,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282439,1026.62,170.10,856.52,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,6003079411,1027.92,0.00,1027.92,Digicert Inc,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,2020-07-29,601282460,1040.71,172.45,868.26,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600651462,1056.00,176.00,880.00,Arch Consulting Ltd,Service Reform (Corp Bus & Transform),Training of Staff
Salford City Council,2020-07-29,601282464,1077.49,179.58,897.91,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282456,1168.56,194.76,973.80,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600651466,1200.00,0.00,1200.00,Access Sport Bmx Cic,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-29,601282443,1295.94,215.99,1079.95,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600651490,1304.16,217.36,1086.80,Saltax Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-29,601282487,1348.50,0.00,1348.50,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282435,1460.48,243.41,1217.07,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282474,1495.20,0.00,1495.20,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-29,1600651475,1725.46,0.00,1725.46,Cadent Gas Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-29,601282483,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282484,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282485,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282486,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282489,1749.64,0.00,1749.64,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282490,1749.64,0.00,1749.64,Reach & Rescue Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282491,1749.64,0.00,1749.64,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282493,1749.64,0.00,1749.64,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282494,1749.64,0.00,1749.64,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282480,1749.68,0.00,1749.68,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,6003079427,1790.50,0.00,1790.50,Amznmktplace Amazon.Co.Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2020-07-29,601282411,1806.89,301.15,1505.74,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282429,1965.60,327.60,1638.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-29,1600651461,2099.88,349.98,1749.90,Bureau Veritas Uk Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-07-29,601282481,2163.19,0.00,2163.19,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282488,2163.19,0.00,2163.19,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282433,2163.68,360.61,1803.07,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282510,2217.60,0.00,2217.60,Street Uk Ltd Client Monies Account,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-29,601282454,2229.47,371.58,1857.89,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282394,2238.10,373.01,1865.09,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282465,2257.70,373.03,1884.67,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282441,2327.37,387.89,1939.48,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282457,2382.83,394.14,1988.69,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282462,2403.36,400.56,2002.80,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282445,2481.92,410.15,2071.77,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282482,2579.59,0.00,2579.59,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,1600650895,2700.00,450.00,2250.00,Concerto Support Services Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-07-29,601282436,2737.06,452.93,2284.13,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,6003079421,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282412,2856.98,472.66,2384.32,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600650974,3250.00,0.00,3250.00,Urmston Primary School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-07-29,1600651470,3256.00,0.00,3256.00,Halton Borough Council,People (Childrens) Service Group,Training expenses
Salford City Council,2020-07-29,1600648829,3780.00,630.00,3150.00,Concerto Support Services Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-07-29,601282503,3963.00,660.50,3302.50,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-07-29,601282453,4149.26,690.79,3458.47,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282461,4414.68,734.78,3679.90,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282440,4524.84,752.89,3771.95,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,1600651455,4538.04,756.34,3781.70,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-07-29,601282432,4846.09,806.68,4039.41,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282455,5238.72,873.11,4365.61,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282393,5267.15,876.61,4390.54,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282463,5290.11,881.68,4408.43,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282442,5755.75,959.29,4796.46,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282395,5918.67,986.44,4932.23,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282434,6334.47,1055.74,5278.73,Ee Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-07-29,601282509,6704.00,0.00,6704.00,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,2020-07-29,601282492,6906.25,0.00,6906.25,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,6003079452,8960.00,0.00,8960.00,Approved Property Mana,People (Adults) - CHSC,Rents
Salford City Council,2020-07-29,601282504,15781.16,2630.19,13150.97,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-07-30,601282561,509.51,0.00,509.51,Redacted Data,People (Childrens) Service Group,Assist Adopt Allow
Salford City Council,2020-07-30,1600651507,605.28,100.88,504.40,P F Cusack (Tools Supplies) Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-07-30,1600651581,613.20,102.20,511.00,Teleshore Ltd,Place Directorate,Gen Resaleable Items
Salford City Council,2020-07-30,6003080310,630.00,0.00,630.00,Carl Allen Furnishings Li,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-30,1600651509,646.20,107.70,538.50,P F Cusack (Tools Supplies) Ltd,Place Directorate,Clothing & Uniforms
Salford City Council,2020-07-30,1600651573,648.90,30.90,618.00,Calor Gas Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651511,675.00,112.50,562.50,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651549,679.03,113.17,565.86,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-07-30,601282560,735.14,0.00,735.14,Redacted Data,People (Childrens) Service Group,Assist Adopt Allow
Salford City Council,2020-07-30,601282542,747.78,124.63,623.15,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-30,1600651505,761.16,126.86,634.30,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651500,768.00,128.00,640.00,George Parish & Sons Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651506,770.69,128.45,642.24,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651515,772.80,128.80,644.00,Fast Hire Uk (Ltd),Place Directorate,Equipment Repair
Salford City Council,2020-07-30,1600651516,772.80,128.80,644.00,Fast Hire Uk (Ltd),Place Directorate,Equipment Repair
Salford City Council,2020-07-30,1600651580,891.00,148.50,742.50,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2020-07-30,1600651499,936.00,156.00,780.00,George Parish & Sons Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651604,936.00,156.00,780.00,Proteus Equipment Ltd,Place Directorate,Equipment Hire
Salford City Council,2020-07-30,6003080218,984.07,0.00,984.07,Redacted Data,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-07-30,1600651517,1048.49,174.75,873.74,Fast Hire Uk (Ltd),Place Directorate,Equipment Repair
Salford City Council,2020-07-30,1600651568,1080.00,180.00,900.00,Vision For Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-30,1600651593,1125.00,0.00,1125.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-30,6003080325,1160.00,0.00,1160.00,Carl Allen Furnishings Li,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-30,1600651498,1312.80,218.80,1094.00,George Parish & Sons Ltd,Place Directorate,Materials
Salford City Council,2020-07-30,1600651595,1350.00,0.00,1350.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-30,1600651495,1366.44,0.00,1366.44,Sh:24 Holdings Ltd,Public Health,Payts to Agencies
Salford City Council,2020-07-30,601282548,1423.60,237.27,1186.33,Zurich Assurance Ltd,Place Directorate,Premises Insurance
Salford City Council,2020-07-30,601282568,1622.45,0.00,1622.45,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-30,601282567,1632.18,0.00,1632.18,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-30,6003080322,1970.00,0.00,1970.00,Carl Allen Furnishings Li,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-30,601282588,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-30,1600651514,2094.00,349.00,1745.00,Jm Carroll Ltd,Place Directorate,Contractors
Salford City Council,2020-07-30,601282582,2292.06,0.00,2292.06,Horwich Farrelly Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-07-30,1600651603,2357.20,392.87,1964.33,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-30,601282585,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-30,601282587,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-30,1600651602,2599.14,433.19,2165.95,Day Architectural Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-30,1600651598,2775.00,0.00,2775.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-30,1600651600,2800.08,466.68,2333.40,Bradshaw International,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-30,1600651493,2893.54,0.00,2893.54,Tree House Care Fostering Solutions,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-30,1600651566,3000.00,0.00,3000.00,Sms Coaching Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-30,601282571,3150.92,0.00,3150.92,Dac Beachcroft Claims Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-07-30,1600651501,3177.22,529.54,2647.68,Limelight Signs Limited,Place Directorate,Materials
Salford City Council,2020-07-30,601282586,4500.00,0.00,4500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-30,601282553,5000.00,0.00,5000.00,Kosher Savers Ltd,People (Adults) - CHSC,Food and refreshment
Salford City Council,2020-07-30,601282596,6000.00,0.00,6000.00,The Buzz Rooms Limited,Service Reform (Corp Bus & Transform),Grants
