Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-25,601030062,722.00,0.00,722.00,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,1600428177,845.50,0.00,845.50,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,1600428179,845.50,0.00,845.50,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,601030061,846.45,0.00,846.45,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,601030060,860.70,0.00,860.70,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,601030029,874.00,0.00,874.00,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-25,1600428180,874.00,0.00,874.00,Swiis Fostercare Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030028,875.90,0.00,875.90,Swiis Fostercare Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,1600428182,875.90,0.00,875.90,Swiis Fostercare Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030834,929.20,0.00,929.20,Together Trust,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030027,931.90,0.00,931.90,Swiis Fostercare Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030063,3456.60,0.00,3456.60,Safehouses North Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030064,3456.60,0.00,3456.60,Safehouses North Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030065,3456.60,0.00,3456.60,Safehouses North Ltd,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,601030824,5888.23,0.00,5888.23,Bolton Council,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,1600427722,6595.47,0.00,6595.47,Park Foster Care Limited,Children Services,Payts to Agencies,
Salford City Council,2011-11-25,1600427101,1170.00,195.00,975.00,Autem Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-25,1600426850,5100.00,850.00,4250.00,Lift Able Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-25,601030277,240409.56,40068.26,200341.30,Ht Forrest Ltd,Capital Expenditure,Pmnt to Ctrs-Improv,
Salford City Council,2011-11-25,601030842,780.00,0.00,780.00,Royal Mail Group Plc,Customer and Support Services,Postage,
Salford City Council,2011-11-25,1600426623,7880.28,0.00,7880.28,Aps Group,Chief Executives,Print & Photocopying,
Salford City Council,2011-11-25,601030804,742.21,69.85,672.36,The Noisy Drinks Company,Environment and Community Safety,Provisions,
Salford City Council,2011-11-25,601030852,577.80,96.30,481.50,Blackline Private Hire,Community Health & Social Care,Public Transport
Salford City Council,2011-11-25,1600426631,1811.04,301.84,1509.20,Chubb Electronic Security Systems,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-11-25,1600426263,10673.42,1778.90,8894.52,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-11-25,1600427533,523.38,87.23,436.15,P. Mcguinness & Co Limited,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2011-11-25,1600425155,1966.02,327.67,1638.35,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2011-11-25,1600428131,589.44,98.24,491.20,Bcl,Customer and Support Services,Removal Expenses
Salford City Council,2011-11-25,601030026,567.20,0.00,567.20,Adullam Homes,Children Services,Rents
Salford City Council,2011-11-25,601030769,925.00,0.00,925.00,Redacted Personal Data,Sustainable Regeneration,Sampling
Salford City Council,2011-11-25,1600424677,624.00,104.00,520.00,Csl Dual Com Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-11-25,1600424448,1248.00,208.00,1040.00,Csl Dual Com Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-11-25,601030885,1413.24,235.54,1177.70,Uniqwin Uk Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-11-25,1600423854,10084.27,1680.71,8403.56,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-11-25,1600424988,10084.27,1680.71,8403.56,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-11-25,1600427651,31393.33,5232.22,26161.11,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-11-25,1600424634,38492.86,5732.98,32759.88,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-11-25,601029007,561.60,93.60,561.60,Greater Manchester West,Community Health & Social Care,Staff Car parking
Salford City Council,2011-11-25,28290731,534.00,89.00,445.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-11-25,28290726,1068.00,178.00,890.00,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-11-25,601029504,1083.00,180.50,902.50,Teaching Personnel,Children Services,Supply Teach-Basic
Salford City Council,2011-11-25,601029505,1254.00,209.00,1045.00,Teaching Personnel,Children Services,Supply Teach-Basic
Salford City Council,2011-11-25,601029506,4481.88,746.98,3734.90,Teaching Personnel,Children Services,Supply Teach-Basic
Salford City Council,2011-11-25,1600426255,898.56,149.76,748.80,Virgin Media Business,Children Services,Telephones & Fax
Salford City Council,2011-11-25,601029345,2100.00,0.00,2100.00,Uclan Business Services Ltd,Sustainable Regeneration,Training
Salford City Council,2011-11-25,1600425994,1615.00,0.00,1615.00,Redacted Personal Data,Community Health & Social Care,Training expenses
Salford City Council,2011-11-25,601030922,2372.00,0.00,2372.00,Redacted Personal Data,Children Services,Training of Others
Salford City Council,2011-11-25,601030926,966.60,161.10,805.50,Eccles Special High Schools Co Ltd,Children Services,Unitary Charge
Salford City Council,2011-11-25,601030791,1664.10,277.35,1386.75,Eccles Special High Schools Co Ltd,Children Services,Unitary Charge
Salford City Council,2011-11-25,1600424766,1161.46,193.58,967.88,Ellesmere Engineering Co Ltd,Community Health & Social Care,UV Air Con
Salford City Council,2011-11-25,1600424795,1042.52,173.75,868.77,Ellesmere Engineering Co Ltd,Children Services,UV Heat Rep
Salford City Council,2011-11-25,1600426398,1580.50,263.42,1317.08,Ellesmere Engineering Co Ltd,Environment and Community Safety,UV Heat Rep
Salford City Council,2011-11-25,1600424765,5090.36,848.39,4241.97,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-11-25,1600424524,696.22,116.04,580.18,Rubax Lifts Ltd,Community Health & Social Care,UV Lift Maint
Salford City Council,2011-11-25,1600428170,1399.68,233.28,1166.40,Integrated Water Services,Environment and Community Safety,UV Tank Clean
Salford City Council,2011-11-25,1600428168,2823.84,470.64,2353.20,Integrated Water Services,Community Health & Social Care,UV Tank Clean
Salford City Council,2011-11-25,1600427021,623.82,103.97,519.85,Warrington Truck Parts Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-11-25,1600425232,2676.53,446.09,2230.44,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-11-25,1600424908,3000.00,500.00,2500.00,Horticon Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-11-25,601030233,3480.00,580.00,2900.00,Redacted Personal Data,Capital Expenditure,Works & Building
Salford City Council,2011-11-25,1600424068,11711.59,1951.93,9759.66,E & J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-11-25,601029304,24052.64,4008.77,20043.87,"G Jones Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2011-11-28,601030620,540.16,90.03,450.13,Hsbc Invoice Finance (Uk) Ltd,Children Services,Agency Fees
Salford City Council,2011-11-28,601031087,584.16,97.36,486.80,Randstad Education Limited,Children Services,Agency Fees
Salford City Council,2011-11-28,601030494,690.00,0.00,690.00,Music Unlimited,Children Services,Agency Fees
Salford City Council,2011-11-28,601031086,1209.60,201.60,1008.00,Randstad Education Limited,Children Services,Agency Fees
Salford City Council,2011-11-28,601030998,2760.00,0.00,2760.00,Redacted Personal Data,Customer and Support Services,Agency Fees
Salford City Council,2011-11-28,601030526,533.50,0.00,533.50,Lark Hill Day Nursery Ltd,Children Services,Allowances
Salford City Council,2011-11-28,1600426357,807.60,134.60,673.00,Diamond Business Interiors Ltd,Community Health & Social Care,Central Prem Alloc
Salford City Council,2011-11-28,1600426352,508.80,84.80,424.00,Dowding & Plummer Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2011-11-28,28344551,921.26,153.54,767.72,Alliance Disposables L,Sustainable Regeneration,Cleaning Materials,
Salford City Council,2011-11-28,601027417,583.91,97.32,486.59,Walton Lea Project,Community Health & Social Care,Day Care,
Salford City Council,2011-11-28,601031023,600.00,0.00,600.00,Kids Kapers,Children Services,Day Care,
Salford City Council,2011-11-28,601031000,1011.93,0.00,1011.93,Together Trust,Community Health & Social Care,Day Care,
Salford City Council,2011-11-28,1600426468,574.01,95.67,478.34,Aqua Clenz,Community Health & Social Care,Dev Servs Day to Day,
Salford City Council,2011-11-28,1600426350,1632.00,272.00,1360.00,Drive Medical Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-28,1600426358,2310.00,385.00,1925.00,Morris & Alexander Limited,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-28,1600427187,3038.40,506.40,2532.00,Sidhil  Ltd,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-28,28344454,3121.98,520.33,2601.65,Yourable/Patterson Med,Community Health & Social Care,Disability Equipment,
Salford City Council,2011-11-28,28344460,518.00,0.00,518.00,Francotyp,Community Health & Social Care,Equipment Purchase,
Salford City Council,2011-11-28,1600428345,3268.86,0.00,3268.86,Broadoak Funeral Service,Community Health & Social Care,Funerals,
Salford City Council,2011-11-28,1600427735,642.84,107.14,535.70,Calligraphy Uk Ltd,Environment and Community Safety,Gen Resaleable Items,
Salford City Council,2011-11-28,601031033,7630.20,0.00,7630.20,Seedley & Langworthy Trust,Children Services,Grants,
Salford City Council,2011-11-28,601030991,1743.75,0.00,1743.75,Crucial Crew Joint Users Committee,Children Services,Hire of Facilities,
Salford City Council,2011-11-28,601031021,3700.00,0.00,3700.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments,
Salford City Council,2011-11-28,601030962,5200.00,0.00,5200.00,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants,
Salford City Council,2011-11-28,601030959,6146.30,0.00,6146.30,Stannah Lift Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-11-28,601030961,8042.25,0.00,8042.25,Wessex Lift Co Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-11-28,601030988,12088.01,0.00,12088.01,Wessex Lift Co Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-11-28,601030986,17813.19,0.00,17813.19,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2011-11-28,601030957,21572.38,0.00,21572.38,Terry Group Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2011-11-28,601031094,2904.00,484.00,2420.00,G-Map Services Ltd,Community Health & Social Care,Legal Fees
Salford City Council,2011-11-28,601031062,2500.00,0.00,2500.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-11-28,601031063,2800.00,0.00,2800.00,Redacted Personal Data,Customer and Support Services,Liability Insurance
Salford City Council,2011-11-28,601031016,4400.00,0.00,4400.00,Russell And Russell,Customer and Support Services,Liability Insurance
Salford City Council,2011-11-28,601030987,3079.57,0.00,3079.57,C Owens Builders/Contractors,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-28,601030958,3058.38,0.00,3058.38,Terry Group Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-28,601030989,3000.26,0.00,3000.26,Wessex Lift Co Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-28,601030960,1431.30,0.00,1431.30,Stannah Lift Services Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2011-11-28,601031089,883.99,0.00,883.99,Barnardos North West,Children Services,Other Prof Fees
Salford City Council,2011-11-28,601030990,606.89,101.15,505.74,Sitexorbis Limited,Capital Expenditure,Other Works
Salford City Council,2011-11-28,1600426115,19906.43,3317.74,16588.69,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2011-11-28,601031049,799.00,0.00,799.00,Foster Cares Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601030077,824.36,0.00,824.36,Swiis Fostercare Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601030951,1000.00,0.00,1000.00,Caritas Diocese Of Salford,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601031082,1050.00,175.00,875.00,Ceetex (Leisure) Ltd,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601031024,1838.16,306.36,1531.80,Bolton Council,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601030079,2153.26,0.00,2153.26,Parallel Parents,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601030080,2153.26,0.00,2153.26,Parallel Parents,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601031019,2892.00,0.00,2892.00,The National Fostering Agency,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601031032,3049.78,0.00,3049.78,Parallel Parents,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601031031,3055.67,0.00,3055.67,Parallel Parents,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428294,3262.50,0.00,3262.50,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428305,3262.50,0.00,3262.50,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428308,3262.50,0.00,3262.50,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428306,3371.25,0.00,3371.25,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428307,3371.25,0.00,3371.25,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,601030078,3388.61,0.00,3388.61,Parallel Parents,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428297,3612.90,0.00,3612.90,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428298,3612.90,0.00,3612.90,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428303,3656.10,0.00,3656.10,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428304,3656.10,0.00,3656.10,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428295,3733.33,0.00,3733.33,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428296,3733.33,0.00,3733.33,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428299,3777.97,0.00,3777.97,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428301,3777.97,0.00,3777.97,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428355,10432.74,0.00,10432.74,Together Trust,Children Services,Payts to Agencies
Salford City Council,2011-11-28,1600428354,10756.38,0.00,10756.38,Together Trust,Children Services,Payts to Agencies
