Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-27,601140528,632.1,0,632.1,Stannah Stairlifts Limited.,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140542,1629,0,1629,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,601140527,5147.1,0,5147.1,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,1600533870,1074,179,895,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533841,2148,358,1790,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533842,2148,358,1790,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533843,2148,358,1790,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533865,2148,358,1790,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,1600533893,2268,378,1890,The Care Team Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-27,601139729,508.8,84.8,424,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2015-04-27,1600534015,112540.56,18756.76,93783.8,The Mcavoy Group Limited,Capital Expenditure,Works & Building
Salford City Council,2015-04-27,1600534016,127428.2,21238.03,106190.17,The Mcavoy Group Limited,Capital Expenditure,Works & Building
Salford City Council,2015-04-27,601140526,1277.96,0,1277.96,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-27,601140525,5491.96,0,5491.96,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-27,601140179,608.44,0,608.44,Tradition (Uk) Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2015-04-27,601139984,1760,0,1760,Transport Management & Co Minibus T,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139987,1782,0,1782,Transport Management & Co Minibus T,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139985,1980,0,1980,Transport Management & Co Minibus T,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139986,2310,0,2310,Transport Management & Co Minibus T,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601139989,9374.11,1562.35,7811.76,Travel By Myles,Children's Services,Pupil Assistance
Salford City Council,2015-04-27,601140180,517.26,0,517.26,Tullett Prebon (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2015-04-27,601139804,8326,0,8326,Unlimited Potential,Customer and Support Services,VAT Adjustment
Salford City Council,2015-04-27,601139805,10763.6,0,10763.6,Unlimited Potential,Customer and Support Services,VAT Adjustment
Salford City Council,2015-04-27,601139806,11812.5,0,11812.5,Unlimited Potential,Customer and Support Services,VAT Adjustment
Salford City Council,2015-04-27,1600533090,34504.42,5750.74,28753.68,Walter Forshaw Ltd,Capital Expenditure,Demolition
Salford City Council,2015-04-27,ejijitvyg,549,0,549,Cliffe Enterprise,Customer and Support Services,Printing & Photocopying
Salford City Council,2015-04-27,dphgsbqmq,3468.83,578.14,2890.69,Restore Scan Ltd,Customer and Support Services,Equipment Purchase
Salford City Council,2015-04-28,1600532520,96003.54,16000.59,80002.95,A E Yates Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-28,1600532521,132356.52,22059.42,110297.1,A E Yates Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-28,601140701,4585.12,0,4585.12,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-28,1600534028,3510,585,2925,Ahr,Capital Expenditure,Capital Expenses
Salford City Council,2015-04-28,1600534180,593.7,98.95,494.75,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2015-04-28,1600533822,733.15,122.21,610.94,Alliance Disposables Ltd,"Community, Health & Social Care",Cleaning Materials
Salford City Council,2015-04-28,1600533988,1045.44,174.24,871.2,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2015-04-28,1600534985,4020,670,3350,Altia Solutions Limited,Environment and Community Safety,Other Prof Fees
Salford City Council,2015-04-28,601140026,4306.8,717.8,3589,Apse,Environment and Community Safety,Subscriptions
Salford City Council,2015-04-28,1600534978,2067.84,344.64,1723.2,Bradshaw International,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-04-28,1600533569,14391.19,2398.53,11992.66,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600534200,3656,0,3656,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,601140517,2383,318,2065,Citizens Advice Bureau,"Community, Health & Social Care",Contingency
Salford City Council,2015-04-28,1600534581,6000,1000,5000,City West Housing Trust,Children's Services,Other Prof Fees
Salford City Council,2015-04-28,1600533137,10368,1728,8640,Cles Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-28,601140336,1745.4,0,1745.4,Community Integrated Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-28,601140702,52836.68,0,52836.68,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2015-04-28,1600534188,95485.8,15914.3,79571.5,Disc,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,601139696,1248,208,1040,Eddisons Commercial,Environment and Community Safety,Electricity
Salford City Council,2015-04-28,601140752,1032.6,0,1032.6,Empower Housing Association,"Community, Health & Social Care",Prog Maint & Works
Salford City Council,2015-04-28,601140699,13435.02,2239.17,11195.85,Ethitec,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-28,1600527808,1554,0,1554,Expert Security Systems Ltd,Capital Expenditure,Other Works
Salford City Council,2015-04-28,601140755,1392.74,0,1392.74,Fiddlers Lane Primary School,Children's Services,Unallocatd staff bud
Salford City Council,2015-04-28,1600533829,518.7,0,518.7,First Manchester Limited,Children's Services,Travel Expenses
Salford City Council,2015-04-28,1600533808,4977.6,0,4977.6,Fostering Outcomes Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600533396,33244.86,5540.81,27704.05,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-28,1600534770,60480,10080,50400,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-28,1600534547,23142.86,0,23142.86,Hexagon Care Services Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-04-28,1600533419,562.8,93.8,469,J Cocker (Tinsmith),Capital Expenditure,Works & Building
Salford City Council,2015-04-28,1600533414,655.2,109.2,546,Kenson Network Engineering Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2015-04-28,1600534479,693,0,693,Kidz R Us The Lodge,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600534076,762,127,635,Lightoaks Garage,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-04-28,1600533837,588,98,490,M & A Brown (Engravers) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-04-28,1600533969,684.43,114.07,570.36,Northern Municipal Spares Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-28,1600533573,2153.26,0,2153.26,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600533572,2902.84,0,2902.84,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600533570,2987.16,0,2987.16,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600533571,2987.16,0,2987.16,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600534748,780,130,650,Pde Waste Technologies Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-28,1600533149,1800,300,1500,Pearson Publishing,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,601140645,679.2,0,679.2,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2015-04-28,1600534219,793.8,0,793.8,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,1600534877,1368,0,1368,Redacted Data,"Community, Health & Social Care",Medical Health/Safe
Salford City Council,2015-04-28,1600534163,2625,0,2625,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,601139901,4560,0,4560,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,1600534986,17589,2931.5,14657.5,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-04-28,1600534031,951913.04,158652.17,793260.87,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-04-28,1600533941,3477.3,0,3477.3,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600533942,3477.3,0,3477.3,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-28,1600534235,5069,0,5069,Salford Forum For Refugees,Customer and Support Services,Other Prof Fees
Salford City Council,2015-04-28,1600534038,1170,195,975,Simply Moving And Sleeping Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-28,1600534911,73054.56,12175.76,60878.8,Simply Moving And Sleeping Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-28,1600533792,5850,0,5850,Social Audit Network,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-28,1600534595,4416,736,3680,Sunbright Blinds Ltd,The Office of the Chief Executive,Dev Servs Day to Day
Salford City Council,2015-04-28,601139982,9339,0,9339,Swinton Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,1600534583,2318,0,2318,Tameside M. B. C.,Customer and Support Services,Other Prof Fees
Salford City Council,2015-04-28,601140006,1048.74,174.79,873.95,Tametech Solutions Ltd,Children's Services,Computer Equipment
Salford City Council,2015-04-28,601139983,1980,0,1980,Thc Travel,Children's Services,Pupil Assistance
Salford City Council,2015-04-28,601140558,652.23,108.7,543.53,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-28,1600534593,7964.12,1327.35,6636.77,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-04-28,1600534592,10180.31,1696.72,8483.59,Thyssenkrupp Encasa Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-04-28,1600533970,1454.76,242.46,1212.3,University Of Salford,Environment and Community Safety,Equipment Repair
Salford City Council,2015-04-28,lptqnjyrz,670.82,0,670.82,Birtwistle Butcher,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-28,snrexoujm,1572,0,1572,Hmcourts-Service.G,Customer and Support Services,Legal Fees
Salford City Council,2015-04-28,2204038573,258141.96,43023.66,215118.3,Eccles Special High School,Children's Services,Unitary Charge
Salford City Council,2015-04-29,1600533980,600,100,500,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-29,601140783,7033.96,0,7033.96,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-29,1600530953,2100,350,1750,Abca Systems,Sustainable Regeneration,Prog Maint & Works
Salford City Council,2015-04-29,1600532983,2100,350,1750,Abca Systems,Sustainable Regeneration,Prog Maint & Works
Salford City Council,2015-04-29,1600534477,4800,800,4000,Agito Transport Planning Llp,Capital Expenditure,Other Works
Salford City Council,2015-04-29,1600534156,1446.77,0,1446.77,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534152,1926,0,1926,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534151,3311.73,0,3311.73,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534147,3432.19,0,3432.19,Alpha Plus Fostering  Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533461,902.4,150.4,752,Aspull Electrical Services Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-04-29,1600533463,2197.2,366.2,1831,Aspull Electrical Services Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-04-29,1600534172,6144,1024,5120,Black Light Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-29,1600534332,2091.6,0,2091.6,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533828,12707.1,0,12707.1,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534469,1746.45,0,1746.45,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534540,760.74,126.79,633.95,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-04-29,601140760,2140,356.67,1783.33,Eddisons Commercial,Environment and Community Safety,Rents
Salford City Council,2015-04-29,1600533811,3217.49,0,3217.49,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534472,3217.49,0,3217.49,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533809,3237.02,0,3237.02,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533810,3237.02,0,3237.02,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534324,3237.02,0,3237.02,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533816,3272.2,0,3272.2,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534535,3272.2,0,3272.2,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533815,3307.39,0,3307.39,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600534473,3655.69,0,3655.69,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-29,1600533814,3713.3,0,3713.3,Foster Care Associates Ltd,Children's Services,Payts to Agencies
