Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Learning and Children,Transport,Contract Hire,42203127,25,201010,DEAN TAXIS LTD,264,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,26,201010,DEAN TAXIS LTD,500,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,27,201010,DEAN TAXIS LTD,460,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,40,201010,DEAN TAXIS LTD,596,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,41,201010,DEAN TAXIS LTD,400,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,47,201010,DEAN TAXIS LTD,187.5,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,21,201010,DEAN TAXIS LTD,320,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,37,201010,DEAN TAXIS LTD,587.5,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,39,201010,DEAN TAXIS LTD,900,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,50,201010,DEAN TAXIS LTD,264,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,28,201010,DEAN TAXIS LTD,560,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,29,201010,DEAN TAXIS LTD,550,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,30,201010,DEAN TAXIS LTD,500,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,31,201010,DEAN TAXIS LTD,620,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,32,201010,DEAN TAXIS LTD,756,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,33,201010,DEAN TAXIS LTD,754,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,34,201010,DEAN TAXIS LTD,500,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,35,201010,DEAN TAXIS LTD,202,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,36,201010,DEAN TAXIS LTD,400,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,49,201010,DEAN TAXIS LTD,12.1,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,38,201010,DEAN TAXIS LTD,380,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,42,201010,DEAN TAXIS LTD,880,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,43,201010,DEAN TAXIS LTD,240,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,44,201010,DEAN TAXIS LTD,360,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,45,201010,DEAN TAXIS LTD,317,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,46,201010,DEAN TAXIS LTD,125,2011-01-21
Learning and Children,Transport,Contract Hire,42203127,48,201010,DEAN TAXIS LTD,400,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42203127,23,201010,DEAN TAXIS LTD,266,2011-01-21
Learning and Children,Supplies and Services,Miscellaneous Supplies,42201313,2,201010,DSG Retail Limited,572.74,2011-01-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43601903,3,201010,DUKE OF EDINBURGH AWARD,1320,2011-01-05
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43601903,4,201010,DUKE OF EDINBURGH AWARD,25.53,2011-01-05
Learning and Children,Premises,Miscellaneous Premises,43604370,2,201010,DUNELM AIRCON,1345,2011-01-17
Learning and Children,Third Party Payments,Third Party Payments,42201903,2,201010,DURHAM COUNTY COUNCIL,21878.82,2011-01-19
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42201479,2,201010,ECONOMIC RESEARCH SERVICES LTD,1215.66,2011-01-14
Learning and Children,Supplies and Services,Comms & Computing,43604167,2,201010,ENLIGHTKS LTD,2000,2011-01-17
Learning and Children,Supplies and Services,Other Running Costs,43603005,2,201010,EQUALITY NORTH EAST LTD,850,2011-01-17
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43604231,2,201010,EQUANET,572.77,2011-01-17
Learning and Children,Third Party Payments,Third Party Payments,42205534,2,201010,FOSTER CARE ASSOCIATES LTD,1554.3,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205546,2,201010,FOSTER CARE ASSOCIATES LTD,4380.3,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205556,2,201010,FOSTER CARE ASSOCIATES LTD,4239,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205568,2,201010,FOSTER CARE ASSOCIATES LTD,4380.3,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205571,2,201010,FOSTER CARE ASSOCIATES LTD,4380.3,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205575,2,201010,FOSTER CARE ASSOCIATES LTD,3835.16,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205614,2,201010,FOSTER CARE ASSOCIATES LTD,4380.3,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205620,2,201010,FOSTER CARE ASSOCIATES LTD,3835.16,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205710,2,201010,FOSTER CARE ASSOCIATES LTD,2191.52,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205723,2,201010,FOSTER CARE ASSOCIATES LTD,4312.1,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205728,2,201010,FOSTER CARE ASSOCIATES LTD,4246.07,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205731,2,201010,FOSTER CARE ASSOCIATES LTD,1250.25,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205748,2,201010,FOSTER CARE ASSOCIATES LTD,519.72,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205764,2,201010,FOSTER CARE ASSOCIATES LTD,4312.1,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205767,2,201010,FOSTER CARE ASSOCIATES LTD,3835.16,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205775,2,201010,FOSTER CARE ASSOCIATES LTD,2191.52,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205778,2,201010,FOSTER CARE ASSOCIATES LTD,4246.07,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205780,2,201010,FOSTER CARE ASSOCIATES LTD,3835.16,2011-01-28
Learning and Children,Supplies and Services,"Furn, Equip & Mats",43605367,2,201010,G S  SMIRTHWAITE LTD,2009,2011-01-24
Learning and Children,Transport,Public Transport and Taxi Fares,42200071,4,201010,GALWAY SUPPORTIVE ACCOMMODATION,10,2011-01-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42200071,6,201010,GALWAY SUPPORTIVE ACCOMMODATION,328.3,2011-01-14
Learning and Children,Transfer Payments,Transfer Payments,42200071,5,201010,GALWAY SUPPORTIVE ACCOMMODATION,52,2011-01-14
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42203351,3,201010,GALWAY SUPPORTIVE ACCOMMODATION,328.3,2011-01-25
Learning and Children,Transfer Payments,Transfer Payments,42203351,4,201010,GALWAY SUPPORTIVE ACCOMMODATION,52,2011-01-25
Learning and Children,Transport,Public Transport and Taxi Fares,42203357,5,201010,GALWAY SUPPORTIVE ACCOMMODATION,20,2011-01-28
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42203357,6,201010,GALWAY SUPPORTIVE ACCOMMODATION,328.3,2011-01-28
Learning and Children,Transfer Payments,Transfer Payments,42203357,4,201010,GALWAY SUPPORTIVE ACCOMMODATION,104,2011-01-28
Learning and Children,Transport,Public Transport and Taxi Fares,42205536,5,201010,GALWAY SUPPORTIVE ACCOMMODATION,10,2011-01-28
Learning and Children,Transfer Payments,Transfer Payments,42205536,6,201010,GALWAY SUPPORTIVE ACCOMMODATION,328.3,2011-01-28
Learning and Children,Transfer Payments,Transfer Payments,42205536,4,201010,GALWAY SUPPORTIVE ACCOMMODATION,52,2011-01-28
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42205541,4,201010,GALWAY SUPPORTIVE ACCOMMODATION,328.3,2011-01-28
Learning and Children,Transfer Payments,Transfer Payments,42205541,3,201010,GALWAY SUPPORTIVE ACCOMMODATION,52,2011-01-28
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42198299,2,201010,GATESHEAD BOROUGH YOUTH ORGANISATIONS COUNCIL,25000,2011-01-06
Learning and Children,Third Party Payments,Third Party Payments,42198045,2,201010,GATESHEAD CARERS ASSOC.,1023,2011-01-04
Learning and Children,Third Party Payments,Third Party Payments,42198046,2,201010,GATESHEAD CARERS ASSOC.,895.13,2011-01-04
Learning and Children,Transport,Contract Hire,42203166,21,201010,GATESHEAD CENTRAL TAXIS,160,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,7,201010,GATESHEAD CENTRAL TAXIS,704,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,8,201010,GATESHEAD CENTRAL TAXIS,600,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,9,201010,GATESHEAD CENTRAL TAXIS,600,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,10,201010,GATESHEAD CENTRAL TAXIS,750,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,11,201010,GATESHEAD CENTRAL TAXIS,800,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,12,201010,GATESHEAD CENTRAL TAXIS,700,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,13,201010,GATESHEAD CENTRAL TAXIS,800,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,14,201010,GATESHEAD CENTRAL TAXIS,540,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,15,201010,GATESHEAD CENTRAL TAXIS,672,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,16,201010,GATESHEAD CENTRAL TAXIS,1064,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,17,201010,GATESHEAD CENTRAL TAXIS,504,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,18,201010,GATESHEAD CENTRAL TAXIS,819,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,19,201010,GATESHEAD CENTRAL TAXIS,953.4,2011-01-21
Learning and Children,Transport,Contract Hire,42203166,20,201010,GATESHEAD CENTRAL TAXIS,484,2011-01-21
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,23,201010,GATESHEAD CENTRAL TAXIS,176,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,49,201010,GATESHEAD CENTRAL TAXIS,160,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,30,201010,GATESHEAD CENTRAL TAXIS,487.5,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,34,201010,GATESHEAD CENTRAL TAXIS,154,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,42,201010,GATESHEAD CENTRAL TAXIS,300,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,37,201010,GATESHEAD CENTRAL TAXIS,152,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,38,201010,GATESHEAD CENTRAL TAXIS,96,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,61,201010,GATESHEAD CENTRAL TAXIS,68,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,62,201010,GATESHEAD CENTRAL TAXIS,28,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,31,201010,GATESHEAD CENTRAL TAXIS,47.5,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,32,201010,GATESHEAD CENTRAL TAXIS,176,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,35,201010,GATESHEAD CENTRAL TAXIS,154,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,36,201010,GATESHEAD CENTRAL TAXIS,152,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,39,201010,GATESHEAD CENTRAL TAXIS,96,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,41,201010,GATESHEAD CENTRAL TAXIS,210,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,50,201010,GATESHEAD CENTRAL TAXIS,170,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,64,201010,GATESHEAD CENTRAL TAXIS,152,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,70,201010,GATESHEAD CENTRAL TAXIS,22,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,72,201010,GATESHEAD CENTRAL TAXIS,8,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,63,201010,GATESHEAD CENTRAL TAXIS,14,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,71,201010,GATESHEAD CENTRAL TAXIS,54,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,33,201010,GATESHEAD CENTRAL TAXIS,176,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,51,201010,GATESHEAD CENTRAL TAXIS,30,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,52,201010,GATESHEAD CENTRAL TAXIS,56,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,53,201010,GATESHEAD CENTRAL TAXIS,30,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,66,201010,GATESHEAD CENTRAL TAXIS,75,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,54,201010,GATESHEAD CENTRAL TAXIS,120,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,55,201010,GATESHEAD CENTRAL TAXIS,108,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,56,201010,GATESHEAD CENTRAL TAXIS,60,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,57,201010,GATESHEAD CENTRAL TAXIS,32,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,58,201010,GATESHEAD CENTRAL TAXIS,220,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,59,201010,GATESHEAD CENTRAL TAXIS,7,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,60,201010,GATESHEAD CENTRAL TAXIS,100,2011-01-26
Learning and Children,Transport,Public Transport and Taxi Fares,42204018,65,201010,GATESHEAD CENTRAL TAXIS,48,2011-01-26
Learning and Children,Employees,Indirect Employee Expenses,42199692,2,201010,GATESHEAD COLLEGE,8799.36,2011-01-11
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42203957,2,201010,GATESHEAD COLLEGE,450,2011-01-25
Learning and Children,Supplies and Services,"Furn, Equip & Mats",42203960,2,201010,GATESHEAD COLLEGE,450,2011-01-25
Learning and Children,Third Party Payments,Third Party Payments,42205535,3,201010,GATESHEAD COLLEGE,503,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205535,4,201010,GATESHEAD COLLEGE,48030,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205832,2,201010,GATESHEAD COLLEGE,10231,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205833,2,201010,GATESHEAD COLLEGE,2600,2011-01-28
Learning and Children,Third Party Payments,Third Party Payments,42205835,2,201010,GATESHEAD COLLEGE,8050,2011-01-28
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42199654,2,201010,GATESHEAD JEWISH HIGH SCHOOL,2140.67,2011-01-11
Learning and Children,Premises,Rent,42202904,2,201010,GATESHEAD JEWISH NURSERY SCHOOL,450,2011-01-24
Learning and Children,Premises,Rent,42202905,2,201010,GATESHEAD JEWISH NURSERY SCHOOL,450,2011-01-24
Learning and Children,Premises,Rent,42202908,2,201010,GATESHEAD JEWISH NURSERY SCHOOL,450,2011-01-24
Learning and Children,Premises,Rent,42205034,2,201010,GATESHEAD JEWISH NURSERY SCHOOL,450,2011-01-27
Learning and Children,Supplies and Services,"Grants, Contribs & Subs",42202987,2,201010,GATESHEAD JEWISH PRIMARY SCHOOL,4446,2011-01-21
Learning and Children,Third Party Payments,Third Party Payments,42200536,2,201010,GATESHEAD PCT - PROVIDER,12696.41,2011-01-12
Learning and Children,Supplies and Services,Miscellaneous Supplies,42205851,2,201010,GATESHEAD YOUTH COUNCIL,487,2011-01-28
Learning and Children,Supplies and Services,Internal Recharges,42202982,2,201010,GUIDEPOST - CONNEXIONS,2021,2011-01-21
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",43604589,2,201010,HEMPSALL CONSULTANCIES LTD,4000,2011-01-18
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42199542,2,201010,HMCS,2225,2011-01-10
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42200903,2,201010,HMCS,2225,2011-01-13
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42203076,2,201010,HMCS,2225,2011-01-21
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42203078,2,201010,HMCS,2225,2011-01-21
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42204383,2,201010,HMCS,1900,2011-01-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42204384,2,201010,HMCS,700,2011-01-26
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42205561,2,201010,HMCS,700,2011-01-28
Learning and Children,Supplies and Services,"Licenses, Housing, Fees",42205564,2,201010,HMCS,2225,2011-01-28
Learning and Children,Supplies and Services,"Printing, Stationery etc",43601951,22,201010,HOGG NEWS,212.43,2011-01-06
Learning and Children,Transport,Contract Hire,42198216,2,201010,HOLLIDAY MINI BUS HIRE DUNSTON,770,2011-01-04
Learning and Children,Transfer Payments,Transfer Payments,42200122,3,201010,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,284,2011-01-11
Learning and Children,Transfer Payments,Transfer Payments,42200122,4,201010,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,900.75,2011-01-11
Learning and Children,Transfer Payments,Transfer Payments,42201945,3,201010,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,106.5,2011-01-18
Learning and Children,Transfer Payments,Transfer Payments,42201945,4,201010,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,321.25,2011-01-18
Learning and Children,Transfer Payments,Transfer Payments,42204188,3,201010,HOLLY HILL PRIVATE DAY CARE NURSERY LTD,106.5,2011-01-25
