Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,1199,13,201312,NTW NHS FOUNDATION TRUST,30020.00,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1193,13,201312,NTW NHS FOUNDATION TRUST,388.6,2014-03-05
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",1194,5,201312,NTW NHS FOUNDATION TRUST,97.15,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,3,201312,NTW NHS FOUNDATION TRUST,3922.64,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1192,17,201312,NTW NHS FOUNDATION TRUST,65845.32,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1193,3,201312,NTW NHS FOUNDATION TRUST,3922.64,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,11,201312,NTW NHS FOUNDATION TRUST,3922.64,2014-03-05
Community Based Services,Third Party Payments,Third Party Payments,1194,19,201312,NTW NHS FOUNDATION TRUST,4903.30,2014-03-05
Central Services,Supplies and Services,Comms & Computing,1213,1,201312,O2 (UK) LTD,19472.95,2014-03-31
Community Based Services,Purchase of Equipment,,43783669,0,201312,ALBANY OFFICE EQUIP(W/SALE)LTD,1365.00,2014-03-26
Community Based Services,Purchase of Equipment,,43784906,0,201312,ALBANY OFFICE EQUIP(W/SALE)LTD,7429.00,2014-03-28
Community Based Services,Purchase of Equipment,,43784908,0,201312,ALBANY OFFICE EQUIP(W/SALE)LTD,6300.00,2014-03-28
Community Based Services,Purchase of Equipment,,43784911,0,201312,ALBANY OFFICE EQUIP(W/SALE)LTD,10293.00,2014-03-28
Community Based Services,Purchase of Equipment,,43785074,0,201312,ALBANY OFFICE EQUIP(W/SALE)LTD,10147.00,2014-03-31
Community Based Services,Works,,41057214,1,201312,TUNSTALL HEALTHCARE (UK) LTD,81000.00,2014-03-07
Community Based Services,Works,,43785059,0,201312,MEARS LIMITED,3489.65,2014-03-31
Community Based Services,Works,,43785060,0,201312,MEARS LIMITED,54710.41,2014-03-31
Community Based Services,Other Costs,,147005098,1,201312,MALHOTRA CARE HOMES LTD,18045.27,2014-03-26
Community Based Services,Other Costs,,147005097,1,201312,MALHOTRA CARE HOMES LTD,21530.02,2014-03-26
Community Based Services,Other Costs,,147005103,1,201312,REDACTED - Personal Information,9180.47,2014-03-26
Community Based Services,Other Costs,,147005102,1,201312,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),2041.81,2014-03-26
Community Based Services,Other Costs,,147005101,1,201312,WALLACE HOUSE,3433.33,2014-03-26
Community Based Services,Other Costs,,147005100,1,201312,ST CUTHBERTS CARE,3272.33,2014-03-26
Community Based Services,Works,,41061416,1,201312,AV WORKS LTD,8175.00,2014-03-27
Community Based Services,Works,,41061438,1,201312,INSTANT OFFICE HELP LIMITED,7876.00,2014-03-27
Community Based Services,Other Costs,,147005099,1,201312,GATESHEAD HEALTH NHS TRUST,26476.80,2014-03-26
Community Based Services,Works,,43780350,0,201312,MEARS LIMITED,92762.36,2014-03-12
Community Based Services,Works,,43778238,0,201312,HANDICARE,4760.00,2014-03-03
Community Based Services,Works,,43778580,0,201312,CARE-ABILITY,1369.00,2014-03-04
Community Based Services,Works,,43778581,0,201312,CARE-ABILITY,1313.30,2014-03-04
Community Based Services,Works,,43779479,0,201312,HANDICARE,670,2014-03-07
Community Based Services,Works,,43779573,0,201312,HANDICARE,2180.00,2014-03-07
Community Based Services,Works,,43779599,0,201312,PEART ACCESS RAMPS,1952.00,2014-03-07
Community Based Services,Works,,43782087,0,201312,HANDICARE,4680.00,2014-03-28
Community Based Services,Works,,41058186,1,201312,TUNSTALL HEALTHCARE (UK) LTD,415.28,2014-03-14
Community Based Services,Works,,43780352,0,201312,MEARS LIMITED,5826.20,2014-03-12
Community Based Services,Works,,41059469,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-19
Community Based Services,Works,,41059472,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-19
Community Based Services,Works,,41059477,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-19
Community Based Services,Works,,41060607,1,201312,NEXUS,720,2014-03-24
Community Based Services,Works,,41060699,1,201312,ACADEMY GEOMATICS LTD,34390.00,2014-03-26
Community Based Services,Works,,41060705,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-26
Community Based Services,Works,,41060707,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-26
Community Based Services,Works,,41060708,1,201312,GORDON HAMILTON CONSULTING LTD,400,2014-03-26
Community Based Services,Works,,41061317,1,201312,NEXUS,720,2014-03-28
Community Based Services,Works,,147004733,1,201312,THOMPSONS OF PRUDHOE LTD,84627.18,2014-03-12
Community Based Services,Works,,147004734,1,201312,THOMPSONS OF PRUDHOE LTD,72447.51,2014-03-12
Community Based Services,Works,,41060114,1,201312,GORDON HAMILTON CONSULTING LTD,450,2014-03-21
Community Based Services,Works,,41060481,1,201312,NORTHUMBRIAN WATER LTD,370,2014-03-24
Community Based Services,Works,,147004732,1,201312,THOMPSONS OF PRUDHOE LTD,11385.00,2014-03-12
Community Based Services,Works,,41060482,1,201312,NORTHUMBRIAN WATER LTD,370,2014-03-24
Community Based Services,Works,,41060511,1,201312,BRITISH TELECOM,1966.88,2014-03-24
Community Based Services,Works,,41061320,1,201312,GORDON HAMILTON CONSULTING LTD,600,2014-03-28
Community Based Services,Works,,41061321,1,201312,GORDON HAMILTON CONSULTING LTD,600,2014-03-28
Community Based Services,Works,,147004477,1,201312,OWEN PUGH CONTRACTS LTD,7103.27,2014-03-07
Community Based Services,Other Costs,,43777885,0,201312,CARE-ABILITY,1966.60,2014-03-03
Community Based Services,Other Costs,,43777886,0,201312,LOCKWISE LTD,485,2014-03-03
Community Based Services,Other Costs,,43777887,0,201312,HANDICARE,4480.00,2014-03-03
Community Based Services,Other Costs,,43777888,0,201312,HANDICARE,1230.00,2014-03-03
Community Based Services,Other Costs,,43778142,0,201312,PEART ACCESS RAMPS,1860.00,2014-03-03
Community Based Services,Other Costs,,43778143,0,201312,PEART ACCESS RAMPS,1640.00,2014-03-03
Community Based Services,Other Costs,,43778235,0,201312,HANDICARE,2020.00,2014-03-03
Community Based Services,Other Costs,,43778236,0,201312,HANDICARE,1900.00,2014-03-03
Community Based Services,Other Costs,,43778248,0,201312,LOCKWISE LTD,1283.00,2014-03-03
Community Based Services,Other Costs,,43779050,0,201312,HANDICARE,2180.00,2014-03-07
Community Based Services,Other Costs,,43779227,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,2580.00,2014-03-06
Community Based Services,Other Costs,,43779429,0,201312,HANDICARE,600,2014-03-07
Community Based Services,Other Costs,,43779482,0,201312,HANDICARE,4661.00,2014-03-07
Community Based Services,Other Costs,,43779483,0,201312,HANDICARE,2260.00,2014-03-07
Community Based Services,Other Costs,,43779574,0,201312,HANDICARE,2888.00,2014-03-07
Community Based Services,Other Costs,,43779576,0,201312,HANDICARE,4275.00,2014-03-07
Community Based Services,Other Costs,,43779578,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,2480.00,2014-03-07
Community Based Services,Other Costs,,43779581,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,2945.00,2014-03-07
Community Based Services,Other Costs,,43779583,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,2535.00,2014-03-07
Community Based Services,Other Costs,,43779621,0,201312,HANDICARE,2050.00,2014-03-07
Community Based Services,Other Costs,,43779751,0,201312,HANDICARE,4545.00,2014-03-10
Community Based Services,Other Costs,,43779755,0,201312,HANDICARE,3137.00,2014-03-10
Community Based Services,Other Costs,,43780302,0,201312,METTA CONSTRUCTION LTD,3019.00,2014-03-12
Community Based Services,Other Costs,,43780303,0,201312,D LINCOLN LTD,2560.00,2014-03-13
Community Based Services,Other Costs,,43780830,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,3123.00,2014-03-14
Community Based Services,Other Costs,,43780831,0,201312,EASIBATHE LTD/EASIACCESS SOLUTIONS,1486.84,2014-03-14
Community Based Services,Other Costs,,43780832,0,201312,PEART ACCESS RAMPS,1987.00,2014-03-14
Community Based Services,Other Costs,,43780834,0,201312,HANDICARE,4930.00,2014-03-14
Community Based Services,Other Costs,,43780835,0,201312,HANDICARE,2280.00,2014-03-14
Community Based Services,Other Costs,,43780972,0,201312,HANDICARE,5617.00,2014-03-17
Community Based Services,Other Costs,,43781114,0,201312,HANDICARE,4380.00,2014-03-17
Community Based Services,Other Costs,,43781115,0,201312,HANDICARE,2730.00,2014-03-17
Community Based Services,Other Costs,,43781118,0,201312,HANDICARE,1930.00,2014-03-17
Community Based Services,Other Costs,,43781124,0,201312,D LINCOLN LTD,3580.00,2014-03-17
Community Based Services,Other Costs,,43781125,0,201312,D LINCOLN LTD,1999.26,2014-03-17
Community Based Services,Other Costs,,43781126,0,201312,D LINCOLN LTD,2880.00,2014-03-17
Community Based Services,Other Costs,,43781127,0,201312,EASIBATHE LTD/EASIACCESS SOLUTIONS,4236.60,2014-03-17
Community Based Services,Other Costs,,43781554,0,201312,LOCKWISE LTD,1720.00,2014-03-19
Community Based Services,Other Costs,,43781555,0,201312,HANDICARE,3334.00,2014-03-19
Community Based Services,Other Costs,,43781556,0,201312,HANDICARE,2700.00,2014-03-19
Community Based Services,Other Costs,,43781557,0,201312,HANDICARE,2650.00,2014-03-19
Community Based Services,Other Costs,,43781712,0,201312,HANDICARE,5425.00,2014-03-19
Community Based Services,Other Costs,,43781807,0,201312,ELLIOT HIRD & PARTNERS LTD,4968.92,2014-03-19
Community Based Services,Other Costs,,43781811,0,201312,METTA CONSTRUCTION LTD,2429.00,2014-03-19
Community Based Services,Other Costs,,43781813,0,201312,PEART ACCESS RAMPS,1253.00,2014-03-19
Community Based Services,Other Costs,,43781817,0,201312,PEART ACCESS RAMPS,1845.00,2014-03-19
Community Based Services,Other Costs,,43781819,0,201312,PEART ACCESS RAMPS,5500.00,2014-03-19
Community Based Services,Other Costs,,43781821,0,201312,ELLIOT HIRD & PARTNERS LTD,2750.00,2014-03-19
Community Based Services,Other Costs,,43781834,0,201312,ELLIOT HIRD & PARTNERS LTD,2740.00,2014-03-19
Community Based Services,Other Costs,,43781982,0,201312,HANDICARE,2150.00,2014-03-19
Community Based Services,Other Costs,,43782003,0,201312,ELLIOT HIRD & PARTNERS LTD,2404.76,2014-03-19
Community Based Services,Other Costs,,43782004,0,201312,TERRY GROUP LTD,9232.50,2014-03-19
Community Based Services,Other Costs,,43782402,0,201312,EASIBATHE LTD/EASIACCESS SOLUTIONS,2310.34,2014-03-20
Community Based Services,Other Costs,,43782413,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,6060.00,2014-03-20
Community Based Services,Other Costs,,43782414,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,5175.96,2014-03-20
Community Based Services,Other Costs,,43782416,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,5365.00,2014-03-20
Community Based Services,Other Costs,,43782417,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,3123.45,2014-03-20
Community Based Services,Other Costs,,43782418,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,4807.79,2014-03-20
Community Based Services,Other Costs,,43782419,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,935,2014-03-20
Community Based Services,Other Costs,,43782420,0,201312,PEART ACCESS RAMPS,1523.00,2014-03-20
Community Based Services,Other Costs,,43782430,0,201312,HANDICARE,2280.00,2014-03-20
Community Based Services,Other Costs,,43782621,0,201312,LOCKWISE LTD,1565.00,2014-03-20
Community Based Services,Other Costs,,43782678,0,201312,CARE-ABILITY,1670.70,2014-03-20
Community Based Services,Other Costs,,43783179,0,201312,LOCKWISE LTD,3348.00,2014-03-31
Community Based Services,Other Costs,,43783245,0,201312,TERRY GROUP LTD,19457.57,2014-03-31
Community Based Services,Other Costs,,43783246,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,16048.00,2014-03-31
Community Based Services,Other Costs,,43783690,0,201312,F BOWERING ROOFING & BUILDING CONTRACTOR,20000.00,2014-03-31
Community Based Services,Other Costs,,43783692,0,201312,ELLIOT HIRD & PARTNERS LTD,2650.00,2014-03-27
Community Based Services,Other Costs,,43783733,0,201312,HANDICARE,3211.00,2014-03-31
Community Based Services,Other Costs,,43783758,0,201312,HANDICARE,5040.00,2014-03-31
Community Based Services,Other Costs,,43783761,0,201312,HANDICARE,2690.00,2014-03-31
Community Based Services,Works,,43783242,0,201312,HES GROUP UK LTD,800,2014-03-31
Community Based Services,Works,,43783244,0,201312,HES GROUP UK LTD,6500.00,2014-03-31
Community Based Services,Works,,43783242,2,201312,HES GROUP UK LTD,1400.00,2014-03-31
Community Based Services,Works,,43783244,2,201312,HES GROUP UK LTD,11250.00,2014-03-31
Community Based Services,Other Costs,,43779440,0,201312,AH BUILDING SERVICES LTD,509.75,2014-03-07
Community Based Services,Other Costs,,43779443,0,201312,AH BUILDING SERVICES LTD,382.58,2014-03-07
Community Based Services,Other Costs,,43779446,0,201312,AH BUILDING SERVICES LTD,760.88,2014-03-07
Community Based Services,Other Costs,,43780872,0,201312,AH BUILDING SERVICES LTD,357,2014-03-14
Community Based Services,Other Costs,,43780877,0,201312,AH BUILDING SERVICES LTD,841.75,2014-03-14
Community Based Services,Other Costs,,43781107,0,201312,D HUDDART JOINERY & BUILDING,892,2014-03-17
Community Based Services,Other Costs,,43782407,0,201312,AH BUILDING SERVICES LTD,558.45,2014-03-20
Community Based Services,Other Costs,,43782411,0,201312,AH BUILDING SERVICES LTD,408.88,2014-03-20
Community Based Services,Other Costs,,43782421,0,201312,AH BUILDING SERVICES LTD,682.2,2014-03-20
Community Based Services,Other Costs,,43783691,0,201312,AH BUILDING SERVICES LTD,1465.00,2014-03-27
Community Based Services,Works,,43778228,0,201312,NERS (NE) LTD,269.41,2014-03-03
Community Based Services,Works,,43778230,0,201312,NERS (NE) LTD,187.87,2014-03-03
Community Based Services,Works,,43780865,0,201312,NERS (NE) LTD,213.12,2014-03-14
Community Based Services,Works,,43783241,0,201312,NERS (NE) LTD,215.82,2014-03-24
Community Based Services,Works,,43778228,2,201312,NERS (NE) LTD,329.29,2014-03-03
Community Based Services,Works,,43778230,2,201312,NERS (NE) LTD,229.63,2014-03-03
Community Based Services,Works,,43780865,2,201312,NERS (NE) LTD,260.49,2014-03-14
Community Based Services,Works,,43783241,2,201312,NERS (NE) LTD,263.78,2014-03-24
Community Based Services,Other Costs,,147004279,1,201312,REDACTED - Personal Information,8644.96,2014-03-06
Community Based Services,Other Costs,,147004280,1,201312,REDACTED - Personal Information,7983.06,2014-03-06
Community Based Services,Other Costs,,147004801,1,201312,REDACTED - Personal Information,6000.00,2014-03-18
Community Based Services,Other Costs,,147004830,1,201312,REDACTED - Personal Information,6000.00,2014-03-18
Community Based Services,Other Costs,,147004832,1,201312,REDACTED - Personal Information,6000.00,2014-03-18
Community Based Services,Other Costs,,147005184,1,201312,WHITEHALL PROPERY MANAGEMENT,6000.00,2014-03-28
Community Based Services,Consultants,,43772651,0,201312,WSP UK LTD,19795.00,2014-03-19
Community Based Services,Consultants,,43784375,0,201312,CITY OF NEWCASTLE UPON TYNE,7242.00,2014-03-27
Community Based Services,Works,,41060480,1,201312,NORTHUMBRIAN WATER LTD,475,2014-03-26
Community Based Services,Works,,147004478,1,201312,OWEN PUGH CONTRACTS LTD,153503.28,2014-03-20
Community Based Services,Consultants,,41060111,1,201312,S WOOLHOUSE MA RCA,1200.00,2014-03-21
Community Based Services,Purchase of Equipment,,43785218,0,201312,OLM SYSTEMS LTD,425,2014-03-31
Central Services,Works,,41056786,1,201312,SIBCAS LTD,3100.00,2014-03-05
Central Services,Works,,147004924,1,201312,THOMPSONS OF PRUDHOE LTD,44821.42,2014-03-19
Central Services,Purchase of Equipment,,43778454,0,201312,DELL COMPUTER CORPORATION LTD,4529.60,2014-03-04
Central Services,Purchase of Equipment,,43782049,0,201312,INSIGHT DIRECT UK LTD,3427.53,2014-03-19
Central Services,Purchase of Equipment,,43782180,0,201312,INSIGHT DIRECT UK LTD,2285.02,2014-03-19
Central Services,Purchase of Equipment,,41059813,1,201312,PHOENIX SOFTWARE LTD,2851.50,2014-03-31
Central Services,Purchase of Equipment,,41061626,1,201312,INSIGHT DIRECT UK LTD,384.73,2014-03-28
Central Services,Purchase of Equipment,,43780923,0,201312,INSIGHT DIRECT UK LTD,384.73,2014-03-17
Central Services,Purchase of Equipment,,43780935,0,201312,INSIGHT DIRECT UK LTD,384.73,2014-03-21
Central Services,Purchase of Equipment,,41058075,0,201312,XMA LTD,3568.57,2014-03-13
Central Services,Purchase of Equipment,,43782633,0,201312,XMA LTD,1944.08,2014-03-26
