Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,Adult Social Care,Home Care Services,Transport,Public Transport Expenses,310,2011-08-12,1108-10190,821.91,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Public Transport Expenses,310,2011-08-12,1108-10191,932.95,R,Various - Total Expenses
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Public Transport Expenses,310,2011-08-12,1108-10192,1856.53,R,Various - Total Expenses
Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10193,9542.16,R,Various - Total Expenses
West - North West,West - North West,ALMO Business Centre,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10194,1219.04,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Assessment And Care Management,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10195,11712.51,R,Various - Total Expenses
Leeds City Council,City Development,Asset Management Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10196,5039.00,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Benefits,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10197,1934.62,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10198,4738.67,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10199,7549.20,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Community Safety,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10200,2953.40,R,Various - Total Expenses
East - North East,East - North East,Construction Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10201,1419.67,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Corporate Governance,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10202,2337.85,R,Various - Total Expenses
West - North West,West - North West,Corporate Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10203,729.06,R,Various - Total Expenses
West - North West,West - North West,Customer And Tenancy,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10204,6071.32,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Customer Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10205,4037.25,R,Various - Total Expenses
Leeds City Council,City Development,Economic Development,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10206,613.24,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10207,3411.61,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Services - Inactive,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10208,3143.63,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Executive Support,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10209,1052.36,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Financial Management,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10210,1509.38,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10211,1073.46,R,Various - Total Expenses
Leeds City Council,City Development,Highways,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10212,13148.81,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Home Care Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10213,31588.44,R,Various - Total Expenses
East - North East,East - North East,Housing Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10214,3038.59,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Hra,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10215,1756.22,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Human Resources,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10216,2367.97,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Information Technology,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10217,677.00,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Learning,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10218,2378.56,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10219,20078.27,R,Various - Total Expenses
Leeds City Council,City Development,"Libraries, Arts & Heritage",Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10220,4107.19,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Other Generic Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10221,1936.52,R,Various - Total Expenses
Leeds City Council,Childrens Services,Partnership Development & Leadership,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10222,789.89,R,Various - Total Expenses
Leeds City Council,City Development,Planning & Sustainable Development,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10223,4756.11,R,Various - Total Expenses
West - North West,West - North West,Property And Maintenance,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10224,3578.38,R,Various - Total Expenses
Leeds City Council,City Development,Recreation,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10225,5796.27,R,Various - Total Expenses
West - North West,West - North West,Regeneration/Customer Research,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10226,901.85,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Revenues,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10227,1652.40,R,Various - Total Expenses
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10228,71659.81,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Service Strategy,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10229,823.08,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10230,5253.84,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10231,12624.79,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10232,1767.35,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10233,600.52,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Social Services Support Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10234,1823.97,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10235,3300.12,R,Various - Total Expenses
Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10236,2971.63,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10237,2552.36,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Support And Facilities General Fund,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10238,528.01,R,Various - Total Expenses
East - North East,East - North East,Technical Services,Transport,Car and Motorcycle Allowances,311,2011-08-12,1108-10239,2659.05,R,Various - Total Expenses
Leeds City Council,City Development,Asset Management Services,Transport,Car Parking Fees,312,2011-08-12,1108-10240,2412.03,R,Various - Total Expenses
Leeds City Council,City Development,Highways,Transport,Car Parking Fees,312,2011-08-12,1108-10241,659.41,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Human Resources,Transport,Car Parking Fees,312,2011-08-12,1108-10242,886.88,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Car Parking Fees,312,2011-08-12,1108-10243,2321.05,R,Various - Total Expenses
Leeds City Council,City Development,Planning & Sustainable Development,Transport,Car Parking Fees,312,2011-08-12,1108-10244,2085.81,R,Various - Total Expenses
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Car Parking Fees,312,2011-08-12,1108-10245,5399.77,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Service Strategy,Transport,Car Parking Fees,312,2011-08-12,1108-10246,502.23,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Social Services Support Services,Transport,Car Parking Fees,312,2011-08-12,1108-10247,869.27,R,Various - Total Expenses
Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Transport,Car Parking Fees,312,2011-08-12,1108-10248,516.73,R,Various - Total Expenses
Aire Valley Homes Leeds,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10249,1877.25,R,Various - Total Expenses
West - North West,West - North West,ALMO Business Centre,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10250,1652.00,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Assessment And Care Management,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10251,13987.00,R,Various - Total Expenses
Leeds City Council,City Development,Asset Management Services,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10252,2891.00,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Benefits,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10253,994.13,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10254,4513.72,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Community Safety,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10255,3409.87,R,Various - Total Expenses
East - North East,East - North East,Construction Services,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10256,1240.00,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Corporate Governance,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10257,619.50,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Action (East North East),Transport,Essential car user Lump Sum,318,2011-08-12,1108-10258,516.25,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Action (South),Transport,Essential car user Lump Sum,318,2011-08-12,1108-10259,873.50,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Action (West North West),Transport,Essential car user Lump Sum,318,2011-08-12,1108-10260,826.00,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10261,5335.75,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Health & Environmental Action,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10262,1112.75,R,Various - Total Expenses
Leeds City Council,City Development,Highways,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10263,2135.50,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Hra,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10264,1961.75,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Other Generic Services,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10265,1058.69,R,Various - Total Expenses
Leeds City Council,City Development,Planning & Sustainable Development,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10266,3235.00,R,Various - Total Expenses
West - North West,West - North West,Property And Maintenance,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10267,2409.00,R,Various - Total Expenses
Leeds City Council,Central & Corporate Functions,Revenues,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10268,1380.00,R,Various - Total Expenses
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10269,51282.88,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Adults Under 65 Learn/Dis,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10270,2863.13,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10271,5825.32,R,Various - Total Expenses
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10272,1357.00,R,Various - Total Expenses
Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10273,3971.00,R,Various - Total Expenses
East - North East,East - North East,Technical Services,Transport,Essential car user Lump Sum,318,2011-08-12,1108-10274,1583.00,R,Various - Total Expenses
Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,2011-08-19,1108-10275,6890.00,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,2011-08-19,1108-10276,27114.44,R,Various - Total Expenses
Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,Other Hired And Contracted Services,265,2011-08-19,1108-10277,10560.00,R,Various - Total Expenses
Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Public Transport Expenses,310,2011-08-19,1108-10278,567.50,R,Various - Total Expenses
